group	size	logsize	score
JUND_ATF3	4867841	29.206146905734247	0.043019999999999996
JUND_JUND	8666169	30.523973490257973	0.09842999999999999
JUND_ELF1	22772490	31.837582043249686	0.05321
JUND_EGR1	7710240	30.32027157932056	0.06861
JUND_ELF1	13832866	31.215165112314825	0.1168
JUND_EGR1	13937313	31.225202498075777	0.06312999999999999
JUND_ATF3	6906680	30.109648773822492	0.09008
JUND_ATF3	9192414	30.62060579764519	0.08741
JUND_ELF1	8902221	30.568477053591817	0.08681
JUND_CEBPB	9858936	30.730950868799198	0.08771
JUND_JUND	12271577	31.051709462739005	0.1224
JUND_EGR1	3887432	27.98189304859401	0.02455
JUND_CEBPB	4197840	28.547423235668845	0.004246
JUND_EGR1	6315700	29.920394070387953	0.0558
JUND_JUND	9654039	30.69830693490239	0.06426
JUND_CEBPB	7617730	30.298164379501905	0.03827
JUND_JUND	16240637	31.424252432665927	0.03578
JUND_EGR1	6524448	29.991405636274227	0.06059
JUND_CEBPB	16521374	31.446012812363097	0.03253
JUND_ELF1	12300766	31.055023773826626	0.07898
JUND_ELF1	5822614	29.729431642158858	0.07041
JUND_CEBPB	8950680	30.57737316807576	0.03134
JUND_CEBPB	15236042	31.342259879049312	0.04163
JUND_ATF3	4017470	28.258420660305852	0.02089
JUND_EGR1	5681171	29.66717553301344	0.05012
JUND_ELF1	4536403	28.933446947297362	0.03993
JUND_JUND	5470424	29.566571949351243	0.02326
JUND_JUND	24789839	31.937031132299225	0.050519999999999995
JUND_FOS	7610012	30.296297722741468	0.06854
JUND_ATF3	3673649	27.240213860223093	0.013059999999999999
JUND_FOS	20239029	31.696809529146268	0.040889999999999996
JUND_FOS	20140769	31.69092944522428	0.03578
JUND_FOS	23007895	31.849709601686776	0.03503
JUND_FOS	21468023	31.767575277976253	0.04192
JUND_CEBPB	22479611	31.82228528269998	0.024640000000000002
JUND_BHLHE40	4044092	28.306695367502424	0.0258
JUND_JUND	4570693	28.96536683824332	0.03204
JUND_CHD1	3678856	27.266640498620674	0.009455
JUND_BHLHE40	6919944	30.113511209235778	0.04566
JUND_CHD1	5316267	29.48599249168469	0.02089
JUND_CEBPB	9117832	30.607465531498185	0.02344
JUND_JUND	8781043	30.54587848823309	0.0759
JUND_CEBPB	34995715	32.32833647084993	0.0386
JUND_JUND	16920638	31.476166886775875	0.05022
JUND_BHLHE40	11738802	30.98920073233719	0.1206
JUND_CEBPB	26493357	32.01393426639566	0.034589999999999996
JUND_JUND	21414375	31.764588524953098	0.07765
JUND_CEBPB	9716963	30.708445758288462	0.08016000000000001
JUND_CHD1	11357157	30.941892906953953	0.04899
JUND_CEBPB	43531544	32.568012009147324	0.01872
JUND_JUND	23533043	31.876245492221003	0.07088
JUND_BHLHE40	13739771	31.20613293925385	0.07162
JUND_CEBPB	17971436	31.551437648075453	0.024319999999999998
JUND_JUND	10932384	30.886465588126228	0.05785
JUND_FOS	24636187	31.92979490455936	0.033089999999999994
JUND_JUND	4432337	28.829823060389753	0.005113
JUND_FOS	3883473	27.972147680726245	0.012759999999999999
JUND_FOS	10003425	30.753346341174158	0.051410000000000004
JUND_FOS	9479493	30.669632403416877	0.1587
JUND_ATF3	8863808	30.561368519925963	0.06091
JUND_CHD1	14404807	31.268933777779157	0.06635
JUND_CHD1	9615991	30.692126087681878	0.056470000000000006
JUND_ELF1	4024381	28.271178334669173	0.02393
JUND_ATF3	13252030	31.157430510060134	0.058910000000000004
JUND_BHLHE40	26095233	31.99648379379286	0.039869999999999996
JUND_CEBPB	4134058	28.454480439325373	0.018269999999999998
JUND_ELF1	5179983	29.408910728773307	0.048530000000000004
BHLHE40_ATF3	698113	25.52583587423144	0.04095
BHLHE40_ATF3	939952	26.047405342256713	0.03337
BHLHE40_ATF3	689766	25.50192101528124	0.05773
BHLHE40_ATF3	2468980	27.319842123938166	0.019790000000000002
BHLHE40_ATF3	2620755	27.38885894268227	0.013980000000000001
BHLHE40_ATF3	615542	25.25956756039058	0.003153
BHLHE40_ATF3	435869	24.169340517431802	0.017240000000000002
BHLHE40_BHLHE40	713329	25.568011801439795	0.1059
BHLHE40_BHLHE40	4658489	28.028271955941015	0.01854
BHLHE40_BHLHE40	3251101	27.633349199581552	0.052320000000000005
BHLHE40_BHLHE40	6236529	28.340033778954393	0.016319999999999998
BHLHE40_ATF3	2194683	27.181572180078923	0.01094
BHLHE40_ATF3	2868905	27.492349759971177	0.01042
BHLHE40_BHLHE40	6080873	28.313258677486242	0.01075
BHLHE40_ATF3	1092866	26.276111663029518	0.04369
BHLHE40_ATF3	1733529	26.894822031338812	0.03259
BHLHE40_ATF3	3772368	27.798323899427057	0.022019999999999998
BHLHE40_ATF3	6058102	28.30928092324975	0.01206
BHLHE40_ATF3	883158	25.947095785910413	0.004077
BHLHE40_ATF3	539337	24.928888985827655	0.0309
BHLHE40_BHLHE40	909780	25.99537049310699	0.1192
BHLHE40_BHLHE40	3785632	27.802186334840343	0.03435
BHLHE40_BHLHE40	8604490	28.67787585794175	0.036969999999999996
BHLHE40_BHLHE40	10605459	28.89480806485841	0.01702
BHLHE40_ATF3	5729496	28.250043645530525	0.009362
BHLHE40_ATF3	10117718	28.8461056356647	0.008295
BHLHE40_BHLHE40	22960921	29.685158919397423	0.007014
NR3C1_CHD1	2965936	26.527454546252265	0.0008679
NR3C1_CHD1	3976382	26.83096089249718	0.0007953
NR3C1_JUND	3595605	26.727102191655987	0.003496
NR3C1_BHLHE40	461293	24.41577731726055	0.00514
NR3C1_EGR1	1595658	25.87183898294981	0.0035520000000000005
NR3C1_NR3C1	1225241	25.5836136979256	0.00718
NR3C1_ATF3	469620	24.439634185529837	0.007286
NR3C1_ATF3	711459	24.96120365355511	0.0058590000000000005
NR3C1_ATF3	461273	24.415719326579637	0.007595
NR3C1_JUND	3188384	26.602621979182278	0.002629
NR3C1_NR3C1	771005	25.05657509355189	0.0218
NR3C1_ELF1	4444929	26.94552613367552	0.002483
NR3C1_ELF1	3374507	26.66144472411881	0.002951
NR3C1_EGR1	2215870	26.221983304167313	0.003414
NR3C1_ELF1	2606716	26.392707982298795	0.005208
NR3C1_EGR1	4051793	26.850309122061343	0.0017289999999999999
NR3C1_ATF3	2240487	26.233640435236563	0.0052380000000000005
NR3C1_ATF3	2392262	26.30265725398067	0.009446
NR3C1_ELF1	2235896	26.231476696814966	0.009195
NR3C1_CEBPB	2348705	26.283333056172744	0.002133
NR3C1_JUND	4826386	27.029983307868505	0.004055
NR3C1_EGR1	296732	23.76734268969731	0.01153
NR3C1_CEBPB	3565918	26.71853288338172	0.003111
NR3C1_CEBPB	485410	24.483366837205935	0.0031969999999999998
NR3C1_EGR1	883699	25.21541964917317	0.002382
NR3C1_JUND	1953474	26.08847246073562	0.002049
NR3C1_CEBPB	1492077	25.799244345827443	0.002827
NR3C1_JUND	4039168	26.847095899307938	0.001279
NR3C1_EGR1	1414018	25.740828648289803	0.002396
NR3C1_CEBPB	4352160	26.92386114115403	0.00147
NR3C1_ELF1	2237977	26.23245805231958	0.005018
NR3C1_JUND	1589394	25.86759543639619	0.002136
NR3C1_ELF1	933333	25.278100177414885	0.0082
NR3C1_CEBPB	2524745	26.359238161853057	0.003814
NR3C1_CEBPB	3690321	26.753961684651628	0.003274
NR3C1_ATF3	387049	24.17336587168898	0.01351
NR3C1_EGR1	1018578	25.37735493310153	0.002539
NR3C1_ELF1	492716	24.50297230922363	0.005141
NR3C1_JUND	1195963	25.55685470186559	0.003035
NR3C1_ATF3	207376	23.0831388287302	0.0088
NR3C1_FOS	7486016	27.47766397396682	0.0009451
NR3C1_FOS	8829879	27.645169509306037	0.0006431
NR3C1_FOS	10089828	27.780222728615477	0.0006986000000000001
NR3C1_FOS	7479840	27.47682558709559	0.0009394999999999999
NR3C1_CEBPB	7059879	27.418101317985155	0.0007001
NR3C1_BHLHE40	484836	24.481810112738195	0.006249
NR3C1_JUND	1023342	25.382621594253767	0.002438
NR3C1_MAFK	965605	25.316843710967866	0.001328
NR3C1_CHD1	1403192	25.732450671634822	0.0009523
NR3C1_BHLHE40	4429996	26.942070267239412	0.001772
NR3C1_MAFK	1596293	25.8722681601089	0.002007
NR3C1_CHD1	1037528	25.39814209923043	0.001478
NR3C1_CEBPB	2866992	26.492114533481654	0.002369
NR3C1_JUND	2580544	26.38214285776582	0.0015019999999999999
NR3C1_MAFK	2709483	26.43314588754368	0.002388
NR3C1_CEBPB	9821053	27.75290383345992	0.001051
NR3C1_JUND	3534275	26.709317385174202	0.00114
NR3C1_BHLHE40	3022608	26.54714751087995	0.002802
NR3C1_MAFK	5908634	27.23681642706357	0.0002824
NR3C1_MAFK	8308676	27.58349013137961	0.00032010000000000003
NR3C1_CEBPB	8514791	27.60833851212638	0.00040730000000000003
NR3C1_JUND	6362950	27.31232768358397	0.0007362
NR3C1_NR3C1	172811	22.605207268209675	0.0016690000000000001
NR3C1_CEBPB	3037827	26.55237056777979	0.003692
NR3C1_CHD1	1975438	26.1003575218715	0.002055
NR3C1_MAFK	6692136	27.363684883206354	0.00042249999999999997
NR3C1_CEBPB	13318276	28.06065731294993	0.000322
NR3C1_JUND	8292807	27.581551184309568	0.001772
NR3C1_BHLHE40	6008036	27.253832090252793	0.002039
NR3C1_MAFK	4540683	26.967406603676427	0.0015630000000000002
NR3C1_CEBPB	7481254	27.47701759847238	0.0008569
NR3C1_JUND	3838919	26.794698961903457	0.0005515
NR3C1_FOS	5774126	27.21332041694449	0.000795
NR3C1_JUND	505207	24.53562616980105	0.0003109
NR3C1_FOS	284549	23.69739358435914	0.009204
NR3C1_FOS	2338474	26.278739366236977	0.002025
NR3C1_FOS	1252448	25.60785394517118	0.0056
NR3C1_NR3C1	876882	25.2064955360418	0.007092
NR3C1_FOS	1800912	26.001774279858445	0.008902
NR3C1_ATF3	1966190	26.095370491377324	0.00477
NR3C1_CHD1	2751421	26.449189523844787	0.002384
NR3C1_CHD1	1552792	25.842432786118778	0.003542
NR3C1_ATF3	2640412	26.406148071269577	0.00305
NR3C1_BHLHE40	5852380	27.22705698878464	0.001516
NR3C1_MAFK	13345970	28.06275284795277	0.0002522
NR3C1_MAFK	2575786	26.380210097538445	0.000557
NR3C1_CEBPB	465029	24.426551412789912	0.004727
NR3C1_NR3C1	1210962	25.570652655490875	0.01048
NR3C1_CHD1	6698284	27.36461939878705	0.001181
NR3C1_CHD1	16399494	28.27042576390114	0.001072
NR3C1_JUND	11164350	27.88254326263449	0.003104
NR3C1_NR3C1	159656	22.339679045341313	0.1289
NR3C1_EGR1	2056273	26.142920879258604	0.004642
NR3C1_NR3C1	11088904	27.875690879371668	0.00409
NR3C1_NR3C1	1642823	25.903225461976284	0.01067
NR3C1_ATF3	864373	25.189909974327918	0.008733
NR3C1_ATF3	1505036	25.80862034263721	0.005712
NR3C1_JUND	5303364	27.126446927160934	0.004398
NR3C1_NR3C1	1656557	25.912182731524886	0.02427
NR3C1_ELF1	19409685	28.440055480152648	0.0018399999999999998
NR3C1_EGR1	4347435	26.922745016223523	0.003478
NR3C1_ELF1	10470061	27.817638549217786	0.0042049999999999995
NR3C1_EGR1	10574508	27.82767593497874	0.002222
NR3C1_ATF3	3543875	26.712122210725454	0.009772
NR3C1_ATF3	5829609	27.223079234548152	0.01009
NR3C1_ELF1	5539416	27.17095049049478	0.009174
NR3C1_CEBPB	6496131	27.33342430570216	0.002547
NR3C1_JUND	8908772	27.654182899641967	0.004726
NR3C1_EGR1	524627	24.58436648549697	0.011179999999999999
NR3C1_CEBPB	835035	25.149896672571806	0.0057399999999999994
NR3C1_EGR1	2952895	26.522867507290915	0.002807
NR3C1_JUND	6291234	27.300780371805352	0.002176
NR3C1_CEBPB	4254925	26.900637816404867	0.002722
NR3C1_JUND	12877832	28.02672586956889	0.001167
NR3C1_EGR1	3161643	26.593879073177188	0.002573
NR3C1_CEBPB	13158569	28.04848624926606	0.001418
NR3C1_ELF1	8937961	27.657497210729588	0.003914
NR3C1_ELF1	2459809	26.33190507906182	0.007697
NR3C1_CEBPB	5587875	27.17984660497872	0.004138
NR3C1_CEBPB	11873237	27.944733315952274	0.003171
NR3C1_ATF3	654665	24.860894097208813	0.03092
NR3C1_EGR1	2318366	26.269648969916403	0.003025
NR3C1_ELF1	1173598	25.535920384200324	0.006951000000000001
NR3C1_JUND	2107619	26.169045386254204	0.002993
NR3C1_JUND	21427034	28.539504569202187	0.001274
NR3C1_FOS	4247207	26.89877115964443	0.0007388999999999999
NR3C1_ATF3	310844	23.842687297126055	0.01399
NR3C1_FOS	16876224	28.29928296604923	0.0009042
NR3C1_FOS	16777964	28.293402882127243	0.0006437
NR3C1_FOS	19645090	28.452183038589737	0.0006542999999999999
NR3C1_FOS	18105218	28.370048714879214	0.0009325
NR3C1_CEBPB	19116806	28.42475871960294	0.001006
NR3C1_BHLHE40	681287	24.909168804405386	0.0075239999999999994
NR3C1_JUND	1207888	25.56784027514628	0.0020559999999999997
NR3C1_MAFK	406347	24.24224124091905	0.0002289
NR3C1_CHD1	316051	23.869113935523636	0.0029
NR3C1_BHLHE40	3557139	26.71598464613874	0.002561
NR3C1_MAFK	3421449	26.675749671458675	0.005016
NR3C1_CHD1	1953462	26.088465928587652	0.0022329999999999997
NR3C1_CEBPB	5755027	27.209938968401147	0.003176
NR3C1_JUND	5418238	27.14835192513605	0.002121
NR3C1_MAFK	4049064	26.849615431075264	0.002447
NR3C1_CEBPB	31632910	28.93080990775289	0.001198
NR3C1_JUND	13557833	28.078640323678837	0.001354
NR3C1_BHLHE40	8375997	27.59167416924015	0.002512
NR3C1_MAFK	11573542	27.918911663247933	0.0004789
NR3C1_MAFK	18352740	28.38371467886071	0.0004358000000000001
NR3C1_CEBPB	23130552	28.61640770329862	0.0005193
NR3C1_JUND	18051570	28.36706196185606	0.0008244
NR3C1_NR3C1	194172	22.92632456249519	0.001392
NR3C1_CEBPB	6354158	27.310919195191424	0.004909
NR3C1_CHD1	7994352	27.544366343856915	0.002538
NR3C1_MAFK	20827636	28.510974727183758	0.0005759
NR3C1_CEBPB	40168739	29.17048544605029	0.000552
NR3C1_JUND	20170238	28.478718929123964	0.002097
NR3C1_BHLHE40	10376966	27.80860637615681	0.00255
NR3C1_MAFK	5089378	27.084317228077566	0.0018239999999999999
NR3C1_CEBPB	14608631	28.153911084978414	0.0012369999999999998
NR3C1_JUND	7569579	27.48893902502919	0.0007974
NR3C1_FOS	21273382	28.53226834146232	0.0006065
NR3C1_JUND	1069532	25.432296497292715	0.000275
NR3C1_FOS	520668	24.574621117629206	0.011009999999999999
NR3C1_FOS	6640620	27.35581977807712	0.001679
NR3C1_NR3C1	2664823	26.415773108733973	0.006628
NR3C1_FOS	6116688	27.27210584031984	0.006029
NR3C1_ATF3	5501003	27.163841956828925	0.004818
NR3C1_CHD1	11042002	27.87140721468212	0.002345
NR3C1_CHD1	6253186	27.29459952458484	0.003841
NR3C1_ELF1	661576	24.873651771572135	0.004138
NR3C1_ATF3	9889225	27.759903946963096	0.0028640000000000002
NR3C1_BHLHE40	22732428	28.59895723069582	0.00151
NR3C1_MAFK	32382547	28.954316972356576	0.000482
NR3C1_MAFK	3954017	26.825149973291644	0.0007271
NR3C1_CEBPB	771253	25.056953876228334	0.005259000000000001
NR3C1_NR3C1	4040398	26.84740940426274	0.007429000000000001
NR3C1_ELF1	1817178	26.01138416567627	0.005211
EGR1_CHD1	4328794	29.069717900643127	0.012790000000000001
EGR1_CHD1	5339240	29.373224246888043	0.0177
