group	size	logsize	score
BHLHE40_BHLHE40	10605459	28.89480806485841	154.9
BHLHE40_ATF3	5729496	28.250043645530525	88.37
BHLHE40_ATF3	10117718	28.8461056356647	76.26
BHLHE40_BHLHE40	22960921	29.685158919397423	63.32
NR3C1_CHD1	2965936	26.527454546252265	23.95
NR3C1_CHD1	3976382	26.83096089249718	21.72
NR3C1_JUND	3595605	26.727102191655987	95.52
NR3C1_BHLHE40	461293	24.41577731726055	181.5
NR3C1_EGR1	1595658	25.87183898294981	101.3
NR3C1_NR3C1	1225241	25.5836136979256	209.0
NR3C1_ATF3	469620	24.439634185529837	255.2
NR3C1_ATF3	711459	24.96120365355511	184.8
NR3C1_ATF3	461273	24.415719326579637	267.5
NR3C1_JUND	3188384	26.602621979182278	72.2
NR3C1_NR3C1	771005	25.05657509355189	666.7
NR3C1_ELF1	4444929	26.94552613367552	67.48
NR3C1_ELF1	3374507	26.66144472411881	80.85
NR3C1_EGR1	2215870	26.221983304167313	95.27
NR3C1_ELF1	2606716	26.392707982298795	143.9
NR3C1_EGR1	4051793	26.850309122061343	47.16
NR3C1_ATF3	2240487	26.233640435236563	145.8
NR3C1_ATF3	2392262	26.30265725398067	261.0
NR3C1_ELF1	2235896	26.231476696814966	255.0
NR3C1_CEBPB	2348705	26.283333056172744	59.4
NR3C1_JUND	4826386	27.029983307868505	109.8
NR3C1_EGR1	296732	23.76734268969731	497.4
NR3C1_CEBPB	3565918	26.71853288338172	85.05
NR3C1_CEBPB	485410	24.483366837205935	111.2
NR3C1_EGR1	883699	25.21541964917317	72.61
NR3C1_JUND	1953474	26.08847246073562	57.7
NR3C1_CEBPB	1492077	25.799244345827443	81.12
NR3C1_JUND	4039168	26.847095899307938	34.89
NR3C1_EGR1	1414018	25.740828648289803	69.11
NR3C1_CEBPB	4352160	26.92386114115403	40.03
NR3C1_ELF1	2237977	26.23245805231958	139.7
NR3C1_JUND	1589394	25.86759543639619	61.01
NR3C1_ELF1	933333	25.278100177414885	246.5
NR3C1_CEBPB	2524745	26.359238161853057	105.7
NR3C1_CEBPB	3690321	26.753961684651628	89.4
NR3C1_ATF3	387049	24.17336587168898	505.8
NR3C1_EGR1	1018578	25.37735493310153	75.87
NR3C1_ELF1	492716	24.50297230922363	177.7
NR3C1_JUND	1195963	25.55685470186559	88.94
NR3C1_ATF3	207376	23.0831388287302	527.6
NR3C1_FOS	7486016	27.47766397396682	25.45
NR3C1_FOS	8829879	27.645169509306037	17.28
NR3C1_FOS	10089828	27.780222728615477	18.74
NR3C1_FOS	7479840	27.47682558709559	25.3
NR3C1_CEBPB	7059879	27.418101317985155	18.87
NR3C1_BHLHE40	484836	24.481810112738195	216.8
NR3C1_JUND	1023342	25.382621594253767	72.81
NR3C1_MAFK	965605	25.316843710967866	40.02
NR3C1_CHD1	1403192	25.732450671634822	27.53
NR3C1_BHLHE40	4429996	26.942070267239412	48.2
NR3C1_MAFK	1596293	25.8722681601089	57.32
NR3C1_CHD1	1037528	25.39814209923043	44.1
NR3C1_CEBPB	2866992	26.492114533481654	65.35
NR3C1_JUND	2580544	26.38214285776582	41.67
NR3C1_MAFK	2709483	26.43314588754368	66.05
NR3C1_CEBPB	9821053	27.75290383345992	28.19
NR3C1_JUND	3534275	26.709317385174202	31.23
NR3C1_BHLHE40	3022608	26.54714751087995	77.11
NR3C1_MAFK	5908634	27.23681642706357	7.64
NR3C1_MAFK	8308676	27.58349013137961	8.611
NR3C1_CEBPB	8514791	27.60833851212638	10.95
NR3C1_JUND	6362950	27.31232768358397	19.88
NR3C1_NR3C1	172811	22.605207268209675	135.5
NR3C1_CEBPB	3037827	26.55237056777979	101.5
NR3C1_CHD1	1975438	26.1003575218715	57.83
NR3C1_MAFK	6692136	27.363684883206354	11.4
NR3C1_CEBPB	13318276	28.06065731294993	8.615
NR3C1_JUND	8292807	27.581551184309568	47.6
NR3C1_BHLHE40	6008036	27.253832090252793	55.06
NR3C1_MAFK	4540683	26.967406603676427	42.51
NR3C1_CEBPB	7481254	27.47701759847238	23.07
NR3C1_JUND	3838919	26.794698961903457	15.08
NR3C1_FOS	5774126	27.21332041694449	21.51
NR3C1_JUND	505207	24.53562616980105	10.71
NR3C1_FOS	284549	23.69739358435914	409.5
NR3C1_FOS	2338474	26.278739366236977	56.42
NR3C1_FOS	1252448	25.60785394517118	162.9
NR3C1_NR3C1	876882	25.2064955360418	215.4
NR3C1_FOS	1800912	26.001774279858445	250.3
NR3C1_ATF3	1966190	26.095370491377324	133.9
NR3C1_CHD1	2751421	26.449189523844787	65.9
NR3C1_CHD1	1552792	25.842432786118778	101.2
NR3C1_ATF3	2640412	26.406148071269577	84.39
NR3C1_BHLHE40	5852380	27.22705698878464	40.99
NR3C1_MAFK	13345970	28.06275284795277	6.747999999999999
NR3C1_MAFK	2575786	26.380210097538445	15.47
NR3C1_CEBPB	465029	24.426551412789912	166.5
NR3C1_NR3C1	1210962	25.570652655490875	304.5
NR3C1_CHD1	6698284	27.36461939878705	31.85
NR3C1_CHD1	16399494	28.27042576390114	28.6
NR3C1_JUND	11164350	27.88254326263449	82.96
NR3C1_NR3C1	159656	22.339679045341313	11180.0
NR3C1_EGR1	2056273	26.142920879258604	130.0
NR3C1_NR3C1	11088904	27.875690879371668	109.2
NR3C1_NR3C1	1642823	25.903225461976284	301.4
NR3C1_ATF3	864373	25.189909974327918	265.4
NR3C1_ATF3	1505036	25.80862034263721	163.3
NR3C1_JUND	5303364	27.126446927160934	118.8
NR3C1_NR3C1	1656557	25.912182731524886	676.1
NR3C1_ELF1	19409685	28.440055480152648	49.02
NR3C1_EGR1	4347435	26.922745016223523	94.48
NR3C1_ELF1	10470061	27.817638549217786	112.4
NR3C1_EGR1	10574508	27.82767593497874	59.47
NR3C1_ATF3	3543875	26.712122210725454	265.5
NR3C1_ATF3	5829609	27.223079234548152	270.5
NR3C1_ELF1	5539416	27.17095049049478	246.4
NR3C1_CEBPB	6496131	27.33342430570216	68.63
NR3C1_JUND	8908772	27.654182899641967	126.4
NR3C1_EGR1	524627	24.58436648549697	377.1
NR3C1_CEBPB	835035	25.149896672571806	176.0
NR3C1_EGR1	2952895	26.522867507290915	77.32
NR3C1_JUND	6291234	27.300780371805352	58.69
NR3C1_CEBPB	4254925	26.900637816404867	74.06
NR3C1_JUND	12877832	28.02672586956889	31.21
NR3C1_EGR1	3161643	26.593879073177188	70.7
NR3C1_CEBPB	13158569	28.04848624926606	37.91
NR3C1_ELF1	8937961	27.657497210729588	104.8
NR3C1_ELF1	2459809	26.33190507906182	212.7
NR3C1_CEBPB	5587875	27.17984660497872	111.7
NR3C1_CEBPB	11873237	27.944733315952274	84.7
NR3C1_ATF3	654665	24.860894097208813	967.7
NR3C1_EGR1	2318366	26.269648969916403	84.26
NR3C1_ELF1	1173598	25.535920384200324	203.3
NR3C1_JUND	2107619	26.169045386254204	83.81
NR3C1_JUND	21427034	28.539504569202187	33.94
NR3C1_FOS	4247207	26.89877115964443	20.14
NR3C1_ATF3	310844	23.842687297126055	585.1
NR3C1_FOS	16876224	28.29928296604923	24.14
NR3C1_FOS	16777964	28.293402882127243	17.19
NR3C1_FOS	19645090	28.452183038589737	17.45
NR3C1_FOS	18105218	28.370048714879214	24.88
NR3C1_CEBPB	19116806	28.42475871960294	26.83
NR3C1_BHLHE40	681287	24.909168804405386	239.0
NR3C1_JUND	1207888	25.56784027514628	60.23
NR3C1_MAFK	406347	24.24224124091905	8.51
NR3C1_CHD1	316051	23.869113935523636	121.5
NR3C1_BHLHE40	3557139	26.71598464613874	70.07
NR3C1_MAFK	3421449	26.675749671458675	137.1
NR3C1_CHD1	1953462	26.088465928587652	62.87
NR3C1_CEBPB	5755027	27.209938968401147	85.73
NR3C1_JUND	5418238	27.14835192513605	57.38
NR3C1_MAFK	4049064	26.849615431075264	66.67
NR3C1_CEBPB	31632910	28.93080990775289	31.86
NR3C1_JUND	13557833	28.078640323678837	36.18
NR3C1_BHLHE40	8375997	27.59167416924015	67.42
NR3C1_MAFK	11573542	27.918911663247933	12.83
NR3C1_MAFK	18352740	28.38371467886071	11.63
NR3C1_CEBPB	23130552	28.61640770329862	13.84
NR3C1_JUND	18051570	28.36706196185606	22.0
NR3C1_NR3C1	194172	22.92632456249519	92.11
NR3C1_CEBPB	6354158	27.310919195191424	132.0
NR3C1_CHD1	7994352	27.544366343856915	68.16
NR3C1_MAFK	20827636	28.510974727183758	15.36
NR3C1_CEBPB	40168739	29.17048544605029	14.68
NR3C1_JUND	20170238	28.478718929123964	55.84
NR3C1_BHLHE40	10376966	27.80860637615681	68.25
NR3C1_MAFK	5089378	27.084317228077566	49.42
NR3C1_CEBPB	14608631	28.153911084978414	33.03
NR3C1_JUND	7569579	27.48893902502919	21.47
NR3C1_FOS	21273382	28.53226834146232	16.17
NR3C1_JUND	1069532	25.432296497292715	8.184
NR3C1_FOS	520668	24.574621117629206	372.2
NR3C1_FOS	6640620	27.35581977807712	45.26
NR3C1_NR3C1	2664823	26.415773108733973	182.7
NR3C1_FOS	6116688	27.27210584031984	162.1
NR3C1_ATF3	5501003	27.163841956828925	130.0
NR3C1_CHD1	11042002	27.87140721468212	62.73
NR3C1_CHD1	6253186	27.29459952458484	103.5
NR3C1_ELF1	661576	24.873651771572135	132.7
NR3C1_ATF3	9889225	27.759903946963096	76.66
NR3C1_BHLHE40	22732428	28.59895723069582	40.21
NR3C1_MAFK	32382547	28.954316972356576	12.83
NR3C1_MAFK	3954017	26.825149973291644	19.86
NR3C1_CEBPB	771253	25.056953876228334	163.5
NR3C1_NR3C1	4040398	26.84740940426274	201.5
NR3C1_ELF1	1817178	26.01138416567627	147.0
EGR1_CHD1	4328794	29.069717900643127	40.05
EGR1_CHD1	5339240	29.373224246888043	50.23
EGR1_BHLHE40	1824151	26.95804067165141	122.1
EGR1_ATF3	1832478	26.9818975399207	161.8
EGR1_ATF3	2074317	27.50346700794597	189.6
EGR1_ATF3	1824131	26.9579826809705	191.9
EGR1_EGR1	3578728	28.764246658558175	315.0
EGR1_EGR1	5414651	29.392572476452205	186.6
EGR1_ATF3	3603345	28.775903789627424	96.14
EGR1_ATF3	3755120	28.84492060837153	126.6
EGR1_CEBPB	3711563	28.825596410563605	35.07
EGR1_EGR1	1659590	26.30960604408817	566.2
EGR1_CEBPB	4928776	29.26079623777258	21.98
EGR1_CEBPB	1848268	27.025630191596797	15.83
EGR1_EGR1	2246557	27.757683003564033	480.2
EGR1_CEBPB	2854935	28.341507700218305	12.85
EGR1_EGR1	2776876	28.283092002680664	446.1
EGR1_CEBPB	5715018	29.466124495544893	11.76
EGR1_CEBPB	3887603	28.90150151624392	29.36
EGR1_CEBPB	5053179	29.29622503904249	19.15
EGR1_ATF3	1749907	26.71562922607984	15.07
EGR1_EGR1	2381436	27.91961828749239	488.0
EGR1_ATF3	1570234	25.62540218312106	167.8
EGR1_CEBPB	8422737	29.960364672376016	6.105
EGR1_BHLHE40	1847694	27.024073467129057	165.2
EGR1_CHD1	2766050	28.274714026025684	85.64
EGR1_BHLHE40	5792854	29.484333621630274	85.71
EGR1_CHD1	2400386	27.940405453621292	83.17
EGR1_CEBPB	4229850	29.034377887872516	35.16
EGR1_CEBPB	11183911	30.295167187850783	23.76
EGR1_BHLHE40	4385466	29.08941086527081	114.2
EGR1_CEBPB	9877649	30.150601866517242	7.002999999999999
EGR1_CEBPB	4400685	29.09463392217065	44.33
EGR1_CHD1	3338296	28.642620876262363	70.4
EGR1_CEBPB	14681134	30.602920667340793	5.843
EGR1_BHLHE40	7370894	29.796095444643655	85.42
EGR1_CEBPB	8844112	30.01928095286324	14.56
