"group","size","logsize","score","simple.x","simple.y","group.offset","complicated.x","complicated.y"
"CEBPB_CEBPB",8222067,30.3423855099014,180.1,24487.5,2.49913946320466,-438.271190234712,24487.5,2.37242890111415
"CEBPB_CEBPB",14507429,31.107272220875,106.4,29950.5,1.74268062682982,-438.271190234712,29950.5,0.903271557503976
"CEBPB_ATF3",3288857,28.0234330021315,119.9,8904,1.8914155369782,-494.819169371201,8904,2.31070395198414
"CEBPB_ATF3",2945036,27.0052262020488,64.27,4663,1.27027077359734,-494.819169371201,4663,1.17269179420269
"CEBPB_CEBPB",21750998,31.5872976245256,97.68,32935.5,1.64430466016445,-438.271190234712,32935.5,0.802481819802013
"CEBPB_BHLHE40",3315479,28.0717077093281,41.16,9137,0.98768046432782,-532.181410566117,9137,1.55616978465546
"CEBPB_BHLHE40",6191331,29.8785235510614,23.26,20932,0.735486980787881,-532.181410566117,20932,1.08167309726723
"CEBPB_CEBPB",8389219,30.3724778733239,425.6,24743.5,3.88401178243941,-438.271190234712,24743.5,4.32607012067893
"CEBPB_CEBPB",34267102,32.0933488126756,60.41,35310.5,1.22924415991783,-438.271190234712,35310.5,0.582118198820856
"CEBPB_BHLHE40",11010189,30.7542130741629,33.36,27560,0.884166986249175,-532.181410566117,27560,1.35612549998806
"CEBPB_CEBPB",25764744,31.7789466082213,89.62,33879.5,1.55585312854135,-438.271190234712,33879.5,0.73449430387492
"CEBPB_CEBPB",8988350,30.4734581001141,130.4,25453.5,2.00794002367204,-438.271190234712,25453.5,1.4421414798705
"CEBPB_CEBPB",42802931,32.333024350973,55.3,36111.5,1.16677398050454,-438.271190234712,36111.5,0.568166209979893
"CEBPB_BHLHE40",13011158,30.9711452810795,26.5,29072,0.784186544099331,-532.181410566117,29072,1.16190466623092
"CEBPB_CEBPB",17242823,31.3164499899011,115.6,31330.5,1.84232228060712,-438.271190234712,31330.5,1.04893730685098
"CEBPB_ATF3",8135195,30.3263808617516,43.14,24363,1.01212534420371,-494.819169371201,24363,0.821991605289915
"CEBPB_ATF3",12523417,30.9224428518858,28.57,28746,0.815005652852747,-494.819169371201,28746,0.703153659350756
"CEBPB_BHLHE40",25366620,31.7614961356185,14.17,33796,0.592047006850564,-532.181410566117,33796,0.926769672876777
"CEBPB_CEBPB",3405445,28.219492781151,231,9912.5,2.93442057271791,-438.271190234712,9912.5,3.11636519773205
"JUND_CHD1",5313680,29.5800217754591,29.51,18643,0.829983789210257,-519.556314495802,18643,0.968471097582988
"JUND_CHD1",6324126,29.8835281217041,25.37,20977,0.768828716875738,-519.556314495802,20977,0.906636166265807
"JUND_JUND",5943349,29.7796694208629,133.4,20141.5,2.04068838282756,-462.397141612198,20141.5,2.00044238963981
"JUND_BHLHE40",2809037,27.4683445464674,86.8,6354,1.52295862696078,-504.631424560735,6354,1.92319102064834
"JUND_EGR1",3943402,28.9244062121567,131.3,14059,2.0187583763767,-504.649623934587,14059,2.65158055283245
"JUND_ATF3",2817364,27.4922014147367,165.3,6470,2.359085881594,-476.236357142852,6470,2.73486437006262
"JUND_ATF3",3059203,28.013770882762,274.7,8853,3.23188962147401,-476.236357142852,8853,3.83605331565745
"JUND_ATF3",2809017,27.4682865557865,232.5,6353,2.94834044315805,-476.236357142852,6353,3.52013586883497
"JUND_JUND",5536128,29.6551892083892,217.4,19185.5,2.81981919105749,-462.397141612198,19185.5,3.24188013925987
"JUND_ELF1",6792673,29.9980933628824,66.86,21821,1.29832268084169,-503.992972829127,21821,1.49833420065724
"JUND_ELF1",5722251,29.7140119533257,59.97,19644,1.22391977338043,-503.992972829127,19644,1.30933444970621
"JUND_EGR1",4563614,29.2745505333742,78.94,16421,1.43643563176134,-504.649623934587,16421,1.77644729655168
"JUND_ELF1",4954460,29.4452752115057,107,17653,1.74914167972093,-503.992972829127,17653,2.25233020990276
"JUND_EGR1",6399537,29.9028763512682,51.94,21132,1.12509197934719,-504.649623934587,21132,1.10898996897498
"JUND_ATF3",4588231,29.2862076644434,174.1,16496,2.44599283546105,-476.236357142852,16496,2.85227755646855
"JUND_ATF3",4740006,29.3552244831875,153.8,17008,2.24765563814528,-476.236357142852,17008,2.56401686400931
"JUND_ELF1",4583640,29.2840439260218,130.3,16479,2.00644841370002,-503.992972829127,16479,2.62598457826009
"JUND_CEBPB",4696449,29.3359002853796,49.57,16873,1.09468911075301,-524.733685308605,16873,1.58175154935238
"JUND_JUND",7174130,30.0825505370754,130,22481.5,2.00223422798879,-462.397141612198,22481.5,1.94263599762331
"JUND_EGR1",2644476,26.8199099189042,182.7,4107,2.51874491538939,-504.649623934587,4107,3.33190629091759
"JUND_CEBPB",5913662,29.7711001125886,36.95,20083,0.931803417986831,-524.733685308605,20083,1.24153821951413
"JUND_CEBPB",2833154,27.5359340664128,17.86,6647,0.651073704590848,-524.733685308605,6647,0.875491146530763
"JUND_EGR1",3231443,28.26798687838,96.07,10153,1.62444184371323,-504.649623934587,10153,2.08927933804864
"JUND_JUND",4301218,29.1410396899425,112,15498.5,1.80335295515582,-462.397141612198,15498.5,1.58325540071391
"JUND_CEBPB",3839821,28.8518115750343,55.2,13580,1.16535354475482,-524.733685308605,13580,1.70091641818943
"JUND_JUND",6386912,29.8996631285148,59.38,21100.5,1.21681741050752,-462.397141612198,21100.5,0.691597490661188
"JUND_EGR1",3761762,28.7933958774967,99.6,13213,1.66682271806475,-504.649623934587,13213,2.15019917277899
"JUND_CEBPB",6699904,29.9764283703609,28.52,21647,0.814138186554102,-524.733685308605,21647,1.03730058783203
"JUND_ELF1",4585721,29.2850252815265,106.6,16486,1.74526004072713,-503.992972829127,16486,2.24694448486178
"JUND_JUND",3937138,28.9201626656031,141.5,14038.5,2.12282733063673,-462.397141612198,14038.5,2.14284068270829
"JUND_ELF1",3281077,28.3306674066218,135.5,10495,2.06376758044848,-503.992972829127,10495,2.7004654296674
"JUND_CEBPB",4872489,29.4118053910599,52.13,17419,1.1274872517633,-524.733685308605,17419,1.6359090282179
"JUND_CEBPB",6038065,29.8065289138585,41.29,20370,0.989138959195543,-524.733685308605,20370,1.36894472470878
"JUND_ATF3",2734793,27.2259331008959,146.6,5425,2.17245856563307,-476.236357142852,5425,2.44589645456367
"JUND_EGR1",3366322,28.4299221623084,97.44,11073,1.64115341972459,-504.649623934587,11073,2.11469748701937
"JUND_ELF1",2840460,27.5555395384305,101.8,6720,1.69198860085037,-503.992972829127,6720,2.17194546318458
"JUND_JUND",3543707,28.6094219310725,68.54,12108.5,1.31896873499795,-462.397141612198,12108.5,0.757917465461681
"JUND_ATF3",2555120,26.1357060579371,183.7,2500,2.52707222488178,-476.236357142852,2500,2.98368210149659
"JUND_FOS",9833760,30.5302312031737,62.89,25847,1.25615317003477,-494.930995448187,25847,1.1392633845315
"JUND_FOS",11177623,30.6977367385129,43.59,27136,1.01779369275248,-494.930995448187,27136,0.828395530506931
"JUND_FOS",12437572,30.8327899578223,44.26,28112,1.02714964441004,-494.930995448187,28112,0.836535646104313
"JUND_FOS",9827584,30.5293928163025,62.75,25841,1.25498076823567,-494.930995448187,25841,1.13618926461677
"JUND_CEBPB",9407623,30.470668547192,21.26,25435,0.704537929538207,-524.733685308605,25435,0.92159322043668
"JUND_BHLHE40",2832580,27.5343773419451,169,6639,2.39571210173283,-504.631424560735,6639,3.1663997763389
"JUND_JUND",3371086,28.4351888234606,200.2,11103.5,2.66002142800957,-462.397141612198,11103.5,3.02323290212604
"JUND_CHD1",3750936,28.7850179008417,85.54,13165,1.5093043309585,-519.556314495802,13165,2.16246395389243
"JUND_BHLHE40",6777740,29.9946374964463,82.8,21796,1.47868836634409,-504.631424560735,21796,1.84994055890875
"JUND_CHD1",3385272,28.4507093284373,119.8,11202,1.89014316660214,-519.556314495802,11202,2.69823023688283
"JUND_CEBPB",5214736,29.5446817626885,90.36,18381,1.56435840615581,-524.733685308605,18381,2.31763141062478
"JUND_CEBPB",12168797,30.8054710626668,43.82,27905,1.02149774365843,-524.733685308605,27905,1.43815804285908
"JUND_JUND",5882019,29.7618846143811,116,19999.5,1.84755360644272,-462.397141612198,19999.5,1.6682830568573
"JUND_BHLHE40",5370352,29.5997147400868,118.3,18771,1.87260654884474,-504.631424560735,18771,2.44782583968852
"JUND_CEBPB",10862535,30.6609057413333,18.1,26860,0.655085134507106,-524.733685308605,26860,0.878823746832627
"JUND_JUND",8710694,30.3648949127908,91.15,24678.5,1.57233296203117,-462.397141612198,24678.5,1.04299537749908
"JUND_CEBPB",5385571,29.6049377969867,57.88,18815,1.19893284506334,-524.733685308605,18815,1.75690206378565
"JUND_CHD1",4323182,29.1529247510784,88.17,15576,1.53936794479059,-519.556314495802,15576,2.20018753047444
"JUND_CEBPB",15666020,31.1132245421568,19.61,29998,0.677835007883573,-524.733685308605,29998,0.898112510040578
"JUND_JUND",10640551,30.6341184135164,104.8,26642.5,1.72326345838414,-462.397141612198,26642.5,1.40368319649951
"JUND_BHLHE40",8355780,30.3063993194597,86.7,24203,1.52158095271586,-504.631424560735,24203,1.92147820264467
"JUND_CEBPB",9828998,30.5295848276793,27.49,25843,0.798391302226582,-524.733685308605,25843,1.01770126703958
"JUND_JUND",6186663,29.8472661911103,118.6,20682.5,1.87696195642661,-462.397141612198,20682.5,1.72373144790971
"JUND_FOS",8121870,30.2658876461514,64.56,23888,1.27354799982859,-494.930995448187,23888,1.18212480353979
"JUND_JUND",2852951,27.5881933990079,35.66,6869.5,0.913753486345138,-462.397141612198,6869.5,0.580206866130098
"JUND_FOS",2632293,26.749960813566,99.6,3920,1.66682271806475,-494.930995448187,3920,1.97731538640847
"JUND_FOS",4686218,29.3313065954438,96.69,16836,1.63158807345332,-494.930995448187,16836,1.92639615159729
"JUND_FOS",3600192,28.6604211743781,139.4,12402,2.10450736854837,-494.930995448187,12402,2.62690815255802
"JUND_FOS",4148656,29.0543415090653,165.1,14922,2.35652664267343,-494.930995448187,14922,2.98599500522054
"JUND_ATF3",4313934,29.1479377205842,59.73,15543,1.22094252584205,-476.236357142852,15543,0.802649515937009
"JUND_CHD1",5099165,29.5017567530517,103.9,18067,1.71251341884716,-519.556314495802,18067,2.45548351293487
"JUND_CHD1",3900536,28.8950000153256,110.9,13851,1.79186205157902,-519.556314495802,13851,2.57054572289177
"JUND_ATF3",4988156,29.4587153004764,42.54,17744,1.00416118639968,-476.236357142852,17744,0.670101574840245
"JUND_BHLHE40",8200124,30.2796242179915,45.67,23990,1.04558171879533,-504.631424560735,23990,0.987658042551789
"JUND_CEBPB",2812773,27.4791186419968,135,6412,2.05747371583813,-524.733685308605,6412,2.97759505465213
