"x.prod","y.prod","x.sum","y.sum"
3414,22513.1668696285,6543,14101.9339568498
2429,12139.7387123028,3546,6909.01853528523
5953,27703.8786892842,16605,9506.53260018788
9084,30347.1151999987,27186,1323.40507270972
6841,25150.5659406661,19964,3639.39007978023
5529,16883.5820850447,14793,409.955444533661
4550,26364.8257270044,11095,13541.0735216074
6398,25401.3869704666,18377,5483.11064286851
4044,15094.5240045462,8936,4325.51870216821
5380,22014.6057432877,14138,6159.11142120205
749,8926.90327500472,473,7735.55885617908
457,23981.9060110048,137,23358.0230079078
2773,17983.2112565535,4459,11732.5609451797
1644,21508.8036265631,1947,18276.3593773127
1214.5,9967.61661731583,1150.5,7775.24617835682
2256,25755.0383230634,3121,21014.0403866436
2424,13230.6393223338,3532,8015.23951024209
3160,14194.2308076209,5688,6658.98474087492
1983,13918.2372672429,2546,9885.03368208002
3050,12009.2424797988,5371,4817.15995442697
5431,15556.0759651141,14364,-512.220599444165
9096,34645.3890213691,27215,5588.03572490528
2987,20183.9076419039,5154,13212.4494732672
696,19788.348495516,402,18706.8065330567
1595.5,13669.3191534237,1867.5,10547.2265125971
5957,19219.5791093503,16623,1005.35611848694
10166,28219.6062404882,30208,-4114.26664577156
8221,30518.5523567318,24404,4387.56294395777
301.5,35026.5110104093,38.5,34650.1673196654
2510,11651.6875414324,3748,6189.62908845368
8198.5,22105.2930762314,24304.5,-3931.95289163163
2075.5,14431.9984308566,2751.5,10151.7214218763
1202,15871.6563527451,1131,13707.0545537023
1933,13639.2522775648,2463,9720.52075929196
5085,24684.6979350717,13040,9917.92953666735
2094.5,22840.7809814337,2786.5,18514.6535120352
11135,25142.3183254203,32266,-9715.4319366654
4399,14599.5918259326,10519,2342.61426267931
7915,22949.1150236351,23407,-2149.00195307966
7959,21404.7266810734,23567,-3853.21516016703
3814,21470.3052398445,7973,11622.7976850296
5417,26073.6133755128,14295,10068.4629758098
5236,21718.5773143617,13574,6413.57333450611
5817,27197.7646728401,16095,9504.92409642855
7160,30578.5175302319,21064,7949.38148823866
774,16068.6668478781,500,14829.9391665608
1163,21459.7169564808,1067,19383.9005385428
3338,10671.1727364504,6305,2509.9328069602
5714,22926.3235708423,15556,5719.36557403523
4326,23497.2321874487,10223,11526.1742844802
8921,28425.725622567,26664,-53.9653133434822
3505,10676.4885601346,6875,1933.9674941469
9019,32453.8559080967,26984,3642.90055374484
7174,20988.5312303438,21128,-1700.35346927934
2886,14352.4136296264,4796,7741.5253411603
5264,28003.4612046964,13695,12583.7164196965
8516,34536.333097446,25385,7396.11943006274
932,28520.8302906168,742,26934.1511672327
2752,9743.00447783121,4396,3559.55360521525
1553,11527.716772771,1781,8513.76343684968
2559,16378.2206520817,3848,10791.3000765859
11721,33348.6191122657,33577,-3080.57834254847
4324,19231.6650642025,10208,7273.12262078793
484,19609.0529712679,175,18927.9892519055
10317,33421.8660101869,30585,656.439269350249
10294,32816.2878888018,30501,134.65305494729
11214,34133.597144531,32408,-912.398368934349
10709,34022.2621806853,31395,251.14344526155
11037,35002.4157706765,32079,385.556234839243
963,14691.1258426465,785,13039.2226200158
1586,13410.6922778577,1859,10305.4093542346
626,16320.4281261384,299,15390.1776382504
494,11320.7163496764,181,10623.9609322537
3824,13214.6007918742,8016,3326.2599855317
3711,29428.570669295,7595,19957.5459614299
2409,12427.3406487201,3502,7249.74791406526
5374,26865.2487624895,14081,11055.4548364063
5156,21306.2018295731,13313,6271.46524199823
4184,27024.4325623048,9597,15643.671153282
14100,38646.1246433812,36835,-2760.02312532322
9171,29408.0453407525,27507,65.1674519060725
6888,21351.5297727631,20113,-315.480843569761
8405,33488.4212974406,24984,6749.61076175551
10794,37891.9383131596,31569,3903.86146648026
12152,35675.9638414194,34550,-1914.98163214774
10691,30919.0234114581,31362,-2808.76533537664
336.5,1056.13954364566,61.5,623.515906800381
5746,30434.3876425031,15728,13073.3883910977
6677,23775.5291381771,19411,2830.59848240566
11567,39296.7951989534,33220,3289.04597663188
15674,38084.0898095352,37988,-5933.67523531202
11368,34502.2874865641,32798,-987.579807080843
7846,23552.9978290368,23266,-1369.16808713347
4946,27884.8853729183,12580,13592.1318217627
9584,33243.1634947538,28774,2559.67060320883
6455,22156.4434190274,18565,2044.21709023491
11681,34769.5226936351,33480,-1547.30436344818
1447,9595.72633133417,1550,6861.85353675584
766,25844.3085254461,493,24619.6291057563
5924,25482.485107387,16466,7413.27231838508
3078.5,12426.1523325182,5451.5,5146.26807605749
5599,30970.2091247649,15094,14210.7497235607
5208,20047.640196344,13479,4839.70998406112
8180,26731.162114926,24239,759.910667085978
5692,23122.7419200753,15454,6010.64538732241
938,7465.76629591986,759,5860.56683433577
7614,23409.2188593941,22588,-782.784283177163
12048,29106.8223157338,34329,-8213.16056881896
14262,41647.0026265982,36976,-43.1128139779248
4125,23347.1330969955,9275,12253.6978206831
1087,20797.8308004143,959,18883.672177907
4178.5,16050.0187847197,9570.5,4693.65224315553
2268,10482.5697640635,3159,5701.8131454634
15021,29998.6851409758,10455,5448.07260012942
17143,35125.4925036208,13128,6293.93551156764
4504,19873.4779593692,3178,12482.766265705
4589,27002.0066432753,3203,19495.5825536694
6504,33435.9379799649,3782,23311.869535481
4503,28599.3396057037,3177,21210.4688824236
13040.5,34056.8637942163,8081.5,13419.3371669125
17297.5,35416.079343209,13305.5,6284.46389358191
13112,36895.0518165523,8167,16116.3827865573
13546,40638.1100174064,8652,19025.8052670305
13413,35322.9524187072,8532,13946.6632106257
2837.5,20307.6986570751,2796.5,15111.8047515477
16328,35172.4786758349,12170,7938.4812534355
4722,20846.6332642252,3235,13163.9897594902
7599.5,30620.6677177304,4222.5,18924.8896640212
10561,25394.5702728212,6009,9045.17262465877
10237.5,33202.5104705787,5781.5,17383.4346029345
17802,32611.3123029537,13988,2429.97603734687
13898,34387.7422019296,9074,12079.8507752098
16571,34452.5601353639,12488,6720.24430125806
3822,11266.580870159,3014,4779.42922988381
8407.5,31676.5317278365,4575.5,18802.4227613078
1671,16976.1132545635,2588,13276.7489176766
21547,34104.2727868907,20205,-4651.22513921481
4716,23497.5300402926,3234,15822.5348506367
10190,31107.5153289637,5741,15371.129044447
17959,38299.109368033,14187,7800.20169143606
8497,27957.3587538485,4651,14927.9959581771
14802,37154.8217683745,10158,13060.3828543522
24112,45903.1409081642,24441,1290.10703224562
15160,37714.6612322904,10633,12881.653251702
23024,36442.2937044572,22570,-5635.71476212044
15192,40036.419029921,10685,15130.9099681415
12309,32028.5896641804,7357,12732.9763627023
26403,40153.3062693176,28843,-10111.8183070075
20278,41740.807113591,18163,5846.75522189093
21980,39430.1168764658,20959,-340.641189802576
12284,21916.2451185977,7338,2662.57906805073
14522,41219.9321930166,9799,17694.6456006913
10801,36325.0344691253,6184,19577.9715227169
14212,21023.9291792345,9456,-1908.23304634471
20057,35905.6486453916,17839,488.439857410322
4552,28934.0556991975,3190,21479.4394791205
21157,39013.8532765698,19545,1159.79919041449
27965,48225.3146418632,31216,-5466.48134630964
12545.5,36665.1515760216,7584.5,16940.2642917184
7486,33018.1870334229,4165,21493.3070373813
10608,39057.072741465,6039,22632.7010098177
17791.5,39015.1273056188,13971.5,8857.19823771503
24718.5,43953.9324281422,25474.5,-2065.79710275031
16282,42983.0825245387,12117,15838.5262499216
20027,47273.7147209181,17789,11925.3250733599
20907,47012.9372666877,19153,9715.61498174634
5087.5,25600.372927292,3329.5,17428.9996387937
7331,24086.8374694051,4069,12807.2172976345
14989.5,36226.4226597607,10410.5,11742.634204798
17635,32906.2704604745,13751,3079.94135016017
15459.5,37424.9060773737,11045.5,11963.7438034672
26313,44862.7140149871,28667,-5178.2861024973
19702,43168.5640225191,17254,8561.18505324348
25539,45943.5887115617,27073,-2115.30914370992
6103,14425.7692733214,3639,4864.61858002074
13343.5,35226.3557812015,8418.5,14007.912078395
2999,23702.0140999328,2827,18297.8181666823
29042,44784.468292327,33011,-11377.9348370332
6286,27813.1522295861,3711,17990.5286164039
3064,24170.3201411803,2843,18679.7567037737
16310,38570.9649244461,12150,11371.46397185
12236,33442.4350904824,7306,14266.2635952494
19924,45118.9025485209,17618,10006.3389487851
32306,56083.7832199625,37113,-6656.96945393498
22892,46660.367200183,22375,4868.17541534027
30305,47052.1404454476,35193,-12059.8701069924
20731,46457.2923750765,18882,9548.53351501065
22509,45523.3475973173,21843,4537.49318488408
33541,47942.938682363,38125,-16919.8835936022
24556,48046.5742954826,25209,2395.9911008413
27122,46792.9113198668,29916,-5036.41447414974
19564,30323.2811587991,17054,-3987.91480788225
25007,51936.1256896896,26059,5184.14377525763
20596,47048.5715063622,18666,10443.3832651945
24166,32781.7084779622,24541,-11961.9948651684
30186,48665.2915062011,35043,-10206.5790257387
6924,34916.4762410856,3911,24216.9351558083
13141,30726.1540156166,9292,9149.36326069814
15126,27730.1708146696,12267,1826.3474167796
14448,47427.2748354091,11241,23008.0958607937
3695,24701.9685954948,2344,18817.5894786629
1614.5,10571.8836982206,1898.5,7406.6586027561
9421,34249.9646367692,5198,19775.7172510124
3772,29142.1866200533,2354,23161.5793804677
5386,32011.6174003856,2894,23789.4685129188
3694,31907.7121041576,2343,26025.1739577098
13622,46821.6160348645,9995,24208.4692044091
5744.5,31973.2718557042,3045.5,23231.7918846787
15901,35739.3050022288,13358,8194.0071000521
14009,31046.2909849624,10578,7587.50633264348
11352,36032.4902292066,6992,18096.4207297999
12329,36101.922972022,8147,16246.2741501665
15239,34523.2991452444,12470,8350.29096389999
11435,35857.779423395,7062,17777.742900897
11806,41879.5675375454,7487,23079.8379245274
11418,37577.3303853463,7049,19525.8723535971
11706,36879.5760603578,7367,18277.5335146471
16478,51536.1126893744,14254,22711.81391462
2290,27063.7910385888,2016,23034.1522550341
14405,32436.0145140136,11141,8134.72884828124
3888,14726.9153740752,2394,8584.39767976299
6358,29766.6298969357,3302,20138.2966111748
10566,28724.4476679123,6281,12184.4182819986
9046,27614.7969636038,4878,13793.5408923918
15225,29166.7405579204,12433,3035.13449518928
8752,34684.4058795578,4674,21343.2399712046
15743,33436.4788997981,13138,6224.18340789686
11428,35536.2278925716,7054,17469.7576642071
9409,35610.4190696761,5175,21165.7378444236
6628,30918.4966498945,3426,20892.3085714156
12132,33145.8398031185,7881,13699.7477466323
14634,39484.6350342352,11501,14672.7524612498
3103,13190.1843946239,2198,8092.60210065988
7074,31253.1088636901,3625,20573.6848508495
3939,22331.7386947192,2419,16112.9985483914
7863,25486.7874223079,4035,13612.3688241204
1340,21417.1023787376,1841,18609.77184012
19763,40094.5271665322,20313,3337.70367153942
21094,36848.9428095373,22488,-2931.71148627196
22105,39005.6609236506,24297,-3178.45658360276
19756,39777.9116535267,20304,3035.33395411243
19318,36972.4931337305,19528,1265.93195096549
3883,29743.5846648577,2392,23608.2333181306
