"x","y","upper","lower"
1168,24457.4763814838,35078.2634722394,13836.6892907282
1169,24464.0450172952,35085.317303179,13842.7727314115
1170,24480.109546913,35102.1250810739,13858.0940127521
1171,24465.5559777657,35077.6620338175,13853.4499217138
1172,24436.6733447621,35022.0679005988,13851.2787889255
1173.5,24444.6011929244,35031.141313964,13858.0610718849
1173.5,24449.5119053651,35037.4596794362,13861.5641312939
1175,24461.0057255733,35047.4587161099,13874.5527350367
1176,24466.087451767,35050.7486347824,13881.4262687517
1177,24437.1828563624,34992.6337859792,13881.7319267456
1178,24410.5427777105,34941.3617417646,13879.7238136564
1179,24372.9521088185,34879.6268153601,13866.2774022769
1180,24354.2181340869,34842.1240735968,13866.312194577
1181,24329.6503802525,34817.7255037836,13841.5752567215
1182,24335.0756594206,34823.326709887,13846.8246089543
1183,24305.2903871981,34777.1959906527,13833.3847837436
1184,24288.6034537697,34751.0348833828,13826.1720241567
1185,24281.1788783452,34746.6290667701,13815.7286899202
1186.5,24299.383071085,34760.2817034317,13838.4844387383
1186.5,24308.2055246419,34770.8503503902,13845.5606988937
1188,24283.3998453989,34713.7564324498,13853.0432583481
1189,24264.7917681567,34661.3584065393,13868.225129774
1190,24239.8874179205,34621.0429879286,13858.7318479124
1191.5,24219.5194024954,34577.2301265622,13861.8086784287
1191.5,24205.3523271056,34550.9559693036,13859.7486849077
1193,24210.6272391821,34554.5073237623,13866.747154602
1194.5,24197.689445439,34558.2738403958,13837.1050504823
1194.5,24150.9655569109,34495.3442404937,13806.586873328
1196,24123.276172422,34457.5435340552,13789.0088107888
1197,24124.474180663,34457.4697827172,13791.4785786089
1198,24081.6472683575,34397.6605990785,13765.6339376366
1199,24061.3223240777,34365.0132395063,13757.6314086491
1200.5,24062.1972251871,34365.7502442937,13758.6442060804
1200.5,24072.4988205243,34369.6987301172,13775.2989109314
1202,24075.6006791808,34371.6484697686,13779.5528885929
1203,24040.7421349974,34289.4320144867,13792.0522555082
1204,24056.8528628274,34300.0755397023,13813.6301859524
1205,24049.9650603283,34283.1536373584,13816.7764832983
1206,24015.487231832,34210.924355501,13820.050108163
1207,24024.9301512263,34219.2949637599,13830.5653386927
1208,24029.379579082,34220.4628325781,13838.2963255859
1209,24027.4907379347,34219.8323144003,13835.149161469
1210,24037.920359309,34228.7827326254,13847.0579859926
1211,24031.7382639638,34215.6806456283,13847.7958822993
1212,24017.6095221154,34191.2355040434,13843.9835401874
1213,24022.4842360928,34196.3127205687,13848.655751617
1214.5,24019.4467478718,34195.866733939,13843.0267618047
1214.5,23982.5326798774,34128.7603748901,13836.3049848647
1216,23997.2637115479,34137.6012520223,13856.9261710735
1217,24005.336205905,34144.2204991891,13866.4519126208
1218,23980.5216177656,34102.1241623075,13858.9190732237
1219,23980.2585799634,34102.0164540235,13858.5007059033
1220,23971.6876295855,34102.6771819737,13840.6980771973
1221,23933.1037783452,34029.0695142733,13837.138042417
1222,23892.3540261228,33945.0235275393,13839.6845247063
1223,23884.5616331962,33926.6021096239,13842.5211567686
1224,23872.6637522375,33917.6938850964,13827.6336193785
1225,23843.1446985529,33860.9426550263,13825.3467420794
1226,23800.0812651116,33795.2100242468,13804.9525059763
1227,23800.0811688137,33795.209982519,13804.9523551085
1228,23808.2973335289,33801.4432802188,13815.151386839
1229,23774.0546096935,33727.7407138907,13820.3685054962
1230,23739.9642939842,33674.9016232962,13805.0269646723
1231,23728.5616862356,33654.1071958921,13803.0161765791
1232,23688.8076096109,33583.3528805551,13794.2623386667
1233,23670.6857850611,33558.4764092325,13782.8951608897
1234,23640.0358184016,33495.6414924881,13784.4301443151
1235,23616.2828100373,33441.4657322081,13791.0998878664
1236,23595.4570113838,33385.3815509311,13805.5324718366
1237,23569.5344273743,33333.6872288452,13805.3816259033
1238,23547.7539196115,33278.1073078501,13817.4005313729
1239,23528.4305593637,33224.1304590462,13832.7306596812
1240,23528.9409326096,33224.7165251174,13833.1653401019
1241,23501.8500863231,33194.3698558238,13809.3303168223
1242,23483.3933403844,33145.6481080614,13821.1385727074
1243,23468.929848316,33098.6599827141,13839.1997139178
1244,23455.2437491047,33056.0586757472,13854.4288224623
1245,23436.6343567126,33015.2456572375,13858.0230561877
1246,23401.9863670159,32923.4978817414,13880.4748522905
1247,23370.4151783472,32853.6003375407,13887.2300191536
1248,23340.1078646559,32784.5797859477,13895.635943364
1249,23312.466958226,32706.484883271,13918.4490331809
1250,23286.5445833999,32650.1497182913,13922.9394485085
1251,23264.4338967712,32597.3780335012,13931.4897600411
1252,23280.4480170326,32618.4282330985,13942.4678009668
1253,23255.7826211994,32553.4215492936,13958.1436931052
1254,23256.3299046566,32553.9058193795,13958.7539899338
1255,23229.1739619774,32486.1033825135,13972.2445414413
1256,23232.5218447235,32486.8399151073,13978.2037743397
1257,23201.2395464321,32404.0232150481,13998.455877816
1258,23209.2980439234,32411.2210690696,14007.3750187772
1259,23219.0194804045,32413.9880986293,14024.0508621798
1260,23224.9098736187,32417.6996748211,14032.1200724164
1261,23232.5982388791,32423.6324222567,14041.5640555015
1262,23231.3716418183,32423.2767884765,14039.46649516
1263.5,23208.6370319856,32372.5145463274,14044.7595176439
1263.5,23179.4608620017,32296.8389424083,14062.082781595
1265,23174.3143554961,32296.4526954603,14052.1760155319
1266,23164.9393416644,32266.1899284666,14063.6887548621
1267,23154.8978162068,32267.1809964364,14042.6146359772
1268,23127.2505367354,32211.4360699029,14043.0650035679
1269,23140.2746174335,32206.829736411,14073.7194984561
1270,23165.6553265172,32215.0798306323,14116.2308224021
1271,23181.7472256406,32235.0977658523,14128.396685429
1272,23170.6847927367,32197.2707798108,14144.0988056627
1273,23161.2444409905,32162.2017746181,14160.2871073629
1274,23151.9987977881,32158.9049065947,14145.0926889815
1275,23153.5375361049,32159.2711513344,14147.8039208755
1276,23123.5751748083,32071.9385756778,14175.2117739388
1277,23089.2587935192,31991.2770173711,14187.2405696674
1278,23063.2231361068,31931.006310094,14195.4399621196
1279,23036.2752709606,31854.8766031601,14217.6739387611
1280.5,23051.8629419146,31834.5249650844,14269.2009187447
1280.5,23067.4506128686,31813.9978756013,14320.9033501358
1282.5,23046.5147844453,31755.3721191107,14337.65744978
1282.5,23020.8170955462,31676.0382447223,14365.5959463701
1284,23036.3353543425,31690.0559878359,14382.6147208491
1285,23051.7802627383,31699.5233863299,14404.0371391468
1286,23055.6880688784,31705.0933767142,14406.2827610425
1287,23030.9958279707,31621.0321340758,14440.9595218657
1288,23039.0429774157,31622.4030703251,14455.6828845063
1289,23048.0977363706,31635.0266233396,14461.1688494015
1290,23057.0446163253,31634.1158429807,14479.9733896698
1291,23060.9226475868,31632.5657863916,14489.2795087819
1292,23058.0021050419,31629.9966912921,14486.0075187917
1293,23028.2916944475,31556.8038350852,14499.7795538097
1294,23042.1584257534,31565.7728922868,14518.54395922
1295,23051.3597580452,31572.6887905327,14530.0307255577
1296,23034.3142451833,31552.3254729152,14516.3030174513
1297,23021.3263712768,31533.6846828433,14508.9680597102
1298,23025.3441017961,31533.5947899181,14517.0934136742
1299,23038.1118795836,31539.8693500834,14536.3544090838
1300,23044.9504792746,31545.6699242633,14544.2310342858
1301,23026.9387381995,31526.1841242046,14527.6933521945
1302,23007.4612232483,31506.7523981728,14508.1700483238
1303,22983.5656188527,31422.9950853885,14544.1361523169
1304,22991.3409108876,31434.872580509,14547.8092412661
1305,22972.7939476924,31407.1660593322,14538.4218360526
1306,22960.7571833289,31382.0939043127,14539.4204623451
1307,22946.6151647145,31377.5635800852,14515.6667493439
1308,22958.4059430259,31385.4258417327,14531.3860443192
1309,22969.1134155005,31389.3447165695,14548.8821144314
1310,22975.7316183692,31390.1461575514,14561.3170791871
1311,23002.6842644579,31399.9667997316,14605.4017291842
1312,23029.6496084306,31409.6907418299,14649.6084750312
1313,23033.8768195102,31412.5502810983,14655.203357922
1314,23014.8814582979,31418.1254361139,14611.6374804819
1315,23018.4774027906,31421.4509869867,14615.5038185946
1316,23008.9378730712,31404.0910473512,14613.7846987912
1317,23006.1166810748,31396.2926793771,14615.9406827724
1318,22977.3515200651,31359.5057364213,14595.1973037088
1319,22986.8244113406,31375.6817400342,14597.967082647
1320,22992.9035929412,31383.537594864,14602.2695910184
1321,22984.9630098563,31375.8637514748,14594.0622682378
1322,22978.973953916,31373.0351733816,14584.9127344504
1323,22978.1562715983,31372.6309021611,14583.6816410356
1324,22988.2917111589,31386.5650703046,14590.0183520132
1325,22963.0532321705,31354.6175430265,14571.4889213144
1326,22933.2843926864,31324.8863778415,14541.6824075312
1327,22935.5374855644,31325.6852990345,14545.3896720943
1328,22924.9106035044,31309.2004327442,14540.6207742647
1329,22942.3517306801,31336.4479798747,14548.2554814856
1330,22943.0075982453,31336.9353907087,14549.079805782
1331,22946.5427777372,31339.4902552076,14553.5953002669
1332,22963.718769844,31367.3342038393,14560.1033358488
1333,22963.3481731943,31367.0672698624,14559.6290765262
1334,22955.8111940445,31363.2203612686,14548.4020268204
1335,22958.3966490267,31365.0916340208,14551.7016640327
1336,22978.1174103278,31359.0571864537,14597.1776342019
1337,22998.6868229776,31353.6756696143,14643.6979763409
1338,23013.4205039695,31364.2859867342,14662.5550212047
1339,23030.297661095,31390.7919466051,14669.803375585
1340,23055.7730875034,31398.8766761283,14712.6694988786
1341,23076.3232475519,31399.2246625324,14753.4218325714
1342,23087.0109757397,31420.7341963424,14753.287755137
1343,23117.5571002183,31450.8596577341,14784.2545427025
1344,23094.8014721862,31441.7510084936,14747.8519358789
1345,23109.0960233505,31447.9769064222,14770.2151402789
1346,23123.8882564225,31454.8282466805,14792.9482661644
1347,23127.6881574427,31456.0754332008,14799.3008816846
1348,23123.1184660966,31453.3151630802,14792.921769113
1349,23120.9994640937,31451.1282193249,14790.8707088624
1350.5,23120.656806751,31450.1528009353,14791.1608125667
1350.5,23120.3141494083,31449.1773203762,14791.4509784405
1352,23122.9724427654,31451.6785119873,14794.2663735435
1353,23137.6272297937,31450.2920542406,14824.9624053467
1354,23133.2725909908,31447.4353200675,14819.1098619142
1355,23157.6091915232,31453.1657165545,14862.0526664918
1356,23159.6042104729,31454.1461767848,14865.0622441611
1357,23150.2024101928,31433.0023685057,14867.4024518799
1358,23152.104168064,31433.4238684153,14870.7844677126
1359,23157.9215460336,31439.2095355155,14876.6335565516
1360,23178.145207509,31450.5899028114,14905.7005122067
1361,23186.8934492345,31453.2897378848,14920.4971605842
1362,23189.9126231304,31456.265787436,14923.5594588249
1363,23173.3322490697,31426.830701349,14919.8337967905
1364,23158.4423189469,31398.8209550886,14918.0636828051
1365,23161.4262137329,31405.9921044063,14916.8603230594
1366,23177.0539390891,31421.3832302435,14932.7246479346
1367,23171.9721322344,31418.4996344713,14925.4446299974
1368,23162.8374416318,31409.6399091534,14916.0349741101
1369,23152.5945009644,31413.2801012426,14891.9089006862
1370,23167.8856177265,31403.8543153939,14931.9169200592
1371,23183.3828520291,31394.391405232,14972.3742988262
1372,23172.6635378777,31386.1241251551,14959.2029506003
1373,23189.5492678812,31410.4058511253,14968.6926846372
1374,23184.5010850325,31408.563977331,14960.4381927341
1375,23186.6717038318,31409.0879486045,14964.2554590592
1376,23200.3660550459,31407.2190337104,14993.5130763814
1377,23215.1021457898,31406.0883435898,15024.1159479898
1378.5,23197.4017920876,31402.0000750763,14992.8035090988
1378.5,23192.7860778504,31404.6094959835,14980.9626597173
1380,23194.5962180334,31406.3765913564,14982.8158447103
1381,23195.6702553345,31407.0037474431,14984.3367632259
1382,23208.8724128829,31416.0104872143,15001.7343385514
1383,23211.1441756369,31417.4746171721,15004.8137341016
1384,23221.1722506116,31433.7740609354,15008.5704402877
1385,23215.5148330752,31435.5897627714,14995.4399033789
1386,23225.1768463869,31445.8004730328,15004.553219741
1387,23238.4305836722,31468.6778264719,15008.1833408725
1388,23225.9621282426,31455.1458463079,14996.7784101772
1389,23221.9538923047,31450.1127427423,14993.7950418671
1390,23219.0022603959,31446.2151636142,14991.7893571775
1391,23222.4030343287,31446.7766821639,14998.0293864936
1392,23231.4137906073,31460.0657155852,15002.7618656293
1393,23245.9686527799,31478.0883552438,15013.848950316
1394,23230.1320206297,31460.8213370934,14999.4427041659
1395,23224.6604311877,31446.9611357017,15002.3597266737
1396,23250.0848364844,31443.1599030766,15057.0097698923
1397,23263.6090489449,31465.9833157386,15061.2347821512
1398,23253.3868232407,31442.4741618791,15064.2994846023
1399,23259.8854469534,31442.1916027607,15077.5792911461
1400.5,23271.9536305199,31460.6554106527,15083.2518503872
1400.5,23283.562044693,31478.7206005196,15088.4034888664
1402,23289.7889074131,31478.9130133787,15100.6648014474
1403,23291.1812580721,31479.340095916,15103.0224202282
1404,23285.9573461508,31472.0133704617,15099.90132184
1405,23280.9767694528,31469.6881874999,15092.2653514057
1406,23266.8694890618,31455.4732420005,15078.2657361231
1407,23275.0949363602,31462.1004383539,15088.0894343666
1408,23285.4202439927,31464.7062980034,15106.134189982
1409,23281.2903223245,31460.7863548734,15101.7942897756
1410,23273.4193055502,31456.9073741476,15089.9312369528
1411,23286.0719732929,31466.2297655081,15105.9141810776
1412,23283.7729067412,31463.9274241442,15103.6183893381
1413,23279.6717768395,31461.7114407942,15097.6321128848
1414,23265.5679428064,31440.7655525324,15090.3703330803
1415,23259.8479100108,31441.0510377084,15078.6447823131
1416,23284.5273891391,31458.5828748061,15110.4719034722
1417,23279.6017977273,31456.0481800667,15103.1554153879
1418,23294.0558286186,31460.891610207,15127.2200470302
1419,23309.3111834066,31481.8310535251,15136.791313288
1420,23300.2096414771,31473.4285449733,15126.9907379809
1421,23294.8761086386,31468.3428196244,15121.4093976528
1422,23317.0763688934,31497.4689167551,15136.6838210318
1423,23316.0294717794,31496.9122921104,15135.1466514484
1424,23297.6356507629,31468.570715697,15126.7005858288
1425.5,23270.8988875261,31440.9685913173,15100.8291837349
1425.5,23259.6774290376,31440.0277152532,15079.327142822
1427,23255.9926928434,31438.9523218095,15073.0330638774
1428,23236.0462100858,31393.5816888758,15078.5107312958
1429,23248.419994699,31402.6344103124,15094.2055790856
1430,23245.1392639183,31397.7944970019,15092.4840308346
1431,23228.822959718,31367.8933331566,15089.7525862795
1432,23208.9875621999,31335.772693509,15082.2024308907
1433,23210.8978212218,31337.6707172168,15084.1249252268
1434,23222.3851869376,31347.114946082,15097.6554277932
1435,23233.3413498948,31364.618524453,15102.0641753366
1436,23247.1836775854,31395.1065391982,15099.2608159726
1437,23219.7349068717,31364.2829407074,15075.1868730361
1438,23187.0853012027,31337.9406605641,15036.2299418413
1439,23195.5920967367,31346.5909218811,15044.5932715924
1440,23189.7348137256,31341.6440969385,15037.8255305128
1441,23202.1427516991,31367.386564023,15036.8989393752
1442,23206.1461193871,31375.0211247191,15037.2711140552
1443,23224.4786309482,31399.0351060853,15049.922155811
1444.5,23225.4623379246,31400.122602302,15050.8020735472
1444.5,23228.8590128129,31403.3744284504,15054.3435971754
1446,23231.0245707042,31402.6455285865,15059.403612822
1447,23220.7961097052,31404.2670888378,15037.3251305726
1448,23230.2783507065,31407.5078853346,15053.0488160784
1449,23224.8555427386,31403.793485492,15045.9175999852
1450,23208.9731147768,31394.2618170787,15023.6844124749
1451,23208.5294180619,31393.5757444516,15023.4830916722
1452,23202.1865480074,31389.9156234584,15014.4574725563
1453,23198.4793345536,31387.8581584071,15009.1005107001
1454,23183.4629378561,31384.775008307,14982.1508674052
1455,23169.446381387,31362.7442713092,14976.1484914649
1456,23171.5352686905,31363.3208968972,14979.7496404838
1457,23173.8691516123,31368.9057618616,14978.8325413629
1458,23165.036515466,31352.6030474079,14977.4699835242
1459,23145.8777215962,31326.2641260258,14965.4913171667
1460,23146.1191065048,31326.5058833231,14965.7323296865
1461,23157.4153646219,31328.1321662125,14986.6985630314
1462,23163.2424726721,31328.9399250414,14997.5450203028
1463,23156.8052215963,31324.3312203939,14989.2792227987
1464,23138.2357324051,31291.480779341,14984.9906854693
1465,23118.4885919623,31257.9045672244,14979.0726167002
1466,23119.7775559529,31259.9379039039,14979.617208002
1467,23114.1946848834,31249.5430345416,14978.8463352252
1468,23113.532965799,31249.4863482032,14977.5795833948
1469,23136.3944574777,31295.8398785563,14976.9490363991
1470,23144.0195175241,31297.2643943206,14990.7746407276
1471,23142.9138208911,31296.5575346337,14989.2701071486
1472,23158.439573251,31285.155715854,15031.723430648
1473,23181.6089500252,31326.7693504263,15036.4485496241
1474,23174.103215617,31321.0850562223,15027.1213750118
1475,23191.2965223104,31343.0086263453,15039.5844182755
1476,23189.9932269838,31342.1254332736,15037.8610206939
1477,23188.7109771455,31340.7225970387,15036.6993572524
1478,23171.1599181986,31331.923971302,15010.3958650952
1479,23176.5851307802,31336.3112182106,15016.8590433498
1480,23188.8172355085,31334.904372183,15042.7300988341
1481,23183.7479517108,31329.5371528867,15037.958750535
1482,23174.8328287924,31316.5932443818,15033.0724132029
1483,23178.1939676535,31319.6213715572,15036.7665637498
1484,23169.3943601523,31314.289681893,15024.4990384116
1485,23164.169389653,31308.0443289478,15020.2944503581
1486.5,23175.5416737844,31317.0056681987,15034.0776793701
1486.5,23171.0650971631,31309.1134940715,15033.0167002548
1488,23158.2528173219,31283.7164519285,15032.7891827152
1489.5,23157.5590727914,31281.8217193794,15033.2964262034
1489.5,23169.8736097709,31305.5609910272,15034.1862285147
1491,23170.3492664228,31305.944568689,15034.7539641567
1492,23170.019726962,31305.6899355826,15034.3495183415
1493,23169.5533367788,31305.5431320222,15033.5635415353
1494,23167.7209960717,31305.5008722429,15029.9411199004
1495.5,23158.4783994166,31285.3595231503,15031.5972756829
1495.5,23162.3117369857,31290.6272241675,15033.9962498038
1497,23176.6956101076,31300.5083282322,15052.8828919831
1498,23178.6006229507,31301.4345712825,15055.766674619
1499,23167.9736934777,31280.0127170521,15055.9346699033
1500,23149.1774389034,31251.5539555647,15046.800922242
1501,23135.0356204939,31252.4867377705,15017.5845032173
1502,23131.9437619956,31248.984249156,15014.9032748353
1503,23145.8961512335,31260.4287459777,15031.3635564893
1504,23154.3776076443,31269.1309711543,15039.6242441343
1505,23178.5608646763,31311.9234360442,15045.1982933084
1506,23187.6400671891,31312.4691440415,15062.8109903368
1507,23190.4548648082,31311.5467152379,15069.3630143786
1508,23195.0424496073,31315.3549030363,15074.7299961782
1509,23183.0991245586,31298.719023132,15067.4792259852
1510,23188.4516397349,31304.6538094946,15072.2494699752
1511,23180.1818932806,31302.1450699234,15058.2187166378
1512,23159.9649370715,31273.3212825901,15046.6085915528
1513,23153.0500845373,31257.7649880421,15048.3351810324
1514.5,23165.2729165555,31272.4416234724,15058.1042096385
1514.5,23170.9916953521,31281.5998110922,15060.383579612
1516,23187.891518966,31273.7991983367,15101.9838395952
1517,23214.3597712887,31277.1106592494,15151.6088833281
1518,23203.5814412952,31253.0287840452,15154.1340985451
