"x.prod","y.prod","x.sum","y.sum"
12048,17547.537733543,34329,15189.3317329571
14262,24512.7343362077,36976,21684.2084361859
4125,23268.8896172978,9275,22436.4634354403
1087,28675.4595973324,959,28441.1098370669
4178.5,20662.6365455646,9570.5,19821.1828401237
2268,14931.3843625337,3159,14454.1103640536
15021,20206.9701238328,10455,16940.3062380846
17143,23658.4848681975,13128,19942.4175522389
4504,20435.062683479,3178,19455.9988304177
4589,28833.5318479444,3203,27835.6378948187
6504,32099.1865568808,3782,30677.2206783274
4503,30575.2943307901,3177,29596.4448820867
13040.5,26505.0195475586,8081.5,23659.0159634417
17297.5,24354.7806865639,13305.5,20605.8200936749
13112,29143.9178154065,8167,26282.7256566175
13546,32646.5215007851,8652,29692.7927208696
13413,28914.417599547,8532,25989.3358406536
2837.5,24470.3742336913,2796.5,23861.5879529251
16328,25447.1901921392,12170,21904.4187722087
4722,20414.8934316085,3235,19387.464053983
7599.5,26722.4780591548,4222.5,25059.0196579217
10561,20451.3885310726,6009,18141.1094184255
10237.5,27522.7391839077,5781.5,25282.7890484679
17802,21009.8365839293,13988,17154.505990429
13898,27343.4458417639,9074,24314.9534124561
16571,24252.4798250265,12488,20658.3653081839
3822,9623.93989632265,3014,8796.32928126714
8407.5,27225.4143497499,4575.5,25384.1237775431
1671,25823.7405767943,2588,25474.7284628195
21547,18827.0728973282,20205,14193.7540448624
4716,23664.9973358114,3234,22638.9048618035
10190,25745.5602828545,5741,23515.8650228728
17959,25385.9213893192,14187,21497.353322381
8497,24386.0643713852,4651,22525.4432722304
14802,29556.5023261976,10158,26336.00554629
24112,29328.8083844695,24441,24162.4119246013
15160,26997.8007752256,10633,23701.7284079994
23024,19272.6970538648,22570,14331.6677635269
15192,32164.1820008254,10685,28861.450604028
12309,24855.7459644457,7357,22166.649836583
26403,18929.8680195961,28843,13293.5827637754
20278,26867.2817049173,18163,22498.2381657004
21980,23385.4608948033,20959,18662.5456089665
12284,14006.2869799863,7338,11322.6115340351
14522,32336.5927679394,9799,29175.3316642095
10801,30360.0879789838,6184,27997.6956133291
14212,10963.4047235569,9456,7868.27581946846
20057,20522.0526449944,17839,16199.3526329822
4552,32219.3477288414,3190,31229.6290288151
21157,23817.2020827834,19545,19264.7751464969
27965,28574.3775715527,31216,22611.3801543962
12545.5,29860.0370081088,7584.5,27120.1433901588
7486,30591.819982654,4165,28953.2618237089
10608,33450.4010267765,6039,31129.8732859095
17791.5,28248.0570875167,13971.5,24394.9171668098
24718.5,27608.9286192888,25474.5,22316.8066923267
16282,32790.0406138504,12117,29257.0611259244
20027,34378.2789715146,17789,30061.8091803578
20907,33972.6933570844,19153,29472.4339501128
5087.5,24516.9933353547,3329.5,23408.4632860293
7331,21795.4737895584,4069,20190.7439402359
14989.5,27378.0071418816,10410.5,24117.965751984
17635,21461.7292160226,13751,17641.4974657052
15459.5,28341.5965031504,11045.5,24982.4508215658
26313,24316.1448265515,28667,18698.2877504512
19702,30932.8647003135,17254,26683.956271717
25539,27258.2370440908,27073,21798.0506358634
6103,11217.1302125321,3639,9883.74511896081
13343.5,27689.6173660587,8418.5,24778.9925082998
2999,29265.3277537128,2827,28620.592659425
29042,20710.7900003338,33011,14524.1276544697
6286,25484.6817851424,3711,24110.9400942363
3064,29510.8170246544,2843,28851.6509678947
16310,26935.4859107292,12150,23396.5535782526
12236,26374.260834643,7306,23701.0383257756
19924,32857.6899404739,17618,28562.6173045833
32306,36156.3782836798,37113,29278.3601376929
22892,30831.2594839162,22375,25917.8955526935
30305,22044.7616322843,35193,15596.5843414522
20731,33569.9292359759,18882,29106.4459240566
22509,30059.0026374224,21843,25226.2513466555
33541,21416.6616436862,38125,14271.6028205301
24556,31182.6488537365,25209,25924.3277990426
27122,26218.5355544645,29916,20431.6673702207
19564,15494.6991596523,17054,11274.7526118124
25007,36003.4400344451,26059,30652.4507164752
20596,33564.0760220664,18666,29128.7195634429
24166,12479.6141955888,24541,7302.10429312159
30186,27987.3697651028,35043,21564.3936325434
6924,35105.0688776207,3911,33590.115379981
13141,22726.2720618121,9292,19869.9268381393
15126,17600.7379669692,12267,14328.7946320113
14448,39809.3804693336,11241,36679.2900570898
3695,24384.4421112069,2344,23578.5789963261
1614.5,14911.08917603,1898.5,14567.8004605329
9421,27734.7721691887,5198,25672.2354420822
3772,28941.418344712,2354,28118.3696961714
5386,29228.966777917,2894,28049.0269351182
3694,31747.5293951467,2343,30941.8806846238
13622,39804.4594549384,9995,36847.2269348035
5744.5,27070.5096443377,3045.5,25811.6160719643
15901,23574.9204185664,13358,20140.0038823692
14009,19911.9858920667,10578,16873.7576022656
11352,28406.6608528364,6992,25928.7262279596
12329,27063.5280381383,8147,24377.9173535477
15239,23403.3577363492,12470,20108.0953034157
11435,28246.3887586547,7062,25750.5273306504
11806,35106.0981736772,7487,32531.2378855756
11418,29509.1128906215,7049,27016.9367186775
11706,31759.2676713649,7367,29205.6459091709
16478,42954.4627457162,14254,39399.0553576238
2290,30355.896031303,2016,29862.1438863638
14405,24569.1672767642,11141,21447.7208087479
3888,13973.4725633493,2394,13124.7857517447
6358,25388.4132259356,3302,23994.3784886163
10566,22899.9541198952,6281,20591.298482374
9046,24498.3953560923,4878,22516.8155153676
15225,18823.8466404083,12433,15531.3536721218
8752,28741.5622080787,4674,26823.9258430392
15743,24346.0065751167,13138,20944.3400068339
11428,27074.5624131512,7054,24580.191720158
9409,30711.6197363309,5175,28651.5448110844
6628,25497.1888656184,3426,24043.7910095356
12132,27632.0785874156,7881,24988.0089722386
14634,31875.0328989008,11501,28705.8103426505
3103,13793.4932417861,2198,13119.0600971284
7074,26286.1523813527,3625,24734.6365946175
3939,20555.8550281417,2419,19695.9711114391
7863,22041.6285995648,4035,20317.1215822047
1340,30058.5973331673,1841,29776.3533361227
19763,28716.3041198182,20313,24484.5833165969
21094,22862.3464202272,22488,18353.7740136465
22105,24489.0836714639,24297,19771.8046633214
19756,28316.8949792648,20304,24086.6548155606
19318,23936.9963680424,19528,19797.2530360995
3883,28852.9575274918,2392,28005.3730241588
7095,33949.6869881789,3633,32393.5374685052
6796,26141.5396631113,3515,24651.324330872
8715,27968.2564911898,4638,26058.5631828863
15871,27211.1238728572,13321,23782.5687989382
