"x.prod","x.sum","y"
20415,17985,20850
19033,17424,19071
28170,22817,17437.5
2860,14171,14236.5
16070,16364,24386
20079,17850,9678
16577,16529,20811
24858,20339,12603
23996,19786,25368
13071,15539,24964
24414,20029,9938.5
25927,21123,21100.5
33239,29521,6980
26445,21508,4043
9767,14902,22589
23263,19383,25579.5
25265,20619,21314
30145,24925,736
32349,28005,659
32512,28253,1381
8748,14747,21868
30662,25537,3135
3291,14200,34894.5
25301,20645,11191
21829,18635,19256.5
24210,19925,11825.5
30996,25962,795
34754,31961,842
22596,19056,17754.5
33701,30202,16347.5
32334,27989,17695
30261,25067,18012
28344,22974,9596.5
31697,26904,3910.5
12086,15333,22780.5
9295,14826,17843.5
7637,14602,11742
15986,16343,24526
27100,21982,2234
8123.5,14651.5,28927
29985,24748,2060.5
15412.5,16156.5,35130
11098,15132,223
6908,14509,17476.5
23223,19359,2316
21770,18612,7607.5
18098,17082,9571.5
4763,14312,6693.5
4445,14291,8639
15240,16112,30750.5
21314,18366,14631
21109,18280,20233
21787,18622,5331.5
20832,18165,14098
31325.5,26433.5,15835.5
24977,20421,5772
24533,20116,23688
19832,17758,23463.5
24188,19914,2008
27228,22065,16061
30080,24852,11480
34769,31974,345
23983,19778,806
6694,14486,21693.5
10464,15031,16723.5
22357,18916,21562
20769,18139,22044
17828,16976,27913.5
26417.5,21492.5,21898
31003,25970,15330
35571,33955,15325.5
33893,30516,16409
2686,14163,27972.5
22147,18810,29569
33861,30460,16335.5
20327,17944,27004
15149,16080,25104.5
19574,17652,27761
35672.5,34245.5,32385.5
33544.5,29975.5,24859
29437,24085,28283.5
20401,17976,26256.5
33942.5,30622.5,24764.5
32467.5,28177.5,25782
36138,35389,17107
28024,22702,21291
33560,30002,20192
33615,30068,16723.5
26470,21533,19998
34421.5,31370.5,24082
34765.5,31970.5,22726
30054,24828,19949.5
29729,24405,21617
30800,25708,9554
32747,28682,19392
11400,15188,26252
37163,37311,10565
14885,16011,612.5
35102,32690,21714.5
25093,20483,20079
30586,25448,2227
27866,22574,2677.5
34600,31667,997
30404.5,25247.5,24746.5
25569,20850,23554
34706,31853,3831.5
32761,28709,20046
34449,31429,16021.5
33699.5,30200.5,25652.5
23608,19590,23748
29789,24482,8416.5
34198,31053,4605
28144,22797,12476
13003,15526,8261.5
23039,19268,7716.5
23148,19331,22252.5
17576,16891,24204.5
18639,17283,11709.5
22370,18923,2515
36464,35931,8283
27856,22559,3073.5
7528,14590,26641.5
35659,34205,1042.5
35636,34154,400
36181,35469,547
35879,34886,1034
36068,35284,1788
13311,15604,20170
17803,16972,14634
9502,14852,2512
4630,14305,28407.5
7650,14603,20974.5
26508,21562,16116.5
197,14042,61.5
14467,15887,23319.5
26192,21306,8684.5
21723,18587,19775
29959,24721,13587
29574,24242,23596
17190,16734,23970.5
27506,22272,8353
30120,24893,20019.5
37382,37763,7172
34851,32120,4291
14214,15829,22126.5
26528,21584,24895.5
32409,28092,19219.5
34079,30872,1049
35930,34991,594
36688,36317,1822
11006,15118,21965.5
35869,34856,3766.5
4122,14256,34336
30655,25525,10288
32113,27608,16864.5
33410,29795,11038.5
36370,35772,1253
37788,38361,1179
26817,21795,16331.5
37068,37051,13877
36267,35627,15140.5
33517,29940,17493.5
29174,23771,5145
35159,32844,4200
17475,16844,22608
12674,15448,15645.5
8984,14784,8759.5
22800,19136,23767
31776,27036,3205.5
8965.5,14779.5,30005.5
36441,35886,1745
24412.5,20027.5,30321
16834,16617,162
11331,15174,18298.5
30943,25890,1907.5
30956,25910,6849
7878,14623,9189
5498,14387,10363.5
24263,19959,26839.5
23953,19768,21261.5
30374,25212,18599.5
29676,24357,5173.5
23508,19531,20958
37498.5,37917.5,10051.5
26901,21860,8122
33840,30416,19249
30534,25396,20388.5
13085,15544.5,25227.5
33268,29572,2195
34325,31242,17352
36633,36219,12079
37420,37839,571
27336,22136,851
11677,15249,21772
14276,15841,16776
31151,26150,19275
27491,22260,23478
21182,18303,23126
36195.5,35488.5,13602
34803,32055,16951.5
1546.5,809.5,38409.5
2340.5,1278.5,38351.5
5783.5,4827.5,37774.5
6052.5,5306.5,36591
1263.5,663.5,36961.5
584.5,341.5,38419.5
5272.5,4056.5,32884.5
6471.5,6043.5,27206
2760.5,1587.5,38353.5
4308.5,2965.5,38241.5
7803.5,8701.5,37843.5
10364.5,14929.5,35452.5
2146.5,1159.5,36797
979.5,517.5,38384.5
10066.5,14015.5,29347
13552.5,22911.5,23936.5
20528,14794,22849
22870,17402,16889
22061,16457,26018
7421,7839,24488
3594,7181,26610.5
15696,11362,29747.5
13786,10256,33779.5
7525,7866,33989
10122,8647,32630
25836.5,21044.5,30244
7420,7838,33995.5
21134,15390,29932
21341.5,15633.5,36138.5
10646,8833,33593.5
21732.5,16104.5,36401
24430.5,19236.5,32156.5
23736,18395,29519
21556,15891,24421
21494.5,15795.5,33016.5
18217,12933,32018.5
19462,13817,29964
23033,17570,21588
26029.5,21280.5,34881
21591.5,15941.5,35316
18302,13000,26908.5
22534.5,17037.5,34069.5
22228.5,16675.5,34413
18800,13351,30230.5
18289,12989,31565
18666,13238,13661
24405,19185,28712
4888,7359,35484
25880,21108,18142.5
15641,11332,2673
21983,16383,9993
7724,7910,21203
23975,18690,18138.5
11596,9176,28568
17268,12340,4835.5
15220,11075,3412
23000,17540,2359
16317.5,11742.5,34745.5
14850,10836,31331.5
23553,18214,4365
18295,12994,29399
15667,11349,13145.5
23954,18654,21375
20188.5,14459.5,34684.5
11954,9359,32476
19225,13649,9267
22250,16708,6980
15248,11101,14908
6383,7614,11183
12754,9745,8122
19181,13609,6429
12506,9627,30025.5
7829,7938,31557.5
9328,8376,8726
13631,10181,5233
2995,7113,33351
27733,23507,4761
28909,25381,1613
29803,26940,2888
27724,23494,4171
27297,22885,2209
7718,7909,28165
12535,9640,31580.5
12157,9470,13781
16005,11575,31890.5
14791,10804,29916.5
23716,18358,29076
1808,6986,19543
12204,9496,33531
15700,11365,7722.5
12629,9696,24183.5
20249,14508,12495
19377,13768,27419.5
9673,8501,31969
19781,14067,15262.5
21425,15725,28137
29626,26648,11355.5
21908,16303,7087.5
6894,7712,31353
18667,13239,31826.5
20692,14950,28363
25909,21143,1633
28498,24681,1250
28652,24963,2591.5
6075,7557,30339
26496,21904,6778.5
2084,7015,37345
20732,14994,16835.5
17346,12400,26471.5
19600,13921,16875
26885,22367,2220.5
31605,30175,1992
18069,12835,26038
30222,27841,22356
28482,24665,24389
26053,21319,26032.5
23912,18601,16470.5
27727,23501,7237
8816,8221,32000
6506,7632,26587.5
5220,7411,20914.5
12151,9466,32272.5
22570,17091,5895
5568.5,7469.5,34632.5
25731,20908,5524
11683.5,9226.5,36982.5
8001,7987,13555
4642,7332,27139.5
18637,13208,5118.5
17309,12366,10863.5
13962,10340,17598.5
3135,7128,20740
2903,7104,17383.5
11541,9156,35797
16841,12087,22504.5
16626,11958,28255.5
17320,12375,9804.5
16387,11800,23970.5
27287.5,22876.5,21521
20406,14656,7030.5
19908,14190,31448
15511,11259,31245.5
19573,13898,4286
22683,17239,23603
25828,21034,23211.5
31626,30197,492
19363,13753,843
4482,7313,28429
7459,7853,28324.5
17826,12705,29973
16326,11754,29794.5
13718,10219,35595.5
21883.5,16275.5,27131
26892,22377,23829
32849,32286,16258
30473,28325,23992.5
1692,6973,35247.5
17647,12599,30737
30418,28239,21356.5
15932,11510,34379
11447,9120,33852.5
15268,11119,31851
33011.5,32667.5,26224.5
30013.5,27386.5,36008.5
25134,20047,30650
15981,11560,32686
30546.5,28457.5,33579.5
28607.5,24875.5,31384
33682,34184,26665.5
23546,18209,32915.5
30036,27440,27249.5
30103,27603,25269
21930,16330,28683
31184.5,29544.5,29507
31616.5,30188.5,28484.5
25795,20997,27528
25441,20495,29562.5
26650,22079,14763.5
28965,25488,27559.5
8232,8043,34881
35410,36797,15968
11205,9042,21957
32096,31027,18691
20500,14755,28009
26395,21806,5400
23413,18017,4835.5
31399,29880,2461
26215.5,21565.5,30392
21052,15340,31031.5
31530,30071,5400
28989,25526,26913
31231,29604,20014.5
30220.5,27837.5,30460.5
19046,13481,32109.5
25500,20578,10457
30891,29096,7598.5
23690,18328,13787
9619,8479,12804.5
18452,13095,7830
18559,13167,29957.5
13488,10104,32676
14457,10619,8208
17834,12708,3623.5
34174,35178,14859
23396,17998,10007
5134,7400,34993.5
32993,32610,3731.5
32973,32548,1351
33750,34297,1918
33321,33413,3221
33609,34030,3491
9864,8566,29076
13699,10215,31216
6671,7657,8176.5
3028,7121,36019
5232,7414,31752
21955,16368,30321
147,6866,37975
10817,8911,33054.5
21649,16020,7249.5
17267,12339,24066.5
25709,20864,13489
25286,20276,26264.5
13151,9941,32056.5
23023,17563,14008
25872,21095,26823
35770,37437,12119
31725,30353,7523
10611,8820,31549.5
22001,16392,31669
28541,24776,26452
30730,28783,2152
33402,33548,1213.5
34569,35704,3743.5
7932,7966,31508.5
33310,33370,7739
2660,7069,37148
26484,21891,16021.5
28206,24230,24481
29847,27049,16776
34041,34947,3037
36556,38235,2899.5
22288,16741,24174
35246,36602,20102.5
33886,34597,22357.5
29969,27306,25800
24822,19664,11324
32191,31143,8127.5
13402,10054,31983.5
9332,8379,24318.5
6255,7594,16070.5
18247,12953,32088.5
27806,23606,7711
6240.5,7589.5,35316
34148,35131,4973
19778.5,14062.5,34268.5
12842,9790,10732.5
8197,8030,28316.5
26822,22283,4237
26836,22297,10631.5
5391,7438,22864.5
3641,7187,20857.5
19667,13963,33644
19341,13729,29951
26177,21504,26547
25389,20413,8911.5
18939,13420,31156.5
35953.5,37694.5,15357.5
22379,16841,11666
30384,28182,26977.5
26350,21738,28263.5
9684,8506,33633.5
29665,26724,4818
31067,29341,25159
34468,35622,23376.5
35843,37545,1238
22817,17355,1333
8472,8110,28602
10648,8835,28798
27057,22591,27093.5
23002,17545,33412
16705,11999,31948
33769.5,34340.5,18683.5
