"x","y","upper","lower"
1160,34398.6525624183,44625.3376319853,24171.9674928513
1161,34418.5437092056,44625.6669226548,24211.4204957564
1162,34401.1602788765,44602.2514838459,24200.0690739072
1163,34390.2453832135,44574.0625714229,24206.4281950042
1164,34388.0453972469,44569.1980576865,24206.8927368072
1165,34362.927629574,44541.199001329,24184.6562578189
1166,34348.4384855281,44517.040515656,24179.8364554003
1167,34336.7568743299,44494.0497993682,24179.4639492916
1168,34307.7582365608,44466.7648675689,24148.7516055527
1169,34328.4685990049,44484.7317110458,24172.2054869639
1170,34356.0914766089,44502.5500837025,24209.6328695152
1171,34341.7174555923,44473.57121061,24209.8637005746
1172,34329.1378075071,44456.1055045516,24202.1701104626
1173.5,34340.3019194676,44460.4931545788,24220.1106843565
1173.5,34332.1866354552,44449.5607667058,24214.8125042047
1175,34358.4066019,44464.8033267748,24252.0098770252
1176,34377.5960592641,44471.5738864071,24283.6182321212
1177,34362.8103449784,44449.8765860346,24275.7441039222
1178,34340.6628344656,44404.6572142521,24276.668454679
1179,34303.9342085822,44359.7112559405,24248.157161224
1180,34298.5851352203,44349.4762746217,24247.6939958189
1181,34269.3174893348,44336.2322643834,24202.4027142861
1182,34288.0588208098,44350.7045185734,24225.4131230462
1183,34260.9016949221,44305.0310854405,24216.7723044036
1184,34237.9901411741,44263.0737298599,24212.9065524883
1185,34217.8842470682,44248.5488524519,24187.2196416844
1186.5,34239.5082993927,44245.792928239,24233.2236705465
1186.5,34250.6564273373,44250.1836383331,24251.1292163415
1188,34238.3529380172,44223.3889356926,24253.3169403417
1189,34228.4846557513,44200.6731330796,24256.2961784231
1190,34214.1915648283,44176.959560476,24251.4235691806
1191.5,34204.1903409464,44162.6124381904,24245.7682437025
1191.5,34183.0544936485,44120.3951715317,24245.7138157653
1193,34203.0042870797,44128.3311629901,24277.6774111694
1194.5,34199.2484306925,44131.8030691409,24266.693792244
1194.5,34164.3865212394,44109.2313336116,24219.5417088672
1196,34140.5838886425,44086.1491523258,24195.0186249592
1197,34141.5055991617,44085.0707671107,24197.9404312128
1198,34099.9070756731,44073.4964367856,24126.3177145606
1199,34076.207350185,44030.8712301905,24121.5434701796
1200.5,34086.6716619458,44034.7716040215,24138.57171987
1200.5,34107.6118980865,44031.4620361833,24183.7617599897
1202,34110.7411781438,44034.7977360947,24186.6846201928
1203,34084.4380437523,43989.0552589961,24179.8208285086
1204,34110.2657416776,43991.2348909719,24229.2965923833
1205,34107.6094604173,43983.6495846277,24231.5693362069
1206,34087.7901525216,43947.8628141304,24227.7174909128
1207,34112.5580539741,43963.9005314933,24261.2155764549
1208,34125.3473696209,43959.3872266045,24291.3075126372
1209,34137.9325747227,43959.6676016517,24316.1975477937
1210,34163.9439058269,43974.6989329592,24353.1888786945
1211,34167.4632039894,43980.4372003192,24354.4892076596
1212,34157.6228906428,43971.1017635262,24344.1440177595
1213,34175.6865034296,43984.5254457901,24366.8475610691
1214.5,34189.2835471777,43983.5977810742,24394.9693132811
1214.5,34172.1524208424,43957.8463213102,24386.4585203747
1216,34199.3885514145,43961.5614628802,24437.2156399488
1217,34220.3675451284,43970.752719315,24469.9823709418
1218,34190.3181569907,43927.5441499087,24453.0921640727
1219,34203.3979433055,43927.9534677979,24478.8424188132
1220,34207.0831517963,43925.8072600291,24488.3590435635
1221,34183.1766790196,43888.4169669189,24477.9363911203
1222,34149.8619596526,43844.1649405794,24455.5589787258
1223,34141.2943766875,43824.6488890145,24457.9398643605
1224,34122.8654303889,43812.8437106531,24432.8871501247
1225,34110.1628766754,43793.7961251342,24426.5296282166
1226,34075.1557614585,43767.8026593626,24382.5088635544
1227,34081.7360225621,43765.8494104613,24397.6226346629
1228,34103.4020156878,43773.4947489585,24433.3092824171
1229,34081.9353732158,43737.6496070352,24426.2211393963
1230,34060.8278253669,43720.7711986011,24400.8844521328
1231,34050.068275458,43696.928130404,24403.208420512
1232,34029.7097058341,43670.5218529381,24388.89755873
1233,34006.4983778896,43637.9738557492,24375.02290003
1234,33991.2999416372,43614.7962151845,24367.8036680899
1235,33981.7298676229,43599.2715662961,24364.1881689498
1236,33969.6281733534,43576.4154558532,24362.8408908536
1237,33957.9030726447,43561.7292998043,24354.0768454851
1238,33948.3557621551,43545.9704149331,24350.7411093771
1239,33941.6546416036,43531.4781335512,24351.831149656
1240,33941.1718358248,43530.8578214345,24351.4858502151
1241,33912.5676223264,43496.5018524868,24328.6333921661
1242,33915.2206038075,43501.9930789199,24328.4481286951
1243,33916.0687276449,43504.3576764429,24327.7797788468
1244,33915.8891903189,43503.9106263958,24327.8677542419
1245,33893.5042599106,43456.0404547266,24330.9680650945
1246,33873.1567767477,43414.0901252987,24332.2234281967
1247,33859.0390456061,43392.2806454263,24325.7974457858
1248,33841.619399091,43365.1379512775,24318.1008469046
1249,33825.9032434587,43331.0204686568,24320.7860182607
1250,33810.2352568905,43301.9533329773,24318.5171808037
1251,33793.4014562286,43266.291678099,24320.5112343583
1252,33820.5142595765,43287.6614907979,24353.367028355
1253,33813.9841550687,43273.9366269528,24354.0316831847
1254,33827.115871264,43280.6183385715,24373.6134039564
1255,33818.4135412382,43265.069297026,24371.7577854504
1256,33820.7924315154,43262.8557181908,24378.7291448399
1257,33807.3358507037,43233.0756560166,24381.5960453908
1258,33828.5671615432,43243.1200236193,24414.0142994672
1259,33845.7144891561,43245.0790357272,24446.349942585
1260,33863.0582420479,43247.1596084204,24478.9568756754
1261,33881.9373236938,43251.0618685345,24512.8127788531
1262,33885.5195971855,43248.8637574488,24522.1754369222
1263.5,33876.8566133965,43233.298598896,24520.4146278971
1263.5,33866.221273088,43213.0473685861,24519.39517759
1265,33873.8413666839,43210.0003976874,24537.6823356805
1266,33863.3066560611,43182.6540262404,24543.9592858818
1267,33857.8839694484,43187.9083489962,24527.8595899006
1268,33852.572287925,43181.5448122624,24523.5997635875
1269,33848.1298828292,43180.362567589,24515.8971980695
1270,33863.2536939464,43200.2657087073,24526.2416791855
1271,33888.2753774799,43213.5844121933,24562.9663427665
1272,33892.7123361865,43224.1383845828,24561.2862877901
1273,33896.1156806699,43232.8030297299,24559.4283316098
1274,33895.168882135,43233.0500480457,24557.2877162243
1275,33895.6005104129,43233.3800528868,24557.820967939
1276,33886.0938728157,43213.6920785643,24558.495667067
1277,33870.880124498,43191.1531354147,24550.6071135814
1278,33863.1991108097,43182.1675373983,24544.230684221
1279,33854.0714816635,43162.733515312,24545.4094480149
1280.5,33883.282447548,43117.5675577655,24648.9973373304
1280.5,33912.4934134325,43071.7044916763,24753.2823351886
1282.5,33905.0121577235,43063.093707107,24746.93060834
1282.5,33891.1148187098,43042.2011824414,24740.0284549781
1284,33897.7202731615,43046.6084995424,24748.8320467805
1285,33920.5551149326,43055.7636811151,24785.3465487501
1286,33923.610007645,43060.8447347144,24786.3752805756
1287,33923.557033327,43060.726407176,24786.387659478
1288,33922.1476368618,43059.4097591484,24784.8855145752
1289,33939.0321228488,43070.9803783951,24807.0838673025
1290,33933.5902053978,43067.979129203,24799.2012815926
1291,33926.6451672366,43064.71560125,24788.5747332232
1292,33914.8953258569,43049.3090358468,24780.481615867
1293,33906.9861688523,43040.9677606036,24773.0045771011
1294,33935.4852504552,43041.0079959411,24829.9625049693
1295,33939.3777054649,43045.6476775983,24833.1077333315
1296,33933.8400923243,43041.6603120228,24826.0198726258
1297,33932.6822935078,43040.547243112,24824.8173439036
1298,33919.1454944991,43033.5634372629,24804.7275517353
1299,33919.9629756728,43034.6309082746,24805.295043071
1300,33922.9263886829,43038.7392840453,24807.1134933205
1301,33913.4250716301,43033.9530016072,24792.8971416529
1302,33893.6395622799,43035.104993299,24752.1741312609
1303,33899.7724294128,43048.8729177655,24750.6719410601
1304,33897.238887724,43044.3307487641,24750.147026684
1305,33889.1735418442,43035.5277465038,24742.8193371846
1306,33884.9853415742,43029.8638277881,24740.1068553603
1307,33859.6165647781,43015.0268317795,24704.2062977768
1308,33869.2368780274,43021.2865025597,24717.1872534952
1309,33866.3290007108,43018.2364041568,24714.4215972647
1310,33865.0577313969,43016.788769937,24713.3266928568
1311,33876.2629788714,43025.9123591071,24726.6135986357
1312,33894.6045931101,43047.9829734745,24741.2262127456
1313,33895.9736005258,43049.5851452297,24742.3620558218
1314,33862.5037631768,43054.001032197,24671.0064941566
1315,33858.770904251,43049.2503497563,24668.2914587456
1316,33854.34538691,43043.5541215014,24665.1366523187
1317,33866.5256541305,43070.9156721752,24662.1356360858
1318,33829.500249209,43040.9348946222,24618.0656037958
1319,33833.6417149135,43049.8322532461,24617.4511765809
1320,33832.2569776387,43047.1129981202,24617.4009571571
1321,33825.1695996892,43041.3490792938,24608.9901200845
1322,33812.1105870736,43033.4086830491,24590.8124910981
1323,33801.9812164442,43027.5339503104,24576.428482578
1324,33798.5467784823,43021.8595533891,24575.2340035754
1325,33777.7740059337,43011.3921599667,24544.1558519007
1326,33756.1609759696,43001.4237875696,24510.8981643696
1327,33754.9299910082,43000.0469099187,24509.8130720977
1328,33753.6502529525,42998.1798326923,24509.1206732127
1329,33761.4214311606,43010.7270988042,24512.115763517
1330,33750.2170417183,43001.3659283959,24499.0681550407
1331,33731.674634514,42991.4350680441,24471.9142009839
1332,33741.1282947101,43007.6344196725,24474.6221697477
1333,33733.8399830877,42997.593608558,24470.0863576174
1334,33723.483611831,42985.5469155436,24461.4203081185
1335,33717.8661375206,42979.1500985305,24456.5821765108
1336,33728.853407712,42982.6079372533,24475.0988781707
1337,33740.718300281,42986.8846627046,24494.5519378574
1338,33768.573712943,42989.7350783841,24547.4123475019
1339,33778.8362409016,43008.1344582436,24549.5380235597
1340,33796.4978475266,43016.8637583791,24576.1319366741
1341,33810.7885627543,43021.2759191292,24600.3012063794
1342,33802.8519893658,43005.5732209885,24600.1307577432
1343,33826.57186629,43044.4957328629,24608.647999717
1344,33793.6375213625,43016.0781896467,24571.1968530784
1345,33786.7488571393,43012.117553329,24561.3801609496
1346,33786.9978322626,43012.35731629,24561.6383482352
1347,33787.4373685536,43012.5353629783,24562.3393741288
1348,33774.3755644344,43006.4817549489,24542.2693739198
1349,33762.0043694678,42986.6698505739,24537.3388883617
1350.5,33761.9114623749,42986.5182601528,24537.304664597
1350.5,33761.818555282,42986.3666684227,24537.2704421413
1352,33761.8002508311,42986.3400959125,24537.2604057497
1353,33774.2846422991,42990.2264034748,24558.3428811234
1354,33754.5415543221,42977.1914418943,24531.8916667499
1355,33781.0538597286,42994.5188915018,24567.5888279553
1356,33781.4247581088,42994.9378146225,24567.9117015952
1357,33780.7745377178,42993.9579687187,24567.5911067168
1358,33778.3697463257,42993.3419050794,24563.397587572
1359,33776.6465815838,42991.2256540856,24562.0675090821
1360,33793.3460062177,43000.8090192193,24585.882993216
1361,33787.8397396758,42996.7853385605,24578.8941407911
1362,33788.5497243931,42997.8919585701,24579.2074902162
1363,33777.9975751972,42986.7174128782,24569.2777375161
1364,33771.0327548236,42977.9756628184,24564.0898468288
1365,33777.2921124531,42989.654651748,24564.9295731582
1366,33795.4431825155,43005.7692831895,24585.1170818415
1367,33784.0864157875,42994.5389042929,24573.633927282
1368,33770.9470661442,42977.2272129613,24564.6669193272
1369,33749.5935979404,42986.0347029652,24513.1524929156
1370,33763.2618976495,42976.4317262729,24550.0920690262
1371,33770.0137580328,42969.1158883053,24570.9116277602
1372,33754.421671143,42961.5335662536,24547.3097760323
1373,33764.2281879664,42980.3317308928,24548.12464504
1374,33767.9674641221,42980.8095330493,24555.1253951948
1375,33775.1812472081,42983.7556830705,24566.6068113457
1376,33776.6820450651,42983.923188534,24569.4409015963
1377,33784.3455222195,42987.3430598248,24581.3479846142
1378.5,33759.1430012637,42963.9691675726,24554.3168349549
1378.5,33748.246533086,42962.3217635769,24534.1713025952
1380,33761.5796215571,42969.494667407,24553.6645757071
1381,33759.5560216622,42967.5162705691,24551.5957727552
1382,33776.5354422255,42981.829983667,24571.2409007841
1383,33777.5405958849,42983.011527314,24572.0696644559
1384,33789.7239962323,43006.1020265324,24573.3459659323
1385,33787.8143388614,43006.6019935282,24569.0266841945
1386,33793.7603190105,43016.911065925,24570.609572096
1387,33798.2520325141,43024.4793005893,24572.0247644389
1388,33794.1421865397,43019.8829946734,24568.401378406
1389,33794.3149648681,43020.1515503406,24568.4783793956
1390,33790.7461303822,43015.328781711,24566.1634790535
1391,33797.0873002195,43017.3722450435,24576.8023553955
1392,33804.4571679555,43030.9827667586,24577.9315691525
1393,33810.6502817049,43040.6052223301,24580.6953410797
1394,33789.6101907056,43009.5446158394,24569.6757655718
1395,33790.6712713035,43011.2416349031,24570.1009077039
1396,33829.7295570298,42990.9983910704,24668.4607229893
1397,33842.7055499815,43018.7925078652,24666.6185920977
1398,33835.9097859002,43005.837431744,24665.9821400564
1399,33849.6964985755,42994.8193373306,24704.5736598205
1400.5,33850.9191117701,42996.674928736,24705.1632948041
1400.5,33850.0000698153,42995.1722672646,24704.8278723661
1402,33848.155014193,42994.8485359163,24701.4614924696
1403,33847.7318977029,42994.6228014552,24700.8409939506
1404,33837.6375991716,42979.317787446,24695.9574108972
1405,33823.6802101553,42971.6617785903,24675.6986417202
1406,33806.2597312973,42943.3411342551,24669.1783283394
1407,33816.1181744628,42953.264938594,24678.9714103317
1408,33816.5259988301,42953.0455449039,24680.0064527564
1409,33804.8647626287,42937.8903354089,24671.8391898486
1410,33784.9225287665,42926.5853416754,24643.2597158576
1411,33784.2768974119,42926.0210635252,24642.5327312987
1412,33777.1264639965,42916.3753534282,24637.8775745649
1413,33779.095510382,42917.506928953,24640.6840918109
1414,33765.2261539611,42899.6647636884,24630.7875442339
1415,33756.9871622878,42899.5924065168,24614.3819180589
1416,33775.3239656183,42917.22753291,24633.4203983266
1417,33756.1591930702,42905.5245280561,24606.7938580843
1418,33774.6799651076,42915.2553587556,24634.1045714595
1419,33785.0121789919,42929.2765901612,24640.7477678226
1420,33778.1909511545,42922.7320320612,24633.6498702478
1421,33774.2617474507,42918.6764558285,24629.8470390729
1422,33785.0743441913,42928.593193308,24641.5554950747
1423,33789.8790816043,42931.5553338382,24648.2028293703
1424,33777.0814522049,42919.6481117487,24634.5147926611
1425.5,33759.9720615955,42907.7421866278,24612.2019365631
1425.5,33744.3729459051,42898.1462757095,24590.5996161008
1427,33734.7728393027,42898.564820422,24570.9808581835
1428,33721.4489879328,42870.3235416043,24572.5744342613
1429,33734.2321686572,42884.9686568479,24583.4956804665
1430,33738.5462750029,42891.1846588512,24585.9078911545
1431,33720.6870536002,42881.3124834895,24560.0616237109
1432,33704.2197033083,42870.9200921165,24537.5193145001
1433,33699.581567796,42863.991391706,24535.1717438859
1434,33715.5992712251,42879.1509370037,24552.0476054465
1435,33725.1026087686,42899.1950006263,24551.010216911
1436,33732.3775186379,42918.1035221612,24546.6515151145
1437,33710.1141672081,42908.6165596662,24511.61177475
1438,33681.1687773539,42906.6848335388,24455.652721169
1439,33682.9380460193,42908.4894421304,24457.3866499082
1440,33667.3290549942,42888.4287810617,24446.2293289268
1441,33664.1845889344,42882.2039769122,24446.1652009566
1442,33672.5647598442,42898.994514272,24446.1350054165
1443,33685.2587374625,42923.2342724731,24447.2832024518
1444.5,33677.5494908562,42912.9225022897,24442.1764794228
1444.5,33677.2714721409,42912.6625727224,24441.8803715594
1446,33689.0385615598,42901.8677144965,24476.209408623
1447,33666.7237801781,42910.8687363189,24422.5788240372
1448,33673.3168942712,42906.3564485227,24440.2773400198
1449,33657.0780583207,42892.9567067383,24421.1994099031
1450,33634.5663555338,42884.387552329,24384.7451587387
1451,33634.762699887,42884.704111323,24384.821288451
1452,33620.9402888067,42873.8245416505,24368.056035963
1453,33608.6595680288,42861.8747206926,24355.4444153649
1454,33588.3761837626,42858.7407225673,24318.0116449579
1455,33578.6143520805,42848.8260141626,24308.4026899984
1456,33575.9748241797,42846.2782089114,24305.6714394479
1457,33574.4914171234,42842.3352624079,24306.6475718389
1458,33560.1446328174,42814.9759378962,24305.3133277386
1459,33540.4097394987,42805.4603936278,24275.3590853695
1460,33538.172252091,42802.4060405461,24273.9384636359
1461,33550.6223745409,42808.0420726594,24293.2026764223
1462,33549.8709096314,42807.544363078,24292.1974561847
1463,33523.8605165692,42792.4198095577,24255.3012235807
1464,33516.4752607194,42783.1165114441,24249.8340099946
1465,33503.8806267159,42770.7841881395,24236.9770652922
1466,33502.962467763,42768.9484138301,24236.9765216958
1467,33503.9642007709,42770.3832985249,24237.5451030168
1468,33500.8370873568,42769.9911151096,24231.6830596039
1469,33508.7813781364,42783.6926921933,24233.8700640796
1470,33522.2711988744,42775.1170603742,24269.4253373745
1471,33516.7596724667,42770.3678328846,24263.1515120488
1472,33539.6577209926,42739.8207732945,24339.4946686906
1473,33559.5331464044,42778.8785409743,24340.1877518346
1474,33549.8341942294,42773.5211862905,24326.1472021682
1475,33566.2502781454,42795.9880359119,24336.512520379
1476,33562.1453507171,42791.742916747,24332.5477846872
1477,33561.33034941,42790.7568990281,24331.9037997918
1478,33534.5702394314,42775.5428815577,24293.5975973051
1479,33541.2326792198,42783.5080463334,24298.9573121062
1480,33567.1831010091,42772.5593871671,24361.8068148511
1481,33553.9705923852,42755.9736722686,24351.9675125018
1482,33543.9040007274,42740.2166203839,24347.591381071
1483,33550.9074972309,42742.8686933878,24358.9463010741
1484,33529.1998773728,42736.1373382724,24322.2624164732
1485,33510.1121870396,42719.2828407162,24300.941533363
1486.5,33515.1599038568,42721.7878895865,24308.5319181271
1486.5,33497.6800715192,42691.6654908399,24303.6946521986
1488,33494.3828367628,42686.7822270278,24301.9834464978
1489.5,33493.1860259337,42684.8723521718,24301.4996996955
1489.5,33496.2124858909,42689.0050200461,24303.4199517356
1491,33494.6973943758,42687.1722611511,24302.2225276006
1492,33489.8549379066,42680.5123078837,24299.1975679294
1493,33490.1907948633,42680.7404622453,24299.6411274812
1494,33477.970515061,42677.0536115117,24278.8874186102
1495.5,33470.846774237,42668.6744914095,24273.0190570644
1495.5,33466.5970706015,42664.3384851008,24268.8556561022
1497,33475.0711276369,42675.2355030854,24274.9067521885
1498,33468.3710607172,42673.8983796764,24262.8437417581
1499,33463.7419660976,42667.3854961856,24260.0984360096
1500,33447.8839641191,42654.7484157447,24241.0195124936
1501,33421.6965794131,42661.3490831572,24182.0440756689
1502,33421.6825952856,42661.3312273385,24182.0339632327
1503,33426.1590221745,42665.595737576,24186.722306773
1504,33434.4399670069,42676.0596466065,24192.8202874073
1505,33463.5475189808,42720.0092174098,24207.0858205518
1506,33466.6132963724,42722.4106673432,24210.8159254015
1507,33449.7029780532,42727.41087244,24171.9950836665
1508,33439.6420811949,42723.3564504144,24155.9277119754
1509,33428.1389009625,42706.1878331451,24150.0899687799
1510,33429.8373091609,42708.8054420095,24150.8691763122
1511,33405.5874390496,42701.3908182204,24109.7840598788
1512,33389.8388282919,42688.6281685563,24091.0494880274
1513,33393.2973062729,42695.0118165037,24091.5827960421
1514.5,33395.2679869096,42696.849117739,24093.6868560802
1514.5,33391.9655942143,42692.8320374701,24091.0991509585
1516,33407.4911492704,42687.0759935419,24127.906304999
1517,33438.0019013493,42700.309053817,24175.6947488815
1518,33433.53372653,42693.9367484261,24173.1307046339
1519,33434.9426435461,42696.3942936048,24173.4909934875
