"x","y"
4466,5164.93616595039
3675,5962.43616595039
2652,7193.88266406809
3012,9093.93616595039
4186,4294.88266406809
2674,11542.843334673
2822,15892.343334673
2669,13272.9361659504
2783,18242.5337705103
4734,17247.9407756894
471,15880.8826640681
3830,19908.5337705103
724,20046.5337705103
1220,5525.88266406809
2410,14048.9407756894
1915,19434.5337705103
4177,12466.4407756894
1841,5560.88266406809
4402,16931.5337705103
2671,8887.93616595039
2026,14203.9407756894
1275,12356.9361659504
2942,20958.5337705103
3930,20155.0337705103
588,19324.843334673
1385,5789.88266406809
733,9024.43616595039
1574,15739.9407756894
352,15331.843334673
6402,16001.2504029604
7140,15372.2504029604
7709,15493.2504029604
6397,15994.2504029604
6169,15301.0337705103
721,14710.1997271629
1391,14757.4407756894
1316,20781.6045668156
1831,8509.94027610492
4454,8217.19972716289
2034,22168.6045668156
1415,9629.44027610492
3261,18681.5337705103
2992,12954.9407756894
3118,22875.1045668156
7574,16023.5337705103
3808,12165.9407756894
3402,10059.6997271629
5457,18678.6045668156
6850,18740.6045668156
6964,14711.5337705103
5758,11332.9407756894
311.5,2050.29709277898
3414,20782.5337705103
2429,10792.4402761049
5953,18894.6045668156
9084,14589.5337705103
6841,13503.4407756894
5529,8740.69972716289
4550,21299.6045668156
6398,15629.5337705103
4044,10940.9407756894
5380,15693.7504029604
749,10523.9407756894
457,27174.7504029604
2773,18239.2504029604
1644,23471.7504029604
1214.5,9624.29709277898
2256,26920.2504029604
2424,10988.343334673
3160,11391.4402761049
1983,13250.4402761049
3050,8517.34333467296
5431,7704.69972716289
9096,18626.6045668156
2987,19155.6045668156
696,22230.5337705103
1595.5,12838.797092779
5957,8986.44027610492
10166,8755.44027610492
8221,15854.4407756894
301.5,35438.797092779
2510,8943.38266406809
8198.5,6028.79709277898
2075.5,13000.797092779
1202,15260.843334673
1933,12123.343334673
5085,17742.4407756894
2094.5,21385.797092779
11135,3978.93616595039
4399,7290.38266406809
7915,7805.43616595039
7959,5229.38266406809
3814,16210.343334673
5417,16517.843334673
5236,13256.4361659504
5817,18976.5337705103
7160,18183.9407756894
774,15567.3826640681
1163,23450.0337705103
3338,6225.38266406809
5714,14274.4407756894
4326,19266.0337705103
8921,12225.9407756894
3505,5843.38266406809
9019,16833.5337705103
7174,7393.43616595039
2886,11854.9361659504
5264,21413.0337705103
8516,20002.5337705103
932,28174.343334673
2752,6594.38266406809
1553,11078.9361659504
2559,15681.9407756894
11721,12451.4407756894
4324,15581.2504029604
484,19647.843334673
10317,15925.2504029604
10294,15376.7504029604
11214,15398.2504029604
10709,15975.2504029604
11037,15920.0337705103
963,16066.6997271629
1586,14065.9407756894
626,18591.1045668156
494,12259.9402761049
3824,9676.69972716289
3711,26741.6045668156
2409,11109.9402761049
5374,20012.5337705103
5156,14178.4407756894
4184,22977.1045668156
14100,16332.0337705103
9171,12635.4407756894
6888,9593.69972716289
8405,18985.6045668156
10794,18914.6045668156
12152,14914.5337705103
10691,11526.9407756894
336.5,1452.79709277898
5746,22462.5337705103
6677,11647.9402761049
11567,19197.6045668156
15674,14986.5337705103
11368,14134.4407756894
7846,9652.69972716289
4946,21810.6045668156
9584,16406.5337705103
6455,11459.9407756894
11681,15305.7504029604
1447,10460.9407756894
766,28795.2504029604
5924,17579.7504029604
3078.5,9160.29709277898
5599,23999.7504029604
5208,11046.343334673
8180,11322.9402761049
5692,13683.9402761049
938,7711.43616595039
7614,8218.34333467296
12048,7689.19972716289
14262,18995.6045668156
4125,19518.6045668156
1087,22861.5337705103
4178.5,9985.29709277898
2268,9097.43616595039
15021,22458.8908816328
17143,25769.3908816328
4504,17983.7994574292
4589,24278.970665387
6504,30319.470665387
4503,25893.970665387
13040.5,27532.3230415914
17297.5,25341.8230415914
13112,30798.970665387
13546,34212.470665387
13413,30213.6386510029
2837.5,17374.3230415914
16328,27591.1386510029
4722,19336.6386510029
7599.5,26718.3230415914
10561,21999.6386510029
10237.5,28240.8230415914
17802,23794.6386510029
13898,28910.1386510029
16571,26655.1386510029
3822,8671.970665387
8407.5,27534.3230415914
1671,14670.970665387
21547,21063.1386510029
4716,21569.7994574292
10190,26770.8908816328
17959,28928.7994574292
8497,24361.3908816328
14802,30940.6386510029
24112,29983.6386510029
15160,30759.2994574292
23024,21794.1386510029
15192,33464.1386510029
12309,26593.8908816328
26403,21242.6386510029
20278,29668.7994574292
21980,25876.6386510029
12284,16383.470665387
14522,34125.8908816328
10801,31687.3908816328
14212,14051.970665387
20057,24053.7994574292
4552,27454.6386510029
21157,25297.3908816328
27965,26578.3908816328
12545.5,30478.3230415914
7486,29641.470665387
10608,34406.970665387
17791.5,28488.3230415914
24718.5,25610.8230415914
16282,34202.970665387
20027,34639.470665387
20907,34686.6386510029
5087.5,22304.8230415914
7331,22010.1386510029
14989.5,28119.3230415914
17635,24250.6386510029
15459.5,28886.3230415914
26313,26071.6386510029
19702,32132.6386510029
25539,28235.6386510029
6103,11406.470665387
13343.5,28472.8230415914
2999,21234.470665387
29042,23041.6386510029
6286,25561.2994574292
3064,21802.8908816328
16310,30584.7994574292
12236,28042.3908816328
19924,33835.6386510029
32306,31553.6386510029
22892,31726.2994574292
30305,23826.6386510029
20731,34315.1386510029
22509,30245.3908816328
33541,22725.1386510029
24556,31186.7994574292
27122,27153.1386510029
19564,18188.470665387
25007,33793.3908816328
20596,33929.3908816328
24166,15559.470665387
30186,25123.2994574292
6924,32947.1386510029
13141,25474.4402761049
15126,20456.9402761049
14448,41707.4407756894
3695,25018.1997271629
1614.5,9720.29709277898
9421,30556.3826640681
3772,27700.343334673
5386,30202.843334673
3694,30473.343334673
13622,41948.4407756894
5744.5,30342.297092779
15901,27423.9361659504
14009,24619.9361659504
11352,31119.8826640681
12329,31327.4361659504
15239,25888.3826640681
11435,31216.843334673
11806,36949.843334673
11418,33548.9361659504
11706,34589.0337705103
16478,43768.9407756894
2290,25532.3826640681
14405,27581.0337705103
3888,15815.5337705103
6358,27361.3826640681
10566,26374.9407756894
9046,27015.5337705103
15225,22636.9407756894
8752,31346.8826640681
15743,27224.5337705103
11428,31504.4361659504
9409,34012.4407756894
6628,29351.9361659504
12132,30506.0337705103
14634,34385.0337705103
3103,11854.343334673
7074,28628.3826640681
3939,21449.4361659504
7863,24663.4407756894
1340,20323.843334673
19763,29577.7504029604
21094,24854.2504029604
22105,25781.7504029604
19756,29267.2504029604
19318,26418.5337705103
3883,30027.1997271629
7095,36604.4407756894
6796,26111.1045668156
8715,30374.4402761049
15871,31407.1997271629
9424,27969.6045668156
7157,25133.4402761049
12924,29346.0337705103
12273,38239.4407756894
12557,38581.1045668156
21882,33439.0337705103
14340,27755.9407756894
13270,35439.1997271629
18011,25859.1045668156
20601,24785.1045668156
20800,23729.0337705103
18533,26310.4407756894
928.5,17495.297092779
13294,37426.0337705103
10630,32129.9402761049
18926,26232.6045668156
24268,22987.5337705103
20584,36099.4407756894
18107,32512.1997271629
16048,36858.1045668156
19758,26480.0337705103
14887,27069.4407756894
17811,29740.7504029604
4031,10641.9407756894
2155,25528.2504029604
11688,33658.7504029604
8131,34480.2504029604
6321.5,30840.797092779
10096,45573.2504029604
10597,19305.843334673
12658,39054.4402761049
9274,36674.9402761049
12400,16358.343334673
17936,26480.6997271629
24287,24123.1045668156
12260,22775.6045668156
3729,31234.5337705103
7945.5,30891.797092779
18937,28806.9402761049
25801,22876.9402761049
22915,40640.4407756894
778.5,5831.29709277898
10880,33176.8826640681
22851.5,26349.797092779
9605.5,36961.797092779
6260,32205.343334673
9094,33262.843334673
17188,43708.4407756894
9645.5,32470.797092779
27107,26807.9361659504
15732,34126.8826640681
22404,30922.9361659504
22476,30411.8826640681
14365,34680.343334673
17894,36864.843334673
17514,33897.9361659504
18681,37233.5337705103
21170,44279.9407756894
4157,31685.3826640681
6105,17356.5337705103
13116,32053.3826640681
18460,29037.4407756894
15586,30789.5337705103
23998,23506.4407756894
13565,34112.8826640681
24170,29477.5337705103
21193,31284.4361659504
11985,33134.4361659504
17575,33610.0337705103
23391,35429.0337705103
5046,16805.843334673
11637,32590.8826640681
7757,29962.9361659504
11029,26158.9407756894
27830,30054.9407756894
15574,32659.2504029604
2426,28327.343334673
26036,28763.7504029604
25985,25504.7504029604
27199,25572.2504029604
26573,28574.2504029604
26983,27903.0337705103
5203,33356.1997271629
7934,36398.4407756894
3271,20753.6045668156
2478,23540.4402761049
14388,33857.1997271629
14095,29261.6045668156
10565,29185.4402761049
17778,31096.5337705103
17354,39404.9407756894
15236,39903.6045668156
30489,33493.0337705103
24422,27391.4407756894
20667,35743.6997271629
23189,27618.1045668156
26670,25546.6045668156
28388,25250.0337705103
26547,27077.9407756894
1191.5,17188.297092779
18524,38372.0337705103
20297,34050.9402761049
27633,27681.1045668156
32007,23861.5337705103
27387,35301.4407756894
22322,34339.1997271629
16893,34435.1045668156
24967,27772.5337705103
19847,29587.4407756894
27789,28091.7504029604
7307,11141.4407756894
4132,33004.2504029604
18860,32845.7504029604
12459.5,32781.797092779
18239,46077.7504029604
17465,20935.343334673
22809,37173.9402761049
18405,37852.4402761049
5093,25967.4361659504
21936,18580.343334673
28259,27108.1997271629
30647,27440.1045668156
15091,24516.6045668156
5747,36083.0337705103
15226.5,31138.297092779
10131,30851.4361659504
2387.5,37343
1546.5,37529
5874.5,31426
6145.5,21903
1280.5,7398.5
599.5,33805
5364.5,9426.5
6557.5,6663
2809.5,38421.5
4382.5,36755.5
7937.5,32437.5
10509.5,20383.5
2195.5,9227.5
995.5,36287
10184.5,9405
13708.5,7203.5
2387.5,37343
2340.5,37348
8154.5,34412.5
8473.5,27558
1926.5,17754.5
842.5,31095.5
7457.5,18493.5
8969.5,13218
4112.5,37696.5
6249.5,38453.5
10572.5,35443
13606.5,25955.5
3262.5,21257
1489.5,34897
13224.5,16549
17288.5,12374
25121,27818.1250214724
27359,31441.1250214724
26580,37681.1744148649
10391,14162.2932013044
5437,7779.94502658576
20070,34762.4485296768
17944,28436.4450265858
10540,21265.8826837966
13645,29974.8826837966
10390,21686.3826837966
25836.5,35639.0725390525
25644,45116.6744148649
25839.5,36018.0725390525
14272,24388.9450265858
26274.5,36100.0725390525
28823.5,35813.5725390525
28199,31632.3242805499
26095,26993.3242805499
26004.5,35438.5725390525
22755,28317.4485296768
24097,30718.8242805499
27513,27639.9485296768
30244.5,36472.5725390525
26133.5,36134.5725390525
22875,31877.3826837966
27048.5,35944.0725390525
26767.5,35926.5725390525
23410,36393.8826837966
22855,30004.8242805499
23261,29529.5899699611
28796,41681.1744148649
7216,12763.9485296768
30128,35841.6455699272
20002,20560.6455699272
26527,29619.0899699611
10780,15901.5899699611
28427,44306.6455699272
15297,19201.4485296768
21724,17883.1744148649
19499,20756.5899699611
27488,18780.6744148649
20754.5,32108.5725390525
19079,27483.9485296768
28031,27102.5899699611
22864,29087.3242805499
20032,22581.1744148649
28402,39488.1455699272
24818.5,35551.5725390525
15731,22309.8242805499
23840,28902.5899699611
26789,27868.0899699611
19541,27084.6455699272
9138,10433.8826837966
16723,20489.6455699272
23780,22384.6455699272
16430,23230.4485296768
10902,13815.8242805499
12669,19551.1455699272
17722,16562.1744148649
4588,12478.3826837966
31702,26411.0884498311
32707,23854.0884498311
33370,25344.5884498311
31696,25737.5884498311
31332,25461.5899699611
10766,16284.2932013044
16463,26372.1744148649
16003,26641.4187715364
20415,29871.7500228684
19033,24593.6250214724
28170,33806.2932013044
2860,15721.9593877632
16070,24556.7341272092
20079,32448.9187715364
16577,23012.6250214724
24858,34875.5899699611
23996,41547.6744148649
13071,20766.7341272092
24414,36622.4187715364
25927,35969.2500228684
33239,36074.0899699611
26445,23071.1744148649
9767,14405.7341272092
23263,37223.2500228684
25265,34529.7932013044
30145,27786.9187715364
32349,28433.9187715364
32512,26174.0899699611
8748,12746.2341272092
30662,24575.1744148649
3291,11054.9450265858
25301,33978.5899699611
21829,27836.1250214724
24210,25733.7500228684
30996,28348.9187715364
34754,25583.5899699611
22596,29584.2500228684
33701,38229.2500228684
32334,42068.6744148649
30261,36077.2932013044
28344,39809.9187715364
31697,30594.0899699611
12086,17565.7341272092
9295,22081.4593877632
7637,18291.4593877632
15986,24588.2341272092
27100,20938.6744148649
8123.5,12274.5725390525
29985,26319.5884498311
15412.5,31320.0725390525
11098,11513.1744148649
6908,19820.0884498311
23223,22879.5884498311
21770,27062.9593877632
18098,25867.5884498311
4763,15698.9593877632
4445,15832.4593877632
15240,29001.9450265858
21314,22220.7341272092
21109,37862.0884498311
21787,18471.3826837966
20832,31924.9593877632
31325.5,29270.0725390525
24977,20185.7500228684
24533,34664.1250214724
19832,29465.6250214724
24188,16205.8826837966
27228,29542.7341272092
30080,29718.2932013044
34769,27235.4187715364
23983,25209.4187715364
6694,13384.2500228684
10464,23140.0899699611
22357,29667.7341272092
20769,28264.2341272092
17828,29928.4450265858
26417.5,30412.5725390525
31003,33070.6250214724
35571,36418.6250214724
33893,42176.6744148649
2686,6911.44502658576
22147,35998.4485296768
33861,35019.9450265858
20327,32087.4450265858
15149,28115.3826837966
19574,36266.3826837966
35672.5,38756.5725390525
33544.5,36587.5725390525
29437,46901.1744148649
20401,31486.4450265858
33942.5,36715.5725390525
32467.5,36524.5725390525
36138,35018.8242805499
28024,34548.9485296768
33560,35534.8242805499
33615,35127.4485296768
26470,36553.3826837966
34421.5,36561.5725390525
34765.5,36084.0725390525
30054,39496.3826837966
29729,34251.3242805499
30800,37014.0899699611
32747,43647.1744148649
11400,18919.4485296768
37163,39708.6455699272
14885,16846.5899699611
35102,46732.1455699272
25093,30886.9485296768
30586,22992.6744148649
27866,26210.0899699611
34600,21922.1744148649
30404.5,35108.5725390525
25569,34396.9485296768
34706,32632.0899699611
32761,34979.8242805499
34449,42735.1455699272
33699.5,36958.5725390525
23608,30782.8242805499
29789,35014.0899699611
34198,33494.5899699611
28144,34207.1455699272
13003,14305.8826837966
23039,24883.6455699272
23148,30924.4485296768
17576,24191.3242805499
18639,24488.6455699272
22370,18637.6744148649
36464,36131.1744148649
27856,26702.5884498311
7528,17865.3826837966
35659,26707.5884498311
35636,23482.0884498311
36181,24744.5884498311
35879,26828.5884498311
36068,29395.5899699611
13311,19507.2932013044
17803,25467.1744148649
9502,21363.9187715364
4630,13353.2500228684
7650,11942.6250214724
26508,31091.2932013044
197,14848.4593877632
14467,21350.2341272092
26192,36977.9187715364
21723,28204.6250214724
29959,40582.0899699611
29574,44457.6744148649
17190,25598.7341272092
27506,37743.4187715364
30120,38545.7500228684
37382,39595.0899699611
34851,29388.6744148649
14214,20129.2341272092
26528,39576.2500228684
32409,38543.7932013044
34079,30667.9187715364
35930,29737.9187715364
36688,29895.0899699611
11006,15640.7341272092
35869,29336.6744148649
4122,12514.4450265858
30655,37688.5899699611
32113,35284.1250214724
33410,33032.2500228684
36370,32698.9187715364
37788,28582.0899699611
26817,32614.2500228684
37068,38445.2500228684
36267,42736.6744148649
33517,38012.7932013044
29174,35209.9187715364
35159,33524.5899699611
17475,24855.7341272092
12674,24542.4593877632
8984,18204.9593877632
22800,32095.7341272092
31776,25436.6744148649
8965.5,14453.0725390525
36441,29465.0884498311
24412.5,34752.5725390525
16834,11717.1744148649
11331,24817.5884498311
30943,26544.5884498311
30956,33772.4593877632
7878,17642.4593877632
5498,16553.9593877632
24263,35846.4450265858
23953,31025.2341272092
30374,45463.0884498311
29676,24087.3826837966
23508,41029.4593877632
37498.5,28468.5725390525
26901,24403.2500228684
33840,38144.6250214724
30534,36895.1250214724
13085,18852.3242805499
33268,21786.3826837966
34325,36229.2341272092
36633,35535.2932013044
37420,30381.4187715364
27336,26827.9187715364
11677,19512.7500228684
14276,27224.5899699611
31151,35531.2341272092
27491,35940.4450265858
21182,27658.3242805499
36195.5,30824.5725390525
34803,36245.7341272092
1546.5,37529
2340.5,37348
5783.5,31772.5
6052.5,25421
1263.5,19396
584.5,32919
5272.5,18164.5
6471.5,13589
2760.5,37575.5
4308.5,36789.5
7803.5,32880
10364.5,23181.5
2146.5,22232
979.5,35825.5
10066.5,15918.5
13552.5,12203.5
20528,31894.1250214724
22870,28122.1250214724
22061,41641.6744148649
7421,18288.2932013044
3594,10412.4450265858
15696,32491.4485296768
13786,34656.9450265858
7525,28907.3826837966
10122,32119.3826837966
25836.5,35639.0725390525
7420,28653.8826837966
21134,43984.6744148649
21341.5,37950.0725390525
10646,29967.4450265858
21732.5,38191.5725390525
24430.5,36296.0725390525
23736,35870.8242805499
21556,30971.8242805499
21494.5,35806.5725390525
18217,36721.9485296768
19462,34005.3242805499
23033,31349.4485296768
26029.5,38041.5725390525
21591.5,37457.5725390525
18302,36905.3826837966
22534.5,36922.5725390525
22228.5,37079.0725390525
18800,40065.3826837966
18289,34521.8242805499
18666,32124.5899699611
24405,44687.6744148649
4888,20286.9485296768
25880,37690.1455699272
15641,17306.6455699272
21983,31158.0899699611
7724,25531.5899699611
23975,36534.6455699272
11596,25872.4485296768
17268,19524.6744148649
15220,21253.5899699611
23000,19474.1744148649
16317.5,34631.5725390525
14850,32995.4485296768
23553,26178.0899699611
18295,32647.3242805499
15667,25047.1744148649
23954,39397.6455699272
20188.5,36651.0725390525
11954,28588.8242805499
19225,28626.5899699611
22250,28265.5899699611
15248,26687.6455699272
6383,12555.8826837966
12754,19625.6455699272
19181,22552.6455699272
12506,28746.9485296768
7829,20251.8242805499
9328,17234.6455699272
13631,17698.1744148649
2995,16871.8826837966
27733,28158.5884498311
28909,23919.5884498311
29803,26411.0884498311
27724,27494.5884498311
27297,24699.0899699611
7718,21389.2932013044
12535,37526.6744148649
12157,30996.4187715364
16005,38168.2500228684
14791,32717.1250214724
23716,39897.7932013044
1808,16320.9593877632
12204,32352.2341272092
15700,29776.9187715364
12629,24822.6250214724
20249,32282.0899699611
19377,40941.1744148649
9673,26256.2341272092
19781,39325.4187715364
21425,39090.2500228684
29626,36360.5899699611
21908,24133.6744148649
6894,20230.2341272092
18667,40227.7500228684
20692,37837.2932013044
25909,28018.4187715364
28498,27854.4187715364
28652,25703.5899699611
6075,17556.2341272092
26496,26104.1744148649
2084,15597.4450265858
20732,36633.0899699611
17346,32335.6250214724
19600,28072.7500228684
26885,29345.9187715364
31605,25437.5899699611
18069,34885.2500228684
30222,38808.7500228684
28482,43479.1744148649
26053,38953.2932013044
23912,43227.9187715364
27727,31219.5899699611
8816,24784.2341272092
6506,26571.4593877632
5220,21520.9593877632
12151,30796.7341272092
22570,23306.1744148649
5568.5,17489.0725390525
25731,28281.5884498311
11683.5,34570.0725390525
8001,17785.1744148649
4642,23774.5884498311
18637,24537.0884498311
17309,28244.4593877632
13962,30998.0884498311
3135,18384.9593877632
2903,17213.4593877632
11541,34794.4450265858
16841,27309.2341272092
16626,43212.0884498311
17320,20932.3826837966
16387,38890.4593877632
27287.5,30218.5725390525
20406,19494.7500228684
19908,38414.1250214724
15511,34785.6250214724
19573,17500.8826837966
22683,33143.7341272092
25828,36745.7932013044
31626,25892.4187715364
19363,24386.9187715364
4482,16359.2500228684
7459,29827.0899699611
17826,34851.2341272092
16326,33347.2341272092
13718,36989.4450265858
21883.5,31904.0725390525
26892,36441.1250214724
32849,32287.6250214724
30473,43825.1744148649
1692,9907.44502658576
17647,35151.4485296768
30418,34751.9450265858
15932,37426.9450265858
11447,35889.3826837966
15268,38462.8826837966
33011.5,35196.5725390525
30013.5,38693.5725390525
25134,46102.6744148649
15981,35661.9450265858
30546.5,38033.0725390525
28607.5,36905.0725390525
33682,37050.8242805499
23546,39849.9485296768
30036,36586.3242805499
30103,37367.4485296768
21930,40906.3826837966
31184.5,36518.0725390525
31616.5,36149.5725390525
25795,41783.8826837966
25441,36545.3242805499
26650,38350.0899699611
28965,45508.1744148649
8232,27291.9485296768
35410,39339.6455699272
11205,31004.5899699611
32096,40723.6455699272
20500,35054.4485296768
26395,24393.1744148649
23413,26599.5899699611
31399,22176.1744148649
26215.5,35835.0725390525
21052,37520.4485296768
31530,30338.0899699611
28989,36099.8242805499
31231,41517.1455699272
30220.5,36800.0725390525
19046,35365.8242805499
25500,33565.0899699611
30891,32807.5899699611
23690,32285.6455699272
9619,16306.3826837966
18452,23350.6455699272
18559,35241.9485296768
13488,30981.3242805499
14457,20904.1455699272
17834,18723.6744148649
34174,37465.1744148649
23396,31903.0884498311
5134,24621.8826837966
32993,28428.5884498311
32973,24254.0884498311
33750,25669.5884498311
33321,27802.5884498311
33609,28284.0899699611
9864,26028.7932013044
13699,38672.6744148649
6671,23274.9187715364
3028,18800.7500228684
5232,17863.6250214724
21955,39901.2932013044
147,15005.9593877632
