"x.prod","y.prod","x.sum","y.sum"
30964,35994.4105856684,30777,31205.298731201
26328,40155.152316885,22805,36810.4914416507
33151,33777.1740472757,34895,28229.3993435426
11699,25197.8999554176,7982,24176.9176238887
7268,45293.1779952879,6426,44341.636193284
25352,44788.961134596,21448,41678.915461888
24764,41926.2138193933,20515,38982.4813648995
23904,33759.5453867502,19387,31007.9007050925
29105,45572.6864577781,27450,41390.9614754008
24907,41649.6277605191,20751,38663.4813067656
8678,44051.6934196783,6812,43101.654401056
28324,32588.4000996214,26018,28669.259053203
33500,35556.1825877442,35445,29910.51006085
35179.5,26268.6525595276,37474.5,20285.3411152531
21304.5,34290.3680943171,15929.5,32129.7048980512
9618,43332.7753135339,7110,42374.9445912087
15308,41329.7733169385,10334,40017.6919232217
20617,27373.3840249797,14896,25394.7695949769
22960,23711.8653122309,17488,21313.9636243033
22130,41201.2172290619,16559,38954.1803982211
7465,33095.7476388884,7957,31825.0215808279
3630,29414.4657262292,7279,28059.2420045861
15790,34437.9432016905,11473,32908.6163870781
13856,37037.4294860014,10375,35628.9819294226
7571,38416.9060787724,7988,37145.8645131007
10182,39615.6233135219,8759,38335.2087771089
7463,41072.4865567076,7956,39801.8562095722
21218,39925.9944152128,15492,37854.7213906472
10700,36415.9841606006,8974,35120.2948374234
23838,30124.2604759306,18471,27566.7098167779
21626,28247.2812808418,15990,26092.9101185833
18300,32308.8101413185,13017,30596.8741820458
19552,35361.3636414344,13907,33532.4265860084
23104,27215.3434303315,17651,24790.8731649242
18386,37271.3399675964,13084,35550.0987969954
18902,41465.5761245997,13425,39701.6940249649
18374,37856.0099521681,13066,36137.937867892
18736,37116.9621700361,13334,35362.7539577015
24485,44427.9168435399,19263,41738.097572384
4928,39392.9756526835,7459,38077.0497859071
22081,34655.02144797,16479,32422.3305808756
7788,21069.9838579198,8032,19802.5048185356
11656,35309.7942869919,9308,33999.4929909042
17342,38857.6800580216,12436,37213.645608458
15274,42100.097020273,11168,40605.6266723715
23085,33266.7776922658,17616,30848.7306747925
14909,36058.392501911,10934,34592.5255036651
23656,35174.6095043747,18283,32646.7433406661
18379,36959.0235976198,13073,35239.7391782406
15757,42239.1209895927,11453,40712.1302279704
12012,37857.0234809073,9482,36530.5505804082
19309,38962.996434814,13718,37160.2841236443
22354,39571.9192582312,16793,37287.7821259059
6441,37901.238846415,7719,36620.2683743304
12569,35924.2078348671,9740,34575.5122605478
7896,34331.6722788933,8056,33065.511901489
13702,32104.098673194,10269,30709.29167472
3020,38895.0264933777,7207,37518.6118338584
27805,35633.4094475949,23551,32216.4442911833
28977,33382.7287792907,25437,29628.5714368813
29871,33479.4204202092,27001,29440.9457272005
27796,36867.0308618851,23540,33451.9019325559
27363,31849.0350245492,22935,28538.6348330745
7773,38761.3165635343,8029,37493.5822982981
12605,39639.6700850922,9756,38289.68418425
12221,31372.4714018385,9576,30038.267177843
16094.5,31684.3547874995,11664.5,30131.9687582566
14864,32841.6061175214,10906,31379.0819079453
23800,31921.0534657651,18447,29366.4024895122
12283,39280.9846973284,9599,37945.5433151708
15791,33844.1017893732,11475,32314.4027667015
12710,28351.8150764139,9804,26997.7774097938
20348,33823.0268175647,14613,31889.3964140712
19467,41525.774088616,13840,39706.202506588
9731,38525.1145730606,8603,37251.2545132753
19865,51230.639053206,14169,49363.9104386929
29700,44492.3489866504,26687,40511.4672899827
22008,43626.7546784797,16395,41407.8284257167
6950,40341.1538123433,7817,39069.6656974167
18742.5,36792.6835803223,13335.5,35038.542718844
20773,36369.6653022159,15060,34364.9892045053
26002,27254.6364970811,21203,24236.7387604924
28559,26648.0138047285,24731,23021.3288727364
28726,28229.1416081178,25005,24553.2720340869
6121,39462.3263215029,7649,38177.2084416285
26576,30622.5891671146,21953,27477.105560144
2105,38529.435645776,7117,37117.342348281
20816,39313.1034134726,15092,37304.0990626946
17424,34770.1224597304,12490,33119.3528063985
19689.5,32308.6286034256,14003.5,30467.1108988577
26960,31434.5510446413,22405,28214.4698232729
31678,30199.5639436525,30205,25577.1656638656
18149.5,33513.3648532214,12915.5,31814.307311507
30300.5,30695.3225938515,27880.5,26492.5517205319
28545,40048.965475077,24711,36425.7615753995
26136,34898.9332606648,21390,31848.6746843506
23988,41820.9267240887,18677,39227.8709521
27800,31653.0734736519,23541,28237.969357537
8875,39491.3798108322,8336,38223.670181605
12211,38299.5788207153,9574,36965.2044461518
22646,35616.2017937453,17174,33267.2756261906
25805,35206.1041564407,20976,32225.4201517668
8052,17740.0036429147,8095,16474.8109808684
4675,46450.9027970502,7425,45127.0826188315
18711,46831.6623868496,13311,45080.9210292564
14037,44189.7573932089,10465,42772.7561154401
11617,36770.5033851519,9277,35464.5551553459
16922,30885.1412832891,12171,29273.0990565473
16717,46348.5575003534,12048,44750.7584622582
17395,28148.287873042,12471,26499.8790859145
20495.5,24821.6834875298,14764.5,22864.1821270426
19996,44106.2105161351,14294,42220.3468496881
15585,38635.9657809773,11347,37121.530860205
19678,26311.8301113795,13995,24471.4573910585
22786,32686.7245746941,17307,30317.4758333165
25919,25797.238737404,21107,22795.097815224
31691,28471.3605440402,30222,23846.0696750626
19454,26641.1191312672,13829,24823.1427280428
4526.5,37825.3421178127,7407.5,36496.3571358715
7519,44744.6448137901,7968,43474.7943217841
17923,36555.3284375853,12780,34871.9213883253
16406,37035.7571184796,11864,35459.0038285779
13775,36160.5365574524,10320,34759.1007017763
26965,29569.75547515,22415,26347.8132134849
32913,26032.0501438273,32313,21028.2520041095
30545,41647.4396956611,28362,37355.285714816
1703,34200.4213029368,7073,32773.6169962583
17718,36106.3441037989,12668,34434.8016574756
30496,32429.469611144,28277,28152.7427693679
16004,38273.7908465297,11623,36724.924855156
11501,38731.2810847524,9243,37425.6944470541
15346,38933.6291021265,11217,37432.9021050823
25217,42401.0277042258,20126,39568.7094074105
16079,36282.99413353,11654,34731.9445103841
33740,31261.638040923,34201,25899.424831029
23643,35610.7065807247,18277,33083.354420497
30115,34974.1332280832,27493,30843.9748283366
30178,33439.1940755905,27651,29278.6670460404
22031,39746.1326129839,16422,37522.754041082
25888,40867.3821370614,21057,37874.1848439467
25512,37237.8943504025,20555,34330.5885214695
26730,38132.1683872187,22124,34958.9889429492
29037,45249.8594033109,25536,41477.910513696
8289,39666.4889030452,8162,38401.0906021965
11274,21210.7073691563,9136,19914.5783935385
20578,37071.385249659,14851,35100.1511768412
26492,38093.7091866299,21868,34961.5435462885
23485,42120.5248421148,18093,39623.438526746
31463,32605.3066352891,29906,28034.6062948082
21151,37213.3418260516,15415,35154.681342784
31599,37524.5618514901,30094,32921.4049603587
29062,36621.8807288709,25568,32844.5188689338
19116,37437.7086597537,13571,35655.1523236156
25566,40752.221667043,20649,37827.8438938088
30960,40402.3138389,29124,35970.3974978151
9677,38754.3633525525,8589,37480.2764319063
18650,37192.4903217402,13256,35449.9659064437
13567,36075.6724883983,10218,34683.7580988045
17939,31340.0785656702,12787,29656.1220640738
34236,35426.3388318247,35199,29878.2130141092
23471,38958.806234251,18075,36464.7684810677
5178,40935.8158374128,7502,39625.6573802889
33038,36444.7699490707,32640,31377.7957019665
33019,35994.7146698766,32575,30940.6507226421
33812,35139.1935626678,34323,29754.9385439207
33392,37337.9469448526,33427,32122.1284746432
33668,34232.4338823353,34059,28896.5871825851
9923,39055.9907697663,8668,37779.6457481708
13762,37723.5318407105,10308,36323.9073989025
6713,24973.8158155628,7774,23697.34369789
3060.5,38190.2438101011,7210.5,36815.5129416792
5271,36051.5692487786,7516,34743.9878732341
22062,32941.4482769714,16451,30713.6670123592
10884,39872.3657702906,9025,38576.7366796489
21741,33446.3376679991,16103,31274.4620814655
17341,28634.7295311815,12435,26990.8510546127
25783,35806.4161903039,20932,32833.9207629355
25360,41678.883183357,20345,38807.8268833787
13216,38780.2768309134,10042,37405.2678262085
23103,51071.5559024335,17644,48648.5390204082
25955.5,42173.7093147858,21153.5,39163.7130276496
35806,44495.7408705619,37441,38557.4274876213
31793,42004.5182909389,30381,37350.9927778119
10666,39873.8780209673,8958,38579.5995484525
22091.5,37329.9052089015,16490.5,35095.3603902969
28618,37051.6331774404,24827,33407.7451413665
30794,30189.9691030587,28812,25815.5145985343
33464,29064.0590660408,33585,23818.4143246553
34615,30820.2353842547,35716,25183.1553625988
7983,40022.3073992491,8079,38756.4164154253
33373,31726.0345403554,33394,26516.2068479509
2688,38351.1798691313,7169,36962.9751349209
26566,39842.4486652169,21938,36699.6059635171
28285,36417.5338704908,24280,32871.8591454998
29912.5,31584.496892876,27090.5,27529.1700374851
34105,35052.9634550866,34965,29547.5423113383
36594,31431.0126871181,38240,25367.4139985514
22385.5,32778.1550113565,16838.5,30486.0774387912
35284.5,29744.47353184,36605.5,23955.3978759579
33933,40027.9361398513,34626,34585.4536069876
30051,36614.4916556263,27356,32510.1006872584
24897,39237.6222470345,19730,36471.6491734648
32270,33654.3658406619,31166,28859.8408091329
13461,39468.0360944954,10175,38079.0320332871
18325,39168.117084233,13038,37453.146740348
27880,37029.716067712,23667,33592.1872990435
34202,32643.641375321,35139,27106.4407511069
12916,16233.5378149002,9908,14869.4256879293
8241,46320.3082785734,8146,45055.4771594111
26910,45439.548784454,22340,42230.5097387944
19738,35859.2284078759,14046,34011.4434234466
19423,37817.1856137889,13806,36002.3144928876
26272,45750.2913107369,21585,42666.0625383205
25478,26826.8443853462,20488,23931.9773953663
22463.5,27425.4674619703,16925.5,25119.2778802284
30476,43287.0136701745,28227,39019.8933402305
26439,38453.2709104665,21800,35332.6153648183
9746,36250.5340345116,8608,34976.4967304493
29747,25525.1382399235,26758,21531.7361709508
31140,34611.3032178119,29366,30137.9051636592
34538,29657.9043444491,35629,24034.9965940393
35873,32339.2960371441,37554,26380.5856505825
22924,28017.9978336895,17431,25630.2521099304
8523.5,37187.8847512402,8235.5,35920.7246284954
10704,44326.8935237677,8975,43031.2290138048
27144,35429.8249984881,22635,32171.097933105
23088,34226.7012336851,17623,31807.3213569692
16781,34651.761939578,12096,33047.4403908468
31756,34312.6453537889,30311,29672.0265985995
13506,32266.4402827783,22807,28148.6666796157
13666,29484.5280368671,22818,25374.0177791481
17223,33748.5343133542,23151,29780.3699611003
13504,35421.4332160928,22806,31303.7553238553
26824,33225.6429890852,25332,29364.4460923692
27344,32817.8088266678,25527,28945.7823686175
27202.5,33186.347421949,25470.5,29318.0111621807
30193.5,33716.6324888669,26972.5,29703.7550126781
13942.5,14206.0004970523,22837.5,10107.9361178493
23536.5,35567.1225159375,24292.5,31732.5904146303
31509.5,35366.5169559738,28012.5,31208.0598964141
27759.5,35562.6353712092,25691.5,31680.0771350082
30423.5,36288.5138641265,27131.5,32255.115288711
12036,41675.0259447047,22707,37490.2906055236
6518,28962.0074175409,22441,24502.2645048735
34184.5,35386.3051147391,30395.5,30873.7609328837
13930,38488.2110996495,22836,34389.717797172
31635,29330.7835351527,28113,25158.1577413566
28692.5,34811.130094407,26128.5,30890.301646046
29066,34331.5474709419,26343,30386.8444842761
35067.5,32812.8914740714,31392.5,28137.9723404361
29110.5,32988.5803943125,26359.5,29042.9911911841
36599.5,32144.1648949075,34427.5,26905.2938312291
33362,31926.3121280385,29630,27529.7303357427
34474.5,33221.7445587427,30767.5,28646.2369330991
25761,33073.054839888,24957,29228.8875122693
28084,31492.571577187,25845,27596.3763002016
33238,25436.445095618,29515,21057.2578390989
13572.5,34329.0270905682,22814.5,30213.6391520573
18888,28392.0521431307,23380,24474.7063071646
23621,30816.7994583333,24313,26982.9266830937
30146,32949.6327377784,26939,28941.13668794
33216,30587.7620328356,29497,26211.1412419443
33775.5,29163.0948538642,29994.5,24712.613746373
18588.5,13077.4693241217,23334.5,9151.91369371386
31377.5,30558.0414573274,27878.5,26420.6053032127
36559.5,30914.7712689711,34335.5,25693.3833484408
33007.5,32145.8790138896,29297.5,27799.8324768371
36238.5,30934.2846121253,33609.5,25850.5392240645
16480,39750.046564031,23084,35751.5952433071
10141,30773.9699681231,22605,26497.0939834265
37409.5,30748.4030512807,36308.5,25151.6061076928
16849,37717.9731527813,23117,33734.6227786504
30173,29260.8969758834,26962,25249.0545954431
33134.5,31135.7869826651,29433.5,26767.9857596901
38123.5,34329.1125219756,38101.5,28387.6332254645
35003,33077.2357416356,31313,28415.6203921339
37746.5,28525.214409417,37054.5,22787.4144251845
33657.5,29577.5388772825,29892.5,25142.0028221475
38313.5,25959.4298543016,38447.5,19954.5830187091
35771,31786.4095527777,32648,26882.4016616699
36860.5,29702.5962725591,35088.5,24336.522231423
32934,29155.0409160589,29237,24817.6473382866
35612,27084.463739476,32312,22243.5291609653
37711,26681.2339756907,36955,20962.8100769039
17928.5,30800.1432280562,23240.5,26855.1407277064
21163,17256.6190887564,15495,15181.3829451633
23470,17867.5846383935,17969,15396.4075399802
22644.5,35553.3569181664,17131.5,33213.5303477494
7787,22608.6016723052,8676,21201.8069892966
16259,17102.5071813561,12098,15466.2963621081
7921,27176.9898731788,8699,25773.296901027
10557,32113.0993390897,9488,30697.6477167779
7786,32410.8002316301,8675,31004.1615216164
21684.5,24874.3101004142,16081.5,22703.6787608295
24358,16404.7647228129,18946,13775.8386842587
22146,22438.4902094993,16570,20190.0389860641
18779,17362.3447379183,13517,15571.1567777729
20090,23022.3160960598,14502,21097.1401707439
23604,20580.7695607053,18132,18082.4212641152
18890,39162.9332231297,13580,37364.8115436568
19372,35501.1966710364,13935,33655.3578612562
18871,30269.6363107281,13567,28473.1807077695
19245,31822.367987818,13820,29993.7429276053
24979.5,36481.8504560943,19656.5,33736.7422805182
5153,19287.7975011561,8143,17837.5258159283
22588,35454.9695968819,17060,33127.19902664
8139,31501.2049158652,8753,30098.9723814255
12029,33346.0758964969,10008,31906.8878072422
17819.5,42766.088471835,12926.5,41044.7658614071
15748,49151.4653886371,11818,47545.0064698356
23572.5,40706.1049307566,18101.5,38212.4535484387
15344,19778.9844698674,11610,18193.1565683251
24181,37538.001676705,18762,34938.1965036852
18878,28175.3661912443,13575,26377.6025422575
16223.5,41259.9373721816,12079.5,39625.5875981528
12389,33694.0182666626,10172,32241.0619719207
19818,37885.4848226935,14283,35991.2730935481
22890,43460.4478850782,17342,41089.8981716919
6709,44051.3635771763,8451,42628.2592725406
12987,23666.3134482752,10423,22195.1188700228
8222,29108.370351649,8777,27705.9499274464
14149.5,32332.0917492673,10949.5,30817.1040655779
3192,22856.1361839125,7858,21349.3175733767
28292,42439.3564595517,23871,38982.5437104398
29436,40890.5536795699,25731,37100.483518186
30310,40583.9069737462,27268,36514.152567111
28286,42995.0454037129,23858,39540.6821380215
27859,35990.9510008455,23243,32643.8403960722
8128,35050.8868320156,8749,33648.8563550671
13022.5,32487.0956312946,10438.5,31014.6887130167
15282,19342.6399864601,11585,17758.4817132091
24328,21761.2812031794,18918,19136.6018843407
13122,16646.3625908043,10490,15168.8156426392
20877,29073.5029547674,15245,27035.0906253692
19999.5,35780.0358893982,14438.5,33863.1371733711
30130,44851.993448688,26929,40844.6955563796
21293,26494.7600720507,15646,24394.7065027762
29197,28555.0439389625,25306,24842.4710453418
27090.5,39784.3453887971,22255.5,36604.4555096723
21345,32238.5249688686,15696,30130.7932739926
17925,32125.0716664093,12979,30398.754363448
32093,35700.6933654635,30366,31068.4899992169
29005.5,34007.1405214369,25008.5,30347.3573731636
26638,27323.5511370782,21768,24221.8072653668
28287,30749.0842707225,23861,27294.1325619073
23199.5,43215.1374984621,17678.5,40790.4757964375
26333,41581.3363281079,21369,38547.4903158813
8389.5,32085.4974163755,8812.5,30685.4945440583
4916,20273.2619621074,8103,18817.3575689398
19210,44815.2206545824,13798,42989.2435933495
14490,42446.6704426854,11134,40912.3066243265
17199,37107.9009277965,12608,35418.0565711662
17877,32933.1512480591,12959,31208.2660670423
20537,26545.4189863959,14916,24557.6588895259
16056,20006.3366018834,11979,18383.6245551632
20187,32396.8579292042,14604,30455.4714480684
26440,19326.2351995272,21496,16271.3753755646
7840,36193.8522262839,8682,34788.9540225827
27483,18893.9447208594,22734,15634.2392257194
33236,21073.7495480511,32454,16058.926912751
30997.5,32096.0055784076,28603.5,27778.8994160224
18214,17317.932584818,13159,15570.1087083878
11873,25437.2298194169,9958,23999.452600514
15822,29234.4952666934,11853,27624.9275137919
25679.5,24878.4210778126,20535.5,21985.425729314
34088,18341.230134705,34318,12974.68862252
24169,18802.4028305823,18750,16204.4693335004
30569,23428.4450438671,27796,19260.1263992166
30639,22714.3459021558,27918,18523.8649245128
22546,38659.5246736792,16998,36342.6296705101
26402,33582.027882239,21470,30530.5002113051
26017,28740.8160271873,20951,25778.3134579047
27255,31572.8954193539,22445,28361.9421059684
29497.5,35169.1695094127,25829.5,31361.5063114601
8625,19617.757564486,8892,18214.7557219554
11665,30769.334303715,9882,29335.4564392168
21128,31560.7732332276,15459,29491.2123795176
26992.5,41988.3705875381,22158.5,38823.5498268409
23993,48208.2000819931,18534,45646.3672345801
31897.5,38230.0464219701,30053.5,33653.6352787599
21627,21127.9323992331,16017,18967.783152302
32030,37776.393862914,30249,33165.6934888253
29516,27421.6652537514,25857,23609.1704398138
19618,31447.9571299913,14098,29581.6964738416
26093,38616.2740978561,21027,35641.9175809674
31381,42606.6056113563,29295,38163.0834055846
10022,43762.2711508619,9283,42358.907509484
19151,24429.1736235336,13759,22608.0742677044
14010,27230.2613975405,10883,25721.2467869177
18407.5,30291.1629755806,13294.5,28525.6999583956
34576.5,30766.9421639889,35276.5,25222.5773635083
23980,41898.1475695318,18524,39337.6936658578
5415,24581.0885759803,8200,23134.2801543381
33372,41079.1329961552,32807,35996.1750245577
33342,40922.969250735,32723,35856.3671624664
34139,40023.3396773003,34452,34630.8960320239
33731,41280.2417646786,33559,36056.3091075829
34008,36452.2379054683,34163,31114.3918627082
10267,33730.7097434412,9391,32318.7569221731
14208.5,31813.5249167838,10988.5,30293.6595276906
5509,19927.9278190079,8215,18483.5405059503
22571,21166.8268117417,17036,18843.2214278633
17818,17159.3949729249,12925,15438.3063219892
26307,29236.509557472,21331,26209.313663885
25829.5,32652.721975137,20726.5,29727.4650397702
36021,42867.8545547589,37484,36933.1994090309
32215.5,45337.1373607172,30576.5,40666.7986169271
29075,26116.8847188207,25127,22435.6659292458
34922,29247.8627139034,35766,23618.4713944215
33710.5,36423.0846854878,33517.5,31206.8904111409
27075,32380.3646415132,22246,29201.5949334209
28758,33580.0068811357,24598,29994.0733645974
36786,34827.6393193793,38253,28772.7998923577
34268.5,30937.4999304354,34756.5,25487.0166460381
30499,26961.4191931037,27673,22815.4791165103
32658,31044.5484495047,31281,26248.538068602
28375.5,42478.4054569111,24008.5,38996.8922692474
34542,35251.7056172433,35226,29716.1816461163
13345.5,28264.747126038,10589.5,26779.1533615324
8565,17373.3980215342,8869,15971.7538613051
27416,45155.7659158947,22652,41909.7541373753
26783,32804.3331434681,21917,29679.10824725
25951,28982.2329591042,20879,26031.3220178667
30923,28873.5528159154,28469,24581.0407455158
26948,23825.8380444983,22093,20672.4990184255
10083,18825.7723462349,9313,17419.5976391735
30177,28098.0110760675,27031,24071.4895244538
34858,20680.2997093109,35673,15067.1614783686
11113,34351.776234971,9669,32930.6917767378
17286,21126.4026409771,12641,19434.665327282
6460,15289.2926512481,6849,14197.5916646255
7768,12247.9187616655,9955,10563.4144518039
7324,45647.1046918577,8736,44199.4345667027
1388,32652.7238325114,733,32577.867282969
644,18700.0603641192,316,18670.5388566211
4148,31574.2076484601,3088,31156.440834354
3400,34301.1375646221,2261,34017.1211207371
1419,42375.9807848818,750,42299.3163634034
2114,42195.2729184668,1193,42064.6985018506
1387,42516.0885537204,732,42441.3879771728
6764,42908.0536897807,7464,41701.687807666
2285,33214.4577792904,1326,33065.4289130124
8346,30050.0108845586,11355,28097.6089606521
7032,29411.5968248809,8028,28099.4246010554
5279,30737.5752854756,4669,30046.097235194
5920,33527.9608582466,5833,32623.4131795399
7874,26735.8279014004,10185,25007.9773060869
5327,40728.6502261142,4721,40028.8205318233
5577,42026.8072999573,5168,41245.3860492503
5322,33638.196410655,4708,32940.8764618543
5494,35573.0522345634,5051,34811.9287346202
8749,46969.8763228289,12393,44817.3080160369
852,35386.8334326601,441,35342.8170525956
7283,30923.0659967276,8649,29491.7375773282
1463,16317.9310986506,775,16238.5123316262
2577,33260.2192945419,1555,33079.2691228423
4820,19847.1763821334,3936,19286.5383441532
3951,27245.9701523483,2847,26868.4443610604
7858,17453.2123679037,10147,15732.6145119269
3790,32902.8077460366,2663,32555.3670133984
8238,26216.2607294934,11094,24313.7878538996
5325,33442.9938210421,4714,32744.5572480634
4136,28794.2142266411,3076,28378.3190884728
2694,34174.3281690445,1661,33977.507742661
5791,30678.9678746009,5594,29818.3265693235
7418,28683.3437874734,9048,27173.8729567389
1152,22038.1669394932,589,21980.2263907913
2900,33050.7385190933,1858,32823.7337713581
1480,33571.6900174553,784,33491.3495900352
3326,19145.5897205036,2206,18869.0068120091
546,42279.4314798773,285,42250.7075765481
11132,29947.2681550256,18800,26552.8863019309
12095,22943.4090033722,21254,19076.41867506
12895,24256.8497493582,23129,20032.6283308266
11127,29370.3895693158,18789,25978.0849915824
10767,27908.5377539793,17905,24685.6906281918
1460,35630.089470157,774,35550.706151988
2914,45575.9347388229,1870,45347.1788392893
2774,35582.2758847124,1735,35374.2750291307
3779,26537.7943244005,2636,26195.5290557377
8330,32218.9908151955,11313,30274.7065708837
2792.5,31721.7487089092,1748.5,31511.943528246
4149,28530.0581620805,3089,28112.1353749795
2946,21517.794022103,1903,21283.8307516707
6295,33117.1081183525,6582,32073.1986524565
5878,43634.2105541188,5749,42745.2956139045
1968.5,31690.8985065802,1092.5,31573.2875828064
6080,52005.5614634328,6132,51046.0014315861
12745,39276.4804065427,22749,35125.3890020747
7242,28106.8986153076,8557,26692.9930769866
6533,34378.7878065726,6995,33259.915631618
9819,28469.8107091329,15054,25806.3213102253
11757,28040.1266706039,20346,24349.1092013199
11884,28468.0771099744,20710,24706.0033600559
1083.5,31608.7802769298,555.5,31553.9556511146
10189,28114.9488511246,16241,25217.0853964168
421,35991.6128537636,233,35966.6004150762
6547,43877.5087181635,7044,42748.884694023
4855,25073.6441316395,3988,24503.8710427437
10466,28244.8490654431,17089,25180.3108693265
14721,27694.392978653,27431,22649.9668518182
11743,44664.9716793257,20320,40978.7326527434
9893,32746.8635434281,15315,30031.3961858377
8455,45825.232904035,11643,43817.1238471432
11130,34840.1220211492,18791,31447.5657594959
1721.5,31684.976892353,949.5,31583.4028515885
2768.5,31707.0727128123,1731.5,31499.497238573
7595,26260.5927434784,9536,24656.2655875936
9689,26834.9738125658,14655,24249.9281353419
1511,14724.4956899092,802,14642.1311554886
815,51140.8001391686,422,51098.6625287509
5469,29772.1840256006,5016,29017.1222011731
3452,46036.5655864452,2317,45743.5736065716
2558,34549.164553228,1542,34369.8804580427
4624.5,31690.6233197993,3699.5,31169.3436399515
4538,52355.1029430705,3582,51854.0182142747
4840,19372.5414575907,3969,18805.9729038753
6138,41991.7139631778,6259,41008.1872781794
4065,32241.26036192,2985,31840.7640076742
5972,14979.2810087388,5924,14058.1895667851
7678.5,32460.3584082452,9719.5,30821.3840008405
9766,27065.5175254239,14881,24436.2429029847
14732,28029.301505351,27471,22976.8888587019
5869,23992.216142816,5735,23105.7861348777
1397,50454.6466363277,739,50379.0350350255
5099.5,31996.3650559023,4336.5,31365.9681230629
4396.5,31955.2125614739,3415.5,31481.603888058
3365,35120.9479230735,2237,34840.0119482973
10475,19500.0670028966,17103,16433.0438745041
16133,19131.0867870905,30341,13542.5066649134
13545,49658.3377359813,24685,45136.8249023577
379,31348.5719174085,212,31325.5694081485
5009,33423.2558609872,4212,32814.3264763728
13495,31237.3554996466,24578,26735.9667144418
4234,35154.9660551474,3199,34718.3796868737
2527,42548.1843741796,1514,42373.0867366402
3981,42387.7640619348,2874,42006.2077859959
9228,47389.1127821297,13467,45033.1735474272
4262,34329.7368720186,3228,33888.5670248256
17353,33981.2044110221,32377,28025.8894225143
8230,34280.8582841511,11080,32380.930602903
13130,36336.9054652275,23686,32006.4027021363
13197,33906.1527672435,23836,29547.2523031439
7250,42910.8312206358,8588,41490.7044918722
9742,43553.1243778258,14821,40935.3775695852
9462,36039.8312159394,14011,33580.3614304465
10306,41167.0399389342,16587,38201.4098140563
12154,50471.5867243363,21405,46575.5003633935
1564,35495.8949883414,839,35408.7236462278
2451,16523.7816496734,1449.5,16358.051256498
6437,34147.4131443353,6821,33060.3807119161
10125,23403.4453641873,16056,20541.7286239555
8136,29877.7551503937,10798,28033.1411227894
14498,21172.0678260025,26855,16238.7546547896
6724,34547.8833661796,7392,33354.6759259224
14649,32695.6186748445,27217,27693.1279827992
12169,36112.5662115928,21460,32205.4908531467
5684,35021.8174298552,5393,34198.1913310887
9512,34814.8452061683,14142,32330.0617307079
13949,34310.3049222483,25627,29609.4445340034
1957,21577.2708263044,1082,21461.2373569064
5448,34159.7022788655,4954,33416.7815249747
3279,34624.9593467592,2168,34353.7610534404
5104,19564.6840533954,4343,18933.1527719503
18068,40936.7377790373,33721,34733.8902436481
8126,28059.1979972698,10776,26218.7385203879
889,42461.9888512339,461,42415.877466458
16339,31235.7232916908,30759,25569.1708989018
16290,24196.5595462707,30675,18545.2180574861
17438,25651.2977026439,32556,19662.3989135111
16846,30603.9268809886,31523,24802.7237682439
17246,33235.3205909899,32194,27313.1285778315
2032,35986.7315037735,1140,35862.6760558611
3360,45588.2118321812,2232,45308.0557223791
1212,28442.3900228306,621,28381.1456762464
913,40774.9967045083,468,40728.8179639538
7270,34628.5347266853,8624,33201.8287769929
2343.5,31777.2819740022,1362.5,31623.885858947
7104,30821.0732262271,8190,29478.2097909674
4819,24367.1836732196,3935,23806.7016082342
9674,38840.6782761083,14606,36265.3241860007
9355,46512.6851937129,13724,44108.8268302801
3146.5,31863.9978139768,2059.5,31608.2763009227
7869,52079.2322994401,10177,50352.8102742942
21036,44816.9493981646,36877,38110.5218220258
14844,33807.6254996565,27764,28698.6053309087
2269.5,31799.6325714212,1322.5,31650.4264657886
11790,37318.6091854784,20461,33604.7133320742
13768,32658.6648413292,25239,28030.7962235032
16937,32129.6245334891,31704,26294.7667224086
18628,34329.651080885,34672,27954.9107581683
1495.5,31688.244222287,793.5,31606.7836238344
16824,33761.3985254026,31495,27964.924228931
502,35946.9648459574,267,35919.4816427226
10181,47317.7355546724,16211,44425.8770553427
11529,29990.1574537612,19751,26414.0600959766
17859,34003.2227484082,33330,27872.3283506796
22878,32452.0249015951,38015,25610.5245544284
17623,48637.1821975456,32923,42580.0736226279
13078,37193.424240057,23554,32888.3308778584
9014,42080.2041255643,12984,39815.8103441101
15316,39453.3138027003,28966,34112.8227832946
3238.5,31874.9453243324,2142.5,31606.8204113359
5300.5,32276.4797986154,4688.5,31582.0807990743
11209,31932.2030474093,18973,28505.0527075192
18030,30700.9256957187,33611,24519.5740587784
3016,12903.1796595657,1959,12661.3255703995
1555,51393.8753403016,827,51308.756460335
10410,30579.8819908463,16953,27541.3770876016
6002,35434.4242358199,5999,34498.9230261179
5844.5,32392.1746241737,5704.5,31510.8633649956
9987,54286.0321836073,15601,51514.386232115
9423,23257.8777600106,13925,20814.6539693482
13462,44212.3551855819,24506,39724.5466767226
10100,36127.1265592081,15961,33284.4455983635
1973,34792.5878277165,1098,34674.0587904014
12780,23854.8295953235,22841,19685.9537373588
14123.5,34002.9497210498,26035.5,29224.2730401102
18496,33242.8455070342,34433,26911.8307715377
21231,33508.4139014442,37019,26783.0320497358
7743,25828.4027164373,9898,24154.717253511
2287,51400.7928542689,1327,51251.6682770658
10600.5,34082.0716920949,17450.5,30947.469768528
7860,36410.5159886669,10150,34689.3899516359
4564,34662.2164253863,3619,34154.6978130155
14792.5,33651.0881749364,27645.5,28564.588364745
