"x.prod","y.prod","x.sum","y.sum"
8198.5,29079.7830517028,24304.5,24318.3565044361
2075.5,32553.7687059761,2751.5,32083.8718516125
1202,36489.6524889678,1131,36317.5256387783
1933,33497.1775949163,2463,33081.077211735
5085,39003.8899510623,13040,36490.617334111
2094.5,33950.3369332345,2786.5,33474.016830937
11135,21278.9713627652,32266,14972.9489169739
4399,26282.4943828143,10519,24273.010583713
7915,29714.8449261302,23407,25130.4050525133
7959,23363.9295047483,23567,18747.5435518743
3814,37975.132800454,7973,36480.9301648563
5417,39412.1708783867,14295,36647.5302625986
5236,34572.1055366471,13574,31952.4629677649
5817,36712.2056170649,16095,33582.4467130134
7160,41457.4601088181,21064,37334.1611287556
774,34634.0352713293,500,34572.5605810206
1163,44379.6250673697,1067,44218.9870405912
3338,22846.2798209022,6305,21684.0725277525
5714,30805.4373734094,15556,27786.0221759575
4326,36389.4733181688,10223,34439.5959670784
8921,25612.3764701631,26664,20384.2826335118
3505,21852.033807682,6875,20576.6362933938
9019,31768.2892346874,26984,26476.9058602192
7174,28354.5452140757,21128,24218.2508588595
2886,31750.9941402387,4796,30887.8471039505
5264,42288.2414622027,13695,39644.1217884648
8516,41348.5293665105,25385,36372.594039156
932,38442.0370488672,742,38337.7548799571
2752,23488.9870827223,4396,22704.2589549035
1553,30791.5454206931,1781,30500.0177650294
2559,32643.7572379402,3848,31965.895346028
11721,28037.7094712307,33577,21483.5164286949
4324,21982.3805350721,10208,20035.6261858101
484,38018.431767281,175,38009.7574727278
10317,28209.1024449163,30585,22217.2767695717
10294,24924.9386994961,30501,18949.8907419684
11214,25473.798967547,32408,19141.8318461
10709,28731.7528471823,31395,22588.3995008973
11037,28975.5068884469,32079,22704.0147168905
963,34379.7747864067,785,34268.0626338829
1586,28172.1656945982,1859,27865.7603522018
626,19936.2446064739,299,19909.3143778181
494,32853.6628122076,181,32844.2937279643
3824,23222.8705379935,8016,21719.9724153182
3711,50277.8956372549,7595,48859.222862868
2409,25403.7794614981,3502,24791.6955914556
5374,39056.2081971097,14081,36335.2506161327
5156,30027.9221236778,13313,27459.8959410603
4184,41806.7982364358,9597,39983.72682184
14100,31969.420855332,36835,24854.0974364069
9171,27436.6626295585,27507,22041.3481509389
6888,25311.1661135633,20113,21377.1153969043
8405,27655.0071742958,24984,22759.0930180785
10794,28402.4150741988,31569,22226.5591026115
12152,23404.3237328904,34550,16665.7069246152
10691,22848.7488033058,31362,16711.4464968954
336.5,21726.5963824014,61.5,21733.5761123899
5746,44736.3473483839,15728,41681.6681060641
6677,29804.8631030406,19411,26009.8941049704
11567,30785.4191657311,33220,24299.141682496
15674,24586.2398847304,37988,17316.4499341276
11368,33901.262355965,32798,27494.2439180879
7846,26153.9552720134,23266,21595.8464596848
4946,38753.3274339165,12580,36331.1465189577
9584,30604.3500001888,28774,24959.9539296044
6455,19821.0886825679,18565,16195.6763696113
11681,25067.6029567188,33480,18531.9742326537
1447,9262.3490596597,1550,9014.38392451239
766,48514.1568832029,493,48453.7137417882
5924,32313.0795688751,16466,29109.5454973433
3078.5,30348.603380196,5451.5,29355.3147075299
5599,47325.9050603456,15094,44399.4603246882
5208,33568.2230657336,13479,30967.4354900296
8180,29865.3459945717,24239,25116.9679957419
5692,34186.7209527116,15454,31188.0359663078
938,26810.5531847477,759,26702.9565921588
7614,29012.9082685,22588,24587.4260297476
12048,22032.1637908634,34329,15335.0676765988
14262,30248.0980680904,36976,23112.0479603597
4125,27848.6705456584,9275,26091.6713597272
1087,43674.7716804009,959,43532.9071232934
4178.5,31938.7756109782,9570.5,30121.102984209
2268,28363.0173396098,3159,27816.6051448708
15021,23534.6577006983,10455,22179.1166501676
17143,26866.154028176,13128,25060.4927620885
4504,30834.2501958587,3178,30418.4755227613
4589,38747.5457777865,3203,38331.4875040012
6504,40202.745880147,3782,39776.8893674925
4503,40160.4236661089,3177,39744.8049660063
13040.5,31479.0852339332,8081.5,30517.4290799975
17297.5,29849.1972110165,13305.5,28014.4647107456
13112,33899.4366380931,8167,32923.6011241246
13546,37389.8106443882,8652,36335.254862378
13413,31868.7239516803,8532,30832.1015221421
2837.5,31444.2829179138,2796.5,31010.5751827643
16328,27577.3871164256,12170,25929.7654553417
4722,22642.8268148867,3235,22227.8638743077
7599.5,31524.6341199277,4222.5,31069.543158715
10561,21661.6628838815,6009,20998.7340993342
10237.5,31730.7445855236,5781.5,31097.5144986053
17802,22760.0024637336,13988,20808.0917460916
13898,29993.9233566534,9074,28869.3286259506
16571,26298.1498669448,12488,24596.4091382808
3822,11908.6773505911,3014,11487.266496535
8407.5,31625.9650977054,4575.5,31143.2349110392
1671,38964.0612131031,2588,38505.1427845926
21547,21255.8358598912,20205,18185.273197149
4716,34008.8593594721,3234,33593.7510815395
10190,31932.3256065232,5741,31304.9905914071
17959,28823.7820212243,14187,26838.3016706858
8497,31317.12938619,4651,30823.466907391
14802,32249.8221665995,10158,30945.3055369669
24112,31030.3075932229,24441,27198.3454059507
15160,31651.7826018993,10633,30266.1281375724
23024,22148.7317874949,22570,18655.7802741081
15192,35102.7780456046,10685,33707.8077441531
12309,29843.7614707971,7357,28994.6859171189
26403,23026.6743472659,28843,18380.9058076523
20278,29648.5326377793,18163,26943.0494103392
21980,25815.3770985437,20959,22607.8666733327
12284,16610.1777696011,7338,15763.7041304062
14522,37050.8074983693,9799,35807.0458773832
10801,36742.6177401082,6184,36056.3107159988
14212,12740.663636267,9456,11552.3894008037
20057,23406.9724768729,17839,20758.2314929337
4552,40691.096236983,3190,40275.6193224573
21157,26207.2344372387,19545,23255.8847098974
27965,28779.4138753205,31216,23714.6488804712
12545.5,32786.6164068638,7584.5,31902.599355492
7486,38434.5639098605,4165,37985.066719946
10608,39342.788420782,6039,38676.2049015752
17791.5,32575.7097639907,13971.5,30626.7341731814
24718.5,31211.5617112321,25474.5,27192.6695300505
16282,36435.5651429704,12117,34796.6318850998
20027,36605.0504289613,17789,33965.3133361572
20907,35911.8565720099,19153,33030.2054725357
5087.5,31210.5362073061,3329.5,30797.1648396078
7331,24396.6668587013,4069,23958.5876141765
14989.5,31963.696699214,10410.5,30615.8798538589
17635,23275.754753441,13751,21365.0279804503
15459.5,32436.0059651879,11045.5,30979.2030266218
26313,27116.1169759093,28667,22502.9822213785
19702,33012.7261844752,17254,30469.0896785373
25539,29279.438283055,27073,24964.3393794243
6103,14237.8242659198,3639,13818.7242775395
13343.5,31937.9564506784,8418.5,30921.6884871191
2999,40273.7413935248,2827,39843.1708131651
29042,24956.4420962098,33011,19568.4374096123
6286,34529.003485251,3711,34105.3625309814
3064,40608.6763895272,2843,40178.5630826661
16310,31149.311194785,12150,29504.9295177369
12236,31598.7334825062,7306,30756.2867860302
19924,34879.4357479627,17618,32270.4678580125
32306,34491.9383308951,37113,28413.6328051401
22892,32194.3147295624,22375,28735.5744605566
30305,25991.2670070053,35193,20207.5484036538
20731,35498.7568695234,18882,32665.0993482671
22509,31936.6426155192,21843,28569.859028143
33541,25703.7682161953,38125,19481.0564612297
24556,31838.6249024288,25209,27867.3505445511
27122,28527.1945715022,29916,23692.7342357725
19564,17728.6176565348,17054,15219.9119978823
25007,36252.2896475604,26059,32124.3936782742
20596,35931.1638155205,18666,33136.0776887911
24166,15417.0695846402,24541,11566.7380426796
30186,26379.0805269765,35043,20620.6259970086
6924,42606.0017185062,3911,42177.5609518053
13141,26753.2804851031,9292,25535.9281235645
15126,20350.0798020676,12267,18609.0483319354
14448,43575.8830699802,11241,42015.8510927893
3695,34308.8852520026,2344,34024.6986083258
1614.5,30509.3201959355,1898.5,30196.091037477
9421,33511.407604472,5198,32955.1466977878
3772,37481.607972883,2354,37199.8991579285
5386,37164.374907727,2894,36863.1621384376
3694,38053.2293871732,2343,37769.1987164913
13622,43700.4541795809,9995,42360.0746232103
5744.5,33324.3418149467,3045.5,33011.9733853721
15901,28531.8987627095,13358,26601.6579412034
14009,25704.7652833275,10578,24261.6421053154
11352,33290.8333102315,6992,32463.0127543944
12329,32176.597841465,8147,31157.9018282055
15239,27838.3689937044,12470,26060.2514193504
11435,34746.6426566709,7062,33908.6873981028
11806,38394.0425590944,7487,37486.5446259646
11418,33647.1717406156,7049,32811.0030827013
11706,36873.4059738828,7367,35985.8300415253
16478,45470.3993193967,14254,43381.1830942971
2290,35599.3476291506,2016,35301.4178786983
14405,27720.4771074036,11141,26179.4773676679
3888,14642.0689979955,2394,14358.7011805462
6358,33372.4259221309,3302,33041.5639782714
10566,28711.3571499317,6281,27989.9137381819
9046,29355.6968982779,4878,28846.0329361014
15225,22592.1352668951,12433,20821.1747209526
8752,34205.6004306605,4674,33722.331373153
15743,27233.2985312618,13138,25341.1080169375
11428,32457.7529159382,7054,31621.1057033984
9409,38355.2011685661,5175,37803.1905235295
6628,32833.2521018382,3426,32491.8477687988
12132,31919.5507970492,7881,30946.501683221
14634,35904.8217306329,11501,34299.7773816311
3103,24775.3753028169,2198,24487.0838332937
7074,33573.2698479728,3625,33215.7116201825
3939,31663.5033918607,2419,31377.8030633533
7863,29013.6931950066,4035,28615.0253637605
1340,38280.6793847812,1841,37963.341804398
19763,30963.9358621063,20313,27762.5122800358
21094,25197.7471274501,22488,21606.2210948175
22105,26662.9163591774,24297,22741.1460472925
19756,30571.4897465255,20304,27371.5904455478
19318,26487.5405935823,19528,23429.0449161445
3883,35942.2645350998,2392,35659.027877431
7095,42130.7666990671,3633,41772.7440942246
6796,30500.6565739892,3515,30150.131347918
8715,34931.4224947995,4638,34453.7082030358
15871,30802.4975553034,13321,28878.4495690935
9424,30990.5126577154,5200,30434.0000671112
