"x","y"
26133.5,31324.7388291756
22875,26160.8068563949
27048.5,30694.7388291756
26767.5,30764.2388291756
23410,30899.3068563949
22855,24994.7593466456
23261,26782.6487288874
28796,36775.7917601919
7216,22594.9110623727
30128,28858.5541597217
20002,17538.0541597217
26527,24762.6487288874
10780,17890.6487288874
28427,40553.0541597217
15297,19864.4110623727
21724,14315.7917601919
19499,19368.6487288874
27488,13493.7917601919
20754.5,28605.2388291756
19079,25537.4110623727
28031,21526.6487288874
22864,23950.7593466456
20032,20334.2917601919
28402,33862.0541597217
24818.5,31024.7388291756
15731,22793.7593466456
23840,25631.1487288874
26789,22784.1487288874
19541,25978.5541597217
9138,9324.80685639493
16723,19916.0541597217
23780,17451.0541597217
16430,23344.9110623727
10902,18608.2593466456
12669,22604.5541597217
17722,14655.2917601919
4588,22172.8068563949
31702,19438.1071446251
32707,17986.6071446251
33370,18520.6071446251
31696,19024.6071446251
31332,19408.1487288874
10766,20721.3475677286
16463,28237.2917601919
16003,28257.6509674676
20415,26855.9168571865
19033,22457.9625079007
28170,25836.8475677286
2860,20086.3444424617
16070,24006.6703958941
20079,32899.1509674676
16577,23061.9625079007
24858,31623.1487288874
23996,39307.7917601919
13071,23232.6703958941
24414,34541.6509674676
25927,29814.4168571865
33239,28948.1487288874
26445,16954.7917601919
9767,19511.1703958941
23263,33155.4168571865
25265,28358.8475677286
30145,24418.1509674676
32349,24408.6509674676
32512,19621.6487288874
8748,18387.6703958941
30662,16719.7917601919
3291,26470.2199903799
25301,30274.1487288874
21829,23762.9625079007
24210,19369.4168571865
30996,24529.6509674676
34754,18980.1487288874
22596,24778.9168571865
33701,30228.9168571865
32334,36329.7917601919
30261,27839.3475677286
28344,35706.1509674676
31697,23455.6487288874
12086,20686.6703958941
9295,25921.3444424617
7637,20190.8444424617
15986,24125.6703958941
27100,14855.7917601919
8123.5,20409.7388291756
29985,19753.1071446251
15412.5,32002.7388291756
11098,12413.2917601919
6908,29113.1071446251
23223,19305.6071446251
21770,20243.8444424617
18098,25761.1071446251
4763,15781.8444424617
4445,16905.8444424617
15240,27276.2199903799
21314,16638.1703958941
21109,37203.6071446251
21787,11687.3068563949
20832,26674.8444424617
31325.5,18679.2388291756
24977,12722.9168571865
24533,29681.9625079007
19832,27198.9625079007
24188,8581.80685639493
27228,20624.1703958941
30080,20328.3475677286
34769,23937.6509674676
23983,24273.1509674676
6694,21854.9168571865
10464,30418.1487288874
22357,23974.1703958941
20769,23760.6703958941
17828,25363.2199903799
26417.5,22194.7388291756
31003,24477.4625079007
35571,29273.9625079007
33893,36455.2917601919
2686,17157.2199903799
22147,33418.9110623727
33861,22819.2199903799
20327,25630.2199903799
15149,29066.8068563949
19574,33861.8068563949
35672.5,35740.7388291756
33544.5,30997.2388291756
29437,45542.7917601919
20401,24867.2199903799
33942.5,31334.7388291756
32467.5,30771.7388291756
36138,29097.2593466456
28024,27615.9110623727
33560,28732.2593466456
33615,27023.4110623727
26470,29140.8068563949
34421.5,31212.7388291756
34765.5,30346.2388291756
30054,31290.3068563949
29729,26791.2593466456
30800,30891.6487288874
32747,38675.7917601919
11400,24591.9110623727
37163,34617.0541597217
14885,17997.6487288874
35102,44922.0541597217
25093,24690.9110623727
30586,15341.2917601919
27866,20804.1487288874
34600,13930.7917601919
30404.5,28245.2388291756
25569,28735.4110623727
34706,24762.6487288874
32761,27521.7593466456
34449,36985.0541597217
33699.5,31818.2388291756
23608,25390.2593466456
29789,28983.6487288874
34198,25839.1487288874
28144,28025.0541597217
13003,12711.8068563949
23039,20809.0541597217
23148,26088.4110623727
17576,23027.2593466456
18639,23702.5541597217
22370,14687.7917601919
36464,29011.7917601919
27856,20744.6071446251
7528,26883.8068563949
35659,18997.6071446251
35636,17623.1071446251
36181,18000.6071446251
35879,19049.6071446251
36068,21453.6487288874
13311,21970.8475677286
17803,25907.7917601919
9502,24953.1509674676
4630,26611.4168571865
7650,19492.9625079007
26508,23567.8475677286
197,12541.3444424617
14467,22253.6703958941
26192,33767.6509674676
21723,24259.4625079007
29959,35120.1487288874
29574,40981.2917601919
17190,24097.6703958941
27506,33888.6509674676
30120,31204.9168571865
37382,34628.1487288874
34851,20443.2917601919
14214,21030.1703958941
26528,34405.4168571865
32409,30874.3475677286
34079,25177.6509674676
35930,24563.1509674676
36688,21953.1487288874
11006,19511.1703958941
35869,20371.2917601919
4122,26147.2199903799
30655,31724.1487288874
32113,27151.4625079007
33410,23265.9168571865
36370,26219.6509674676
37788,21105.6487288874
26817,25259.9168571865
37068,32969.9168571865
36267,38537.2917601919
33517,30034.8475677286
29174,30293.1509674676
35159,25766.6487288874
17475,22845.1703958941
12674,25259.3444424617
8984,18127.8444424617
22800,26460.6703958941
31776,17101.2917601919
8965.5,21934.7388291756
36441,21026.1071446251
24412.5,30037.2388291756
16834,12367.2917601919
11331,31585.1071446251
30943,19687.1071446251
30956,22456.3444424617
7878,18198.3444424617
5498,18382.8444424617
24263,27639.7199903799
23953,24406.6703958941
30374,40604.1071446251
29676,13549.3068563949
23508,34590.8444424617
37498.5,19958.2388291756
26901,16235.4168571865
33840,31743.9625079007
30534,29813.9625079007
13085,22009.7593466456
33268,10174.3068563949
34325,27589.1703958941
36633,27786.8475677286
37420,24829.6509674676
27336,24429.1509674676
11677,24125.9168571865
14276,31913.1487288874
31151,26615.1703958941
27491,25796.2199903799
21182,23591.7593466456
36195.5,21451.7388291756
34803,27758.6703958941
1546.5,37659
2340.5,37593.5
5783.5,35680.5
6052.5,30669.5
1263.5,23121.5
584.5,36429.5
5272.5,22558
6471.5,18478.5
2760.5,37793.5
4308.5,37749.5
7803.5,37414.5
10364.5,33149.5
2146.5,24769
979.5,36936
10066.5,24166.5
13552.5,22382.5
20528,26342.9625079007
22870,21671.9625079007
22061,38476.7917601919
7421,22044.3475677286
3594,15104.7199903799
15696,29146.9110623727
13786,29180.7199903799
7525,33249.8068563949
10122,32956.8068563949
25836.5,30664.7388291756
7420,33191.3068563949
21134,42114.2917601919
21341.5,34345.7388291756
10646,26916.7199903799
21732.5,34674.7388291756
24430.5,31617.7388291756
23736,31427.2593466456
21556,24625.7593466456
21494.5,30928.2388291756
18217,33331.9110623727
19462,29248.2593466456
23033,25020.4110623727
26029.5,34556.7388291756
21591.5,33511.2388291756
18302,31472.3068563949
22534.5,32639.7388291756
22228.5,32910.2388291756
18800,35348.3068563949
18289,30353.7593466456
18666,30043.1487288874
24405,42997.2917601919
4888,30166.9110623727
25880,33028.0541597217
15641,14574.0541597217
21983,27660.1487288874
7724,32017.1487288874
23975,31941.0541597217
11596,25671.4110623727
17268,15992.2917601919
15220,19895.1487288874
23000,14557.2917601919
16317.5,30718.2388291756
14850,30424.4110623727
23553,21953.1487288874
18295,27871.7593466456
15667,23217.7917601919
23954,35211.0541597217
20188.5,32363.2388291756
11954,27677.2593466456
19225,26013.6487288874
22250,24525.1487288874
15248,25090.5541597217
6383,12696.3068563949
12754,18306.0541597217
19181,18245.0541597217
12506,27582.4110623727
7829,24062.2593466456
9328,17860.5541597217
13631,15736.2917601919
2995,28721.8068563949
27733,22935.6071446251
28909,19031.1071446251
29803,20996.1071446251
27724,22179.6071446251
27297,20139.1487288874
7718,25340.8475677286
12535,38854.7917601919
12157,33703.1509674676
16005,35453.9168571865
14791,30203.9625079007
23716,35668.3475677286
1808,22009.3444424617
12204,30813.6703958941
15700,29496.1509674676
12629,23614.4625079007
20249,29551.6487288874
19377,38356.7917601919
9673,27083.1703958941
19781,38050.1509674676
21425,34438.9168571865
29626,32744.6487288874
21908,19280.2917601919
6894,24704.1703958941
18667,36945.9168571865
20692,32912.3475677286
25909,25238.6509674676
28498,24987.6509674676
28652,20879.6487288874
6075,23110.1703958941
26496,20399.7917601919
2084,30521.7199903799
20732,33951.1487288874
17346,28168.4625079007
19600,22333.4168571865
26885,26056.1509674676
31605,20566.1487288874
18069,30298.9168571865
30222,34863.4168571865
28482,41460.7917601919
26053,34083.8475677286
23912,41082.6509674676
27727,26730.1487288874
8816,26595.1703958941
6506,30847.3444424617
5220,25463.8444424617
12151,28998.1703958941
22570,18144.2917601919
5568.5,24023.7388291756
25731,23293.6071446251
11683.5,33108.2388291756
8001,20760.2917601919
4642,34588.1071446251
18637,21220.6071446251
17309,21921.3444424617
13962,31319.6071446251
3135,23995.3444424617
2903,21463.8444424617
11541,31244.7199903799
16841,21770.6703958941
16626,42331.6071446251
17320,14922.3068563949
16387,33660.3444424617
27287.5,22398.2388291756
20406,12839.9168571865
19908,35075.4625079007
15511,32174.9625079007
19573,10158.8068563949
22683,25939.1703958941
25828,30747.3475677286
31626,24089.1509674676
19363,24170.1509674676
4482,24854.4168571865
7459,37868.1487288874
17826,29700.1703958941
16326,28578.1703958941
13718,31938.2199903799
21883.5,24855.2388291756
26892,31358.9625079007
32849,28039.9625079007
30473,42957.2917601919
1692,22222.2199903799
17647,31389.4110623727
30418,26189.2199903799
15932,31263.2199903799
11447,35635.8068563949
15268,35157.3068563949
33011.5,32883.7388291756
30013.5,35781.7388291756
25134,45276.2917601919
15981,28880.2199903799
30546.5,35140.7388291756
28607.5,33224.7388291756
33682,36665.7593466456
23546,37100.9110623727
30036,33745.2593466456
30103,34438.4110623727
21930,35617.3068563949
31184.5,33590.2388291756
31616.5,33224.7388291756
25795,36999.8068563949
25441,32568.7593466456
26650,34764.1487288874
28965,45113.7917601919
8232,31569.9110623727
35410,40472.5541597217
11205,34313.6487288874
32096,38687.0541597217
20500,30117.9110623727
26395,18588.2917601919
23413,22389.6487288874
31399,16052.2917601919
26215.5,30989.2388291756
21052,33755.9110623727
31530,25943.1487288874
28989,32626.7593466456
31231,39250.0541597217
30220.5,33580.7388291756
19046,31469.2593466456
25500,29562.1487288874
30891,28784.1487288874
23690,27384.5541597217
9619,15021.8068563949
18452,19489.5541597217
18559,31103.9110623727
13488,28951.2593466456
14457,18787.0541597217
17834,15081.7917601919
34174,36197.7917601919
23396,27674.1071446251
5134,33206.8068563949
32993,23518.1071446251
32973,19231.6071446251
33750,20507.1071446251
33321,22798.1071446251
33609,23966.1487288874
9864,27451.8475677286
