Pair	jaccard	forbes	tetra
BCP_ENCSR000BNU_K562_ATF3(TFsFromGheorghe)MACS_ENCSR000BSK_SK-N-SH_JUND (TFsFromGheorghe)	23137	16703	21472
BCP_ENCSR000BRX_GM12878_CEBPB(TFsFromGheorghe)MACS_ENCSR000BVO_T47D_JUND (TFsFromGheorghe)	6256	13779	7576
MACS_ENCSR000BSY_Ishikawa_YY1(TFsFromGheorghe)MACS_ENCSR000BUX_MCF-7_EGR1 (TFsFromGheorghe)	33094	29194	33807
BCP_ENCSR000BUQ_SK-N-SH_TEAD4(TFsFromGheorghe)MACS_ENCSR000EGC_K562_RCOR1 (TFsFromGheorghe)	14548	10089	9645
BCP_ENCSR000BSQ_Ishikawa_EGR1(TFsFromGheorghe)BCP_ENCSR000EDQ_HepG2_RCOR1 (TFsFromGheorghe)	28312	31006	26843
MACS_ENCSR000EDQ_HepG2_RCOR1(TFsFromGheorghe)MACS_ENCSR555PBN_MCF-7_MAFK (TFsFromGheorghe)	8780	2548	2600
BCP_ENCSR000BLT_GM12892_YY1(TFsFromGheorghe)BCP_ENCSR618ICR_A549_RCOR1 (TFsFromGheorghe)	8461	26481	17783
MACS_ENCSR000DOO_MCF_10A_FOS(TFsFromGheorghe)MACS_ENCSR000EEX_HepG2_CEBPB (TFsFromGheorghe)	26911	10510	18921
BCP_ENCSR000BMH_K562_YY1(TFsFromGheorghe)MACS_ENCSR000BRY_H1-hESC_TEAD4 (TFsFromGheorghe)	23604	13095	19115
BCP_ENCSR000BNT_HepG2_YY1(TFsFromGheorghe)MACS_ENCSR000EIB_SK-N-SH_JUND (TFsFromGheorghe)	17085	8100	10470
BCP_ENCSR000BUQ_SK-N-SH_TEAD4(TFsFromGheorghe)MACS_ENCSR000DOO_MCF_10A_FOS (TFsFromGheorghe)	28707	21276	29268
BCP_ENCSR000FAU_K562_STAT1(TFsFromGheorghe)BCP_ENCSR382MOM_liver_YY1 (TFsFromGheorghe)	3236	19031	13356
BCP_ENCSR000DYV_GM12878_MAFK(TFsFromGheorghe)BCP_ENCSR177HDZ_HepG2_FOS (TFsFromGheorghe)	11267	16055	10558
BCP_ENCSR000DYS_GM12878_JUND(TFsFromGheorghe)BCP_ENCSR000EEE_HepG2_CEBPB (TFsFromGheorghe)	7509	6434	6147
BCP_ENCSR000EWF_K562_YY1(TFsFromGheorghe)MACS_ENCSR382MOM_liver_YY1 (TFsFromGheorghe)	17025	20154	30887
BCP_ENCSR000DON_MCF_10A_FOS(TFsFromGheorghe)BCP_ENCSR555PBN_MCF-7_MAFK (TFsFromGheorghe)	13046	6279	7442
BCP_ENCSR000BLZ_SK-N-SH_YY1(TFsFromGheorghe)BCP_ENCSR000BPS_A549_ATF3 (TFsFromGheorghe)	30118	26595	27468
BCP_ENCSR000BRP_HepG2_TEAD4(TFsFromGheorghe)BCP_ENCSR000DYI_A549_CEBPB (TFsFromGheorghe)	18432	16220	16787
BCP_ENCSR000BRZ_HCT116_EGR1(TFsFromGheorghe)MACS_ENCSR000EEB_HepG2_MAFK (TFsFromGheorghe)	3695	1984	2420
BCP_ENCSR000DZC_GM12878_RCOR1(TFsFromGheorghe)BCP_ENCSR000EDJ_HeLa-S3_NRF1 (TFsFromGheorghe)	15973	30894	20531
BCP_ENCSR000EGN_K562_JUND(TFsFromGheorghe)MACS_ENCSR000EFM_IMR-90_CEBPB (TFsFromGheorghe)	26877	6654	18837
BCP_ENCSR000DZC_GM12878_RCOR1(TFsFromGheorghe)MACS_ENCSR000EDA_HeLa-S3_CEBPB (TFsFromGheorghe)	15953	11305	19425
BCP_ENCSR000BSA_HCT116_JUND(TFsFromGheorghe)MACS_ENCSR000EEH_HepG2_NRF1 (TFsFromGheorghe)	847	713	437
MACS_ENCSR000EDT_HepG2_BHLHE40(TFsFromGheorghe)MACS_ENCSR541WQI_A549_MAFK (TFsFromGheorghe)	20508	2765	9017
MACS_ENCSR000EDT_HepG2_BHLHE40(TFsFromGheorghe)MACS_ENCSR000EHZ_SK-N-SH_NRF1 (TFsFromGheorghe)	33871	31217	34235
BCP_ENCSR994YLZ_liver_YY1(TFsFromGheorghe)MACS_ENCSR000EGN_K562_JUND (TFsFromGheorghe)	26421	14828	23595
BCP_ENCSR000BSM_SK-N-SH_YY1(TFsFromGheorghe)BCP_ENCSR000EYV_GM12878_JUND (TFsFromGheorghe)	4445	9420	4383
BCP_ENCSR000BIO_A549_NR3C1(TFsFromGheorghe)MACS_ENCSR000BSK_SK-N-SH_JUND (TFsFromGheorghe)	2252	12956	10743
BCP_ENCSR000BJT_A549_NR3C1(TFsFromGheorghe)MACS_ENCSR000ECC_H1-hESC_NRF1 (TFsFromGheorghe)	28670	34006	28205
BCP_ENCSR000DYV_GM12878_MAFK(TFsFromGheorghe)MACS_ENCSR000BUD_A549_TEAD4 (TFsFromGheorghe)	6262	5733	4099
BCP_ENCSR000EEE_HepG2_CEBPB(TFsFromGheorghe)BCP_ENCSR000EEH_HepG2_NRF1 (TFsFromGheorghe)	3307	8849	6625
BCP_ENCSR000DZC_GM12878_RCOR1(TFsFromGheorghe)BCP_ENCSR000EEX_HepG2_CEBPB (TFsFromGheorghe)	15496	14989	12610
BCP_ENCSR135ANT_MCF-7_NRF1(TFsFromGheorghe)MACS_ENCSR000ECM_HeLa-S3_RCOR1 (TFsFromGheorghe)	27148	24700	25325
BCP_ENCSR000BMD_K562_ELF1(TFsFromGheorghe)MACS_ENCSR000EHK_K562_STAT1 (TFsFromGheorghe)	13983	29481	21749
BCP_ENCSR000BUQ_SK-N-SH_TEAD4(TFsFromGheorghe)MACS_ENCSR000ECK_HeLa-S3_MAFK (TFsFromGheorghe)	21431	17273	17049
BCP_ENCSR000EGX_K562_MAFK(TFsFromGheorghe)MACS_ENCSR000EDA_HeLa-S3_CEBPB (TFsFromGheorghe)	23200	8623	18577
BCP_ENCSR000BLZ_SK-N-SH_YY1(TFsFromGheorghe)MACS_ENCSR000FAU_K562_STAT1 (TFsFromGheorghe)	5861	17897	12299
BCP_ENCSR000EFM_IMR-90_CEBPB(TFsFromGheorghe)MACS_ENCSR853ADA_HepG2_NRF1 (TFsFromGheorghe)	14641	1968	3978
BCP_ENCSR000BRG_GM12878_EGR1(TFsFromGheorghe)MACS_ENCSR000EBS_H1-hESC_MAFK (TFsFromGheorghe)	2785	10735	5479
BCP_ENCSR000ECM_HeLa-S3_RCOR1(TFsFromGheorghe)MACS_ENCSR000BKC_H1-hESC_ATF3 (TFsFromGheorghe)	28956	30128	27677
BCP_ENCSR000FAV_K562_STAT1(TFsFromGheorghe)MACS_ENCSR000EGX_K562_MAFK (TFsFromGheorghe)	6899	29833	21778
MACS_ENCSR000EEI_HepG2_JUND(TFsFromGheorghe)MACS_ENCSR555PBN_MCF-7_MAFK (TFsFromGheorghe)	14782	3743	7161
BCP_ENCSR000BJT_A549_NR3C1(TFsFromGheorghe)MACS_ENCSR000EDA_HeLa-S3_CEBPB (TFsFromGheorghe)	19115	18449	28780
BCP_ENCSR000DOP_MCF_10A_FOS(TFsFromGheorghe)BCP_ENCSR000EBS_H1-hESC_MAFK (TFsFromGheorghe)	14080	10718	12438
MACS_ENCSR000BPT_A549_ELF1(TFsFromGheorghe)MACS_ENCSR000EUM_GM12878_YY1 (TFsFromGheorghe)	13845	29036	23941
BCP_ENCSR000DOG_K562_ATF3(TFsFromGheorghe)BCP_ENCSR000EDJ_HeLa-S3_NRF1 (TFsFromGheorghe)	16430	35566	23837
BCP_ENCSR000BUB_A549_CEBPB(TFsFromGheorghe)BCP_ENCSR000BUD_A549_TEAD4 (TFsFromGheorghe)	31194	31973	30654
BCP_ENCSR000EIB_SK-N-SH_JUND(TFsFromGheorghe)MACS_ENCSR000EGG_K562_RCOR1 (TFsFromGheorghe)	20905	8181	16410
BCP_ENCSR000BRP_HepG2_TEAD4(TFsFromGheorghe)MACS_ENCSR000EDA_HeLa-S3_CEBPB (TFsFromGheorghe)	16405	12418	20776
BCP_ENCSR000BRF_A549_JUND(TFsFromGheorghe)BCP_ENCSR000BTA_SK-N-SH_ELF1 (TFsFromGheorghe)	27739	31875	30254
MACS_ENCSR000DOT_MCF_10A_FOS(TFsFromGheorghe)MACS_ENCSR000ECK_HeLa-S3_MAFK (TFsFromGheorghe)	28475	15934	24809
BCP_ENCSR000EWF_K562_YY1(TFsFromGheorghe)MACS_ENCSR000EEE_HepG2_CEBPB (TFsFromGheorghe)	6481	5585	7947
BCP_ENCSR000BMD_K562_ELF1(TFsFromGheorghe)MACS_ENCSR000BLB_Ishikawa_NR3C1 (TFsFromGheorghe)	25951	26156	23672
MACS_ENCSR000EZE_HeLa-S3_FOS(TFsFromGheorghe)MACS_ENCSR475SOC_MCF-7_ELF1 (TFsFromGheorghe)	6005	8187	6515
BCP_ENCSR000EYV_GM12878_JUND(TFsFromGheorghe)MACS_ENCSR000EWF_K562_YY1 (TFsFromGheorghe)	399	173	170
BCP_ENCSR000BLT_GM12892_YY1(TFsFromGheorghe)BCP_ENCSR000DOP_MCF_10A_FOS (TFsFromGheorghe)	10900	2491	3549
BCP_ENCSR000BLZ_SK-N-SH_YY1(TFsFromGheorghe)BCP_ENCSR000BSR_MCF-7_CEBPB (TFsFromGheorghe)	14726	6179	7388
BCP_ENCSR000EWF_K562_YY1(TFsFromGheorghe)MACS_ENCSR000BMZ_HepG2_ELF1 (TFsFromGheorghe)	25235	29437	31700
BCP_ENCSR000EDT_HepG2_BHLHE40(TFsFromGheorghe)BCP_ENCSR000FAV_K562_STAT1 (TFsFromGheorghe)	2446	17336	8846
MACS_ENCSR000BNU_K562_ATF3(TFsFromGheorghe)MACS_ENCSR555PBN_MCF-7_MAFK (TFsFromGheorghe)	15680	8936	9545
BCP_ENCSR000EYV_GM12878_JUND(TFsFromGheorghe)MACS_ENCSR000BPT_A549_ELF1 (TFsFromGheorghe)	2067	2628	1666
BCP_ENCSR000BVO_T47D_JUND(TFsFromGheorghe)MACS_ENCSR000EHJ_K562_STAT1 (TFsFromGheorghe)	4239	7934	3366
BCP_ENCSR000EFH_IMR-90_MAFK(TFsFromGheorghe)MACS_ENCSR000BKD_H1-hESC_YY1 (TFsFromGheorghe)	11546	852	1743
BCP_ENCSR000EBZ_H1-hESC_JUND(TFsFromGheorghe)MACS_ENCSR000EDH_HeLa-S3_JUND (TFsFromGheorghe)	28560	21164	27707
BCP_ENCSR000BIO_A549_NR3C1(TFsFromGheorghe)BCP_ENCSR000BRQ_K562_CEBPB (TFsFromGheorghe)	5827	24496	15546
BCP_ENCSR494TDU_K562_NRF1(TFsFromGheorghe)MACS_ENCSR000DOP_MCF_10A_FOS (TFsFromGheorghe)	13101	2693	5419
BCP_ENCSR000BMH_K562_YY1(TFsFromGheorghe)BCP_ENCSR000ECC_H1-hESC_NRF1 (TFsFromGheorghe)	15367	23854	18219
MACS_ENCSR000BNE_K562_EGR1(TFsFromGheorghe)MACS_ENCSR000EDZ_HepG2_MAFK (TFsFromGheorghe)	15366	1552	3409
BCP_ENCSR000BKP_H1-hESC_JUND(TFsFromGheorghe)MACS_ENCSR000EGX_K562_MAFK (TFsFromGheorghe)	18409	11211	12471
BCP_ENCSR000BID_HepG2_BHLHE40(TFsFromGheorghe)MACS_ENCSR000ECK_HeLa-S3_MAFK (TFsFromGheorghe)	7282	15703	10826
BCP_ENCSR000BSS_MCF-7_ELF1(TFsFromGheorghe)MACS_ENCSR000FAV_K562_STAT1 (TFsFromGheorghe)	6746	26620	15508
MACS_ENCSR000DKB_K562_FOS(TFsFromGheorghe)MACS_ENCSR000EBZ_H1-hESC_JUND (TFsFromGheorghe)	32775	25915	29864
BCP_ENCSR000EGV_K562_BHLHE40(TFsFromGheorghe)MACS_ENCSR904YPP_GM12878_NR3C1 (TFsFromGheorghe)	32492	25285	29437
BCP_ENCSR000BRP_HepG2_TEAD4(TFsFromGheorghe)MACS_ENCSR000BVO_T47D_JUND (TFsFromGheorghe)	23439	25953	21300
BCP_ENCSR000DZC_GM12878_RCOR1(TFsFromGheorghe)MACS_ENCSR000BKD_H1-hESC_YY1 (TFsFromGheorghe)	23617	20282	26465
BCP_ENCSR000BMH_K562_YY1(TFsFromGheorghe)BCP_ENCSR000BRQ_K562_CEBPB (TFsFromGheorghe)	23410	18074	18403
BCP_ENCSR000BLB_Ishikawa_NR3C1(TFsFromGheorghe)BCP_ENCSR000EBU_H1-hESC_CHD1 (TFsFromGheorghe)	16212	27094	17176
BCP_ENCSR000BID_HepG2_BHLHE40(TFsFromGheorghe)MACS_ENCSR000EZE_HeLa-S3_FOS (TFsFromGheorghe)	5634	11726	9004
BCP_ENCSR000BSD_HCT116_CEBPB(TFsFromGheorghe)BCP_ENCSR000DOP_MCF_10A_FOS (TFsFromGheorghe)	26530	25155	28403
BCP_ENCSR000EHZ_SK-N-SH_NRF1(TFsFromGheorghe)MACS_ENCSR000BSD_HCT116_CEBPB (TFsFromGheorghe)	5442	4519	3107
BCP_ENCSR837EYC_K562_NRF1(TFsFromGheorghe)MACS_ENCSR000BVO_T47D_JUND (TFsFromGheorghe)	6475	3656	2516
MACS_ENCSR000DZE_GM12878_CHD1(TFsFromGheorghe)MACS_ENCSR000EZE_HeLa-S3_FOS (TFsFromGheorghe)	815	1834	1102
BCP_ENCSR000ECC_H1-hESC_NRF1(TFsFromGheorghe)MACS_ENCSR000EFM_IMR-90_CEBPB (TFsFromGheorghe)	4411	4760	8353
BCP_ENCSR000BRY_H1-hESC_TEAD4(TFsFromGheorghe)MACS_ENCSR135ANT_MCF-7_NRF1 (TFsFromGheorghe)	21086	16149	16500
MACS_ENCSR000BSA_HCT116_JUND(TFsFromGheorghe)MACS_ENCSR000EBU_H1-hESC_CHD1 (TFsFromGheorghe)	14538	10244	10773
BCP_ENCSR000BRF_A549_JUND(TFsFromGheorghe)BCP_ENCSR000BSR_MCF-7_CEBPB (TFsFromGheorghe)	22734	14032	16297
BCP_ENCSR000BPM_A549_YY1(TFsFromGheorghe)BCP_ENCSR000EFH_IMR-90_MAFK (TFsFromGheorghe)	13073	4597	5753
BCP_ENCSR000BSK_SK-N-SH_JUND(TFsFromGheorghe)BCP_ENCSR000BTA_SK-N-SH_ELF1 (TFsFromGheorghe)	21622	26628	22922
BCP_ENCSR000EFM_IMR-90_CEBPB(TFsFromGheorghe)MACS_ENCSR000EEX_HepG2_CEBPB (TFsFromGheorghe)	32962	19378	29142
BCP_ENCSR000BRK_K562_TEAD4(TFsFromGheorghe)BCP_ENCSR000ECM_HeLa-S3_RCOR1 (TFsFromGheorghe)	27102	19662	22114
MACS_ENCSR000BPM_A549_YY1(TFsFromGheorghe)MACS_ENCSR000EDJ_HeLa-S3_NRF1 (TFsFromGheorghe)	25891	31369	34640
BCP_ENCSR000BLT_GM12892_YY1(TFsFromGheorghe)MACS_ENCSR000BVH_HCT116_ELF1 (TFsFromGheorghe)	27090	30136	26856
MACS_ENCSR000BUB_A549_CEBPB(TFsFromGheorghe)MACS_ENCSR000DZC_GM12878_RCOR1 (TFsFromGheorghe)	2108	14832	11843
BCP_ENCSR000DOP_MCF_10A_FOS(TFsFromGheorghe)MACS_ENCSR000EBV_H1-hESC_CEBPB (TFsFromGheorghe)	20394	6856	11249
BCP_ENCSR000DZM_GM12878_STAT1(TFsFromGheorghe)MACS_ENCSR000EGG_K562_RCOR1 (TFsFromGheorghe)	699	10943	10963
MACS_ENCSR000DZM_GM12878_STAT1(TFsFromGheorghe)MACS_ENCSR000DZO_GM12878_NRF1 (TFsFromGheorghe)	312	35952	28992
MACS_ENCSR000BMZ_HepG2_ELF1(TFsFromGheorghe)MACS_ENCSR000EEV_HepG2_NR3C1 (TFsFromGheorghe)	10810	34366	35419
BCP_ENCSR000EBS_H1-hESC_MAFK(TFsFromGheorghe)BCP_ENCSR000ECC_H1-hESC_NRF1 (TFsFromGheorghe)	7513	13625	7467
BCP_ENCSR000BRX_GM12878_CEBPB(TFsFromGheorghe)MACS_ENCSR392EAA_HeLa-S3_CHD1 (TFsFromGheorghe)	827	549	502
BCP_ENCSR000EDJ_HeLa-S3_NRF1(TFsFromGheorghe)MACS_ENCSR177HDZ_HepG2_FOS (TFsFromGheorghe)	22586	34102	33028
MACS_ENCSR000BUB_A549_CEBPB(TFsFromGheorghe)MACS_ENCSR000EGC_K562_RCOR1 (TFsFromGheorghe)	22035	11029	15999
MACS_ENCSR000BSR_MCF-7_CEBPB(TFsFromGheorghe)MACS_ENCSR000BUX_MCF-7_EGR1 (TFsFromGheorghe)	23333	16516	21508
MACS_ENCSR000EEX_HepG2_CEBPB(TFsFromGheorghe)MACS_ENCSR000EIB_SK-N-SH_JUND (TFsFromGheorghe)	22912	9686	14347
MACS_ENCSR000BRY_H1-hESC_TEAD4(TFsFromGheorghe)MACS_ENCSR000EFG_IMR-90_RCOR1 (TFsFromGheorghe)	30687	11876	22089
BCP_ENCSR000BKU_K562_YY1(TFsFromGheorghe)BCP_ENCSR000BUO_MCF-7_TEAD4 (TFsFromGheorghe)	7948	8111	5689
BCP_ENCSR000DYJ_A549_BHLHE40(TFsFromGheorghe)MACS_ENCSR000EDZ_HepG2_MAFK (TFsFromGheorghe)	4526	8313	7616
MACS_ENCSR000BNE_K562_EGR1(TFsFromGheorghe)MACS_ENCSR000BSY_Ishikawa_YY1 (TFsFromGheorghe)	35281	23609	33940
BCP_ENCSR000BRK_K562_TEAD4(TFsFromGheorghe)MACS_ENCSR998AJK_K562_NRF1 (TFsFromGheorghe)	30166	15461	23952
BCP_ENCSR000BKJ_GM12891_YY1(TFsFromGheorghe)MACS_ENCSR000DOT_MCF_10A_FOS (TFsFromGheorghe)	12523	3211	5814
BCP_ENCSR000BSY_Ishikawa_YY1(TFsFromGheorghe)BCP_ENCSR000EHK_K562_STAT1 (TFsFromGheorghe)	5490	17875	10392
BCP_ENCSR000DYS_GM12878_JUND(TFsFromGheorghe)MACS_ENCSR000EWF_K562_YY1 (TFsFromGheorghe)	22596	27704	22465
BCP_ENCSR000EYZ_GM12878_FOS(TFsFromGheorghe)MACS_ENCSR000EDZ_HepG2_MAFK (TFsFromGheorghe)	1427	5447	3923
BCP_ENCSR000BVJ_HCT116_TEAD4(TFsFromGheorghe)MACS_ENCSR555PBN_MCF-7_MAFK (TFsFromGheorghe)	5552	8360	5356
BCP_ENCSR000BQI_HepG2_CEBPB(TFsFromGheorghe)MACS_ENCSR000BLB_Ishikawa_NR3C1 (TFsFromGheorghe)	18880	20145	16350
BCP_ENCSR000DZE_GM12878_CHD1(TFsFromGheorghe)MACS_ENCSR000BQI_HepG2_CEBPB (TFsFromGheorghe)	13077	11467	11348
BCP_ENCSR000BKC_H1-hESC_ATF3(TFsFromGheorghe)MACS_ENCSR000DON_MCF_10A_FOS (TFsFromGheorghe)	11111	15596	18231
BCP_ENCSR000BMZ_HepG2_ELF1(TFsFromGheorghe)BCP_ENCSR000BPM_A549_YY1 (TFsFromGheorghe)	32404	30208	30505
BCP_ENCSR000BRK_K562_TEAD4(TFsFromGheorghe)MACS_ENCSR000BRZ_HCT116_EGR1 (TFsFromGheorghe)	26110	19434	21415
MACS_ENCSR000BSR_MCF-7_CEBPB(TFsFromGheorghe)MACS_ENCSR000DOT_MCF_10A_FOS (TFsFromGheorghe)	34174	15272	29488
MACS_ENCSR000BGK_HepG2_JUND(TFsFromGheorghe)MACS_ENCSR994YLZ_liver_YY1 (TFsFromGheorghe)	35045	18996	33007
BCP_ENCSR000EVU_endothelial_cell_of_umbilical_vein_FOS(TFsFromGheorghe)MACS_ENCSR000EBU_H1-hESC_CHD1 (TFsFromGheorghe)	5904	1625	1542
MACS_ENCSR000EGV_K562_BHLHE40(TFsFromGheorghe)MACS_ENCSR392EAA_HeLa-S3_CHD1 (TFsFromGheorghe)	35517	25095	34703
MACS_ENCSR681NOM_GM12878_CEBPB(TFsFromGheorghe)MACS_ENCSR904YPP_GM12878_NR3C1 (TFsFromGheorghe)	28724	33760	31804
BCP_ENCSR000EBZ_H1-hESC_JUND(TFsFromGheorghe)BCP_ENCSR000EHH_K562_NRF1 (TFsFromGheorghe)	18132	28989	21469
BCP_ENCSR000EEH_HepG2_NRF1(TFsFromGheorghe)BCP_ENCSR000EEV_HepG2_NR3C1 (TFsFromGheorghe)	13317	35624	22774
BCP_ENCSR000EGX_K562_MAFK(TFsFromGheorghe)BCP_ENCSR000FAU_K562_STAT1 (TFsFromGheorghe)	4634	23470	15303
BCP_ENCSR000EUM_GM12878_YY1(TFsFromGheorghe)MACS_ENCSR000BVH_HCT116_ELF1 (TFsFromGheorghe)	13066	31188	18627
BCP_ENCSR000BSK_SK-N-SH_JUND(TFsFromGheorghe)MACS_ENCSR000FAV_K562_STAT1 (TFsFromGheorghe)	1443	8679	4082
MACS_ENCSR000AQK_H1-hESC_CHD1(TFsFromGheorghe)MACS_ENCSR000EDT_HepG2_BHLHE40 (TFsFromGheorghe)	29405	11121	20823
BCP_ENCSR000ECC_H1-hESC_NRF1(TFsFromGheorghe)MACS_ENCSR000EIB_SK-N-SH_JUND (TFsFromGheorghe)	7012	10068	8651
BCP_ENCSR000BNX_HCT116_YY1(TFsFromGheorghe)MACS_ENCSR000EHZ_SK-N-SH_NRF1 (TFsFromGheorghe)	32970	31739	31814
BCP_ENCSR000ECC_H1-hESC_NRF1(TFsFromGheorghe)MACS_ENCSR000EEH_HepG2_NRF1 (TFsFromGheorghe)	35762	35960	35744
BCP_ENCSR000EDJ_HeLa-S3_NRF1(TFsFromGheorghe)MACS_ENCSR000EHJ_K562_STAT1 (TFsFromGheorghe)	11246	28525	14734
BCP_ENCSR000BJA_H1-hESC_EGR1(TFsFromGheorghe)MACS_ENCSR000EUM_GM12878_YY1 (TFsFromGheorghe)	4482	13167	6018
BCP_ENCSR000BRZ_HCT116_EGR1(TFsFromGheorghe)BCP_ENCSR000FAU_K562_STAT1 (TFsFromGheorghe)	2921	19120	7049
BCP_ENCSR000BIO_A549_NR3C1(TFsFromGheorghe)BCP_ENCSR000BJT_A549_NR3C1 (TFsFromGheorghe)	10851	32960	19714
MACS_ENCSR000ECC_H1-hESC_NRF1(TFsFromGheorghe)MACS_ENCSR000EEX_HepG2_CEBPB (TFsFromGheorghe)	22732	25017	24208
BCP_ENCSR541WQI_A549_MAFK(TFsFromGheorghe)MACS_ENCSR000EEX_HepG2_CEBPB (TFsFromGheorghe)	12413	1333	2555
BCP_ENCSR000BUQ_SK-N-SH_TEAD4(TFsFromGheorghe)MACS_ENCSR332EYT_GM12878_STAT1 (TFsFromGheorghe)	9951	6619	5278
BCP_ENCSR000BSD_HCT116_CEBPB(TFsFromGheorghe)MACS_ENCSR000EHH_K562_NRF1 (TFsFromGheorghe)	5456	5816	3038
BCP_ENCSR000BLT_GM12892_YY1(TFsFromGheorghe)BCP_ENCSR000EGX_K562_MAFK (TFsFromGheorghe)	21388	14372	15693
BCP_ENCSR000DYJ_A549_BHLHE40(TFsFromGheorghe)MACS_ENCSR000BGK_HepG2_JUND (TFsFromGheorghe)	17949	29708	30797
BCP_ENCSR000FAU_K562_STAT1(TFsFromGheorghe)MACS_ENCSR853ADA_HepG2_NRF1 (TFsFromGheorghe)	2522	16233	10866
BCP_ENCSR000BRG_GM12878_EGR1(TFsFromGheorghe)BCP_ENCSR000BSA_HCT116_JUND (TFsFromGheorghe)	3374	13194	5939
BCP_ENCSR000BUX_MCF-7_EGR1(TFsFromGheorghe)BCP_ENCSR541WQI_A549_MAFK (TFsFromGheorghe)	2531	711	786
BCP_ENCSR000FAI_K562_FOS(TFsFromGheorghe)MACS_ENCSR000BUX_MCF-7_EGR1 (TFsFromGheorghe)	21016	24795	19712
BCP_ENCSR000EGC_K562_RCOR1(TFsFromGheorghe)MACS_ENCSR000BSQ_Ishikawa_EGR1 (TFsFromGheorghe)	27080	25584	23856
BCP_ENCSR837EYC_K562_NRF1(TFsFromGheorghe)MACS_ENCSR000BSY_Ishikawa_YY1 (TFsFromGheorghe)	31894	28097	32782
BCP_ENCSR392EAA_HeLa-S3_CHD1(TFsFromGheorghe)MACS_ENCSR000BRY_H1-hESC_TEAD4 (TFsFromGheorghe)	26859	18429	24924
BCP_ENCSR000ECM_HeLa-S3_RCOR1(TFsFromGheorghe)MACS_ENCSR116TFA_A549_NR3C1 (TFsFromGheorghe)	32803	31055	31140
BCP_ENCSR000BIO_A549_NR3C1(TFsFromGheorghe)MACS_ENCSR000DZJ_GM12878_BHLHE40 (TFsFromGheorghe)	4948	22286	13687
BCP_ENCSR000BSD_HCT116_CEBPB(TFsFromGheorghe)BCP_ENCSR000EEX_HepG2_CEBPB (TFsFromGheorghe)	29178	30647	27862
BCP_ENCSR000BKD_H1-hESC_YY1(TFsFromGheorghe)MACS_ENCSR000ECM_HeLa-S3_RCOR1 (TFsFromGheorghe)	30307	19624	24490
BCP_ENCSR000BUG_HCT116_ATF3(TFsFromGheorghe)MACS_ENCSR904YPP_GM12878_NR3C1 (TFsFromGheorghe)	5700	14790	9583
MACS_ENCSR000BQI_HepG2_CEBPB(TFsFromGheorghe)MACS_ENCSR000EHH_K562_NRF1 (TFsFromGheorghe)	19464	20977	20198
BCP_ENCSR000BID_HepG2_BHLHE40(TFsFromGheorghe)BCP_ENCSR000EVU_endothelial_cell_of_umbilical_vein_FOS (TFsFromGheorghe)	4725	9709	6793
BCP_ENCSR000BIO_A549_NR3C1(TFsFromGheorghe)MACS_ENCSR000EHZ_SK-N-SH_NRF1 (TFsFromGheorghe)	3328	17534	8542
BCP_ENCSR000BUD_A549_TEAD4(TFsFromGheorghe)BCP_ENCSR681NOM_GM12878_CEBPB (TFsFromGheorghe)	7744	18140	9783
BCP_ENCSR000EBZ_H1-hESC_JUND(TFsFromGheorghe)MACS_ENCSR000BNE_K562_EGR1 (TFsFromGheorghe)	28253	21299	26172
MACS_ENCSR000EDH_HeLa-S3_JUND(TFsFromGheorghe)MACS_ENCSR000EEI_HepG2_JUND (TFsFromGheorghe)	35575	21279	34676
BCP_ENCSR000BVJ_HCT116_TEAD4(TFsFromGheorghe)MACS_ENCSR000EDQ_HepG2_RCOR1 (TFsFromGheorghe)	10334	17372	12560
BCP_ENCSR000EWF_K562_YY1(TFsFromGheorghe)MACS_ENCSR392EAA_HeLa-S3_CHD1 (TFsFromGheorghe)	25295	29457	32046
BCP_ENCSR000BSM_SK-N-SH_YY1(TFsFromGheorghe)MACS_ENCSR000BQI_HepG2_CEBPB (TFsFromGheorghe)	17999	15081	15572
BCP_ENCSR000DOP_MCF_10A_FOS(TFsFromGheorghe)MACS_ENCSR000BVJ_HCT116_TEAD4 (TFsFromGheorghe)	25007	24664	27423
BCP_ENCSR000BID_HepG2_BHLHE40(TFsFromGheorghe)BCP_ENCSR000EGC_K562_RCOR1 (TFsFromGheorghe)	10845	22968	14685
BCP_ENCSR000BSD_HCT116_CEBPB(TFsFromGheorghe)BCP_ENCSR000EGN_K562_JUND (TFsFromGheorghe)	21244	19842	21079
BCP_ENCSR000BGK_HepG2_JUND(TFsFromGheorghe)MACS_ENCSR000EYV_GM12878_JUND (TFsFromGheorghe)	8560	8803	6454
BCP_ENCSR000BSS_MCF-7_ELF1(TFsFromGheorghe)MACS_ENCSR116TFA_A549_NR3C1 (TFsFromGheorghe)	32128	31881	30546
BCP_ENCSR000DZJ_GM12878_BHLHE40(TFsFromGheorghe)MACS_ENCSR000EHE_K562_CEBPB (TFsFromGheorghe)	19777	7058	12177
BCP_ENCSR853ADA_HepG2_NRF1(TFsFromGheorghe)MACS_ENCSR475SOC_MCF-7_ELF1 (TFsFromGheorghe)	27174	34374	28767
BCP_ENCSR994YLZ_liver_YY1(TFsFromGheorghe)MACS_ENCSR000EDT_HepG2_BHLHE40 (TFsFromGheorghe)	29332	20419	24949
