"x.prod","x.sum","y"
30.0288398101905,6709518,0.07434
27.6136562349539,3194429,0.002435
27.6375131032231,3202756,0.00195
28.1590825712484,3444595,0.002895
27.6135982442729,3194409,0.003146
29.4315193529299,4973623,0.01031
29.500536171674,5125398,0.0268
29.4812119738661,5081841,0.005113
29.916411801075,6299054,0.006293
27.6812457548993,3218546,0.0003024
28.9971232635208,4225213,0.001015
30.1217400588473,7085296,0.002577
29.5571170795464,5257881,0.003877
29.9518406023449,6423457,0.002771
27.3712447893823,3120185,0.0003033
26.2810177464235,2940512,0.0004345
30.6159802356785,9793015,0.002184
27.6796890304315,3217972,0.004821
28.9303295893281,4136328,0.04602
30.1399491849327,7163132,0.02009
28.5960210169237,3770664,0.04336
29.689993451175,5600128,0.004205
30.9507827511532,12554189,0.00716
29.7450264285733,5755744,0.02231
30.8062174298197,11247927,0.00257
29.7502494854731,5770963,0.006845
29.2982364395648,4708574,0.04803
31.2585362306432,16051412,0.002672
30.4517110079461,8741172,0.03525
30.6748965161657,10214390,0.005627
29.2932494090706,4699326,0.001897
29.6470684415381,5484557,0.07178
29.0403117038121,4285928,0.05846
29.6040269889629,5373548,0.001402
30.424935906478,8585516,0.0198
27.6244303304832,3198165,0.003495
30.5624983164804,9431420,0.2801
31.4683046815945,19132630,0.08459
28.3877888920212,3597509,0.00501
29.0064992603305,4238172,0.008461
29.9100011284188,6277011,0.01637
30.4209581522415,8562745,0.03916
30.5313032233955,9229267,0.009461
28.3477755902651,3568171,0.0005948
30.0985167340982,6988061,0.002315
31.2463651669594,15891705,0.004856
30.377725522672,8321011,0.006547
31.1426122336456,14606373,0.005961
28.0587730149021,3387801,0.001215
27.0405662148194,3043980,0.00225
31.6226376372963,21849942,0.003913
28.1070477220987,3414423,0.007753
27.066992853217,3049187,0.008054
29.9138635638321,6290275,0.02035
29.286344846281,4686598,0.06395
30.4078178860945,8488163,0.007234
32.1286888254462,34366046,0.01296
30.7895530869335,11109133,0.03751
31.8142866209919,25863688,0.004873
30.5087981128847,9087294,0.0103
30.7422452615502,10727488,0.07816
32.3683643637436,42901875,0.004288
31.0064852938501,13110102,0.05005
31.3517900026717,17341767,0.009582
30.3617208745222,8234139,0.005175
31.0692861323754,13775138,0.08891
30.4924784422782,8986322,0.09939
30.9577828646564,12622361,0.00383
31.7968361483891,25465564,0.04206
28.2548327939216,3504389,0.006151
30.0288398101905,6709518,0.07434
27.9171625811988,4204875,0.001313
27.9410194494681,4213202,0.0007625
28.4625889174933,4455041,0.001669
27.9171045905179,4204855,0.001391
29.7350256991748,5984069,0.005861
29.8040425179189,6135844,0.01924
29.784718320111,6092287,0.004514
30.2199181473199,7309500,0.006523
27.9847521011442,4228992,0.0004362
29.3006296097657,5235659,0.001358
30.4252464050923,8095742,0.003494
29.8606234257913,6268327,0.004139
30.2553469485899,7433903,0.00391
27.6747511356272,4130631,0.0001494
26.5845240926684,3950958,6.505e-05
30.9194865819234,10803461,0.003238
27.9831953766764,4228418,0.002637
29.2338359355731,5146774,0.02976
30.4434555311776,8173578,0.01437
28.8995273631687,4781110,0.04901
29.9934997974199,6610574,0.005145
31.2542890973981,13564635,0.008099
30.0485327748182,6766190,0.01395
31.1097237760646,12258373,0.003086
30.053755831718,6781409,0.005846
29.6017427858097,5719020,0.03598
31.5620425768882,17061858,0.003564
30.755217354191,9751618,0.01948
30.9784028624106,11224836,0.00548
29.5967557553156,5709772,0.002548
29.950574787783,6495003,0.04998
29.343818050057,5296374,0.04142
29.9075333352078,6383994,0.001878
30.7284422527229,9595962,0.01447
27.9279366767281,4208611,0.002052
30.8660046627253,10441866,0.1168
31.7718110278394,20143076,0.2245
28.6912952382662,4607955,0.002421
29.3100056065754,5248618,0.00494
30.2135074746637,7287457,0.009598
30.7244644984864,9573191,0.03121
30.8348095696404,10239713,0.008309
28.65128193651,4578617,0.001028
30.4020230803431,7998507,0.002843
31.5498715132043,16902151,0.006645
30.6812318689169,9331457,0.007954
31.4461185798905,15616819,0.00783
28.362279361147,4398247,0.001435
27.3440725610643,4054426,0.0006476
