"x","y","upper","lower"
1277,18514.3829274172,26663.1794389415,10365.586415893
1278,18516.8863171578,26664.6287856071,10369.1438487084
1279,18518.8910013347,26666.8564645006,10370.9255381688
1280.5,18527.5470481951,26659.0782703958,10396.0158259943
1280.5,18536.2030950554,26651.2575614169,10421.148628694
1282.5,18550.4785940712,26669.363680767,10431.5935073754
1282.5,18561.8805438843,26685.8266528692,10437.9344348994
1284,18565.5361120645,26687.801811517,10443.270412612
1285,18571.1759738957,26691.1272342005,10451.2247135909
1286,18571.476080857,26691.3790341474,10451.5731275666
1287,18580.4131169675,26705.0665477679,10455.7596861672
1288,18593.144922489,26711.4105013714,10474.8793436067
1289,18593.534702921,26711.8812031825,10475.1882026595
1290,18601.7982040427,26711.9138016694,10491.6826064159
1291,18607.3903473127,26711.0028217554,10503.7778728699
1292,18608.9621100853,26712.4197064534,10505.5045137172
1293,18610.5830766839,26713.4665962654,10507.6995571023
1294,18619.0917040155,26720.7792513349,10517.4041566961
1295,18620.6633437355,26721.77689476,10519.5497927109
1296,18591.4660259208,26679.169196133,10503.7628557086
1297,18575.589924217,26642.8240980923,10508.3557503417
1298,18581.5216471236,26643.2395834402,10519.803710807
1299,18596.6679239232,26652.9474726707,10540.3883751756
1300,18602.2805898098,26657.7134471439,10546.8477324756
1301,18577.9905534188,26619.1940806476,10536.7870261899
1302,18555.5487929862,26580.929029073,10530.1685568993
1303,18565.6297120671,26597.1649232755,10534.0945008586
1304,18569.9139525025,26601.7827499162,10538.0451550888
1305,18542.7574259091,26566.9831299046,10518.5317219135
1306,18525.6977040429,26526.4737567541,10524.9216513317
1307,18516.7216534797,26523.084470439,10510.3588365204
1308,18525.0702895714,26530.0356707042,10520.1049084387
1309,18532.0398067519,26530.9460546,10533.1335589039
1310,18540.3672458054,26532.7286948551,10548.0057967557
1311,18551.400259034,26528.6094000744,10574.1911179937
1312,18576.4518643469,26541.2130847561,10611.6906439378
1313,18582.8802145492,26547.0415395273,10618.7188895712
1314,18569.1399026582,26548.3046244362,10589.9751808802
1315,18570.8924151384,26549.208547602,10592.5762826749
1316,18559.7433254602,26527.1202357089,10592.3664152116
1317,18545.3080881098,26484.9230200264,10605.6931561933
1318,18525.432817158,26459.5924267783,10591.2732075377
1319,18535.6413502184,26476.2683781221,10595.0143223146
1320,18537.1791757857,26477.7590205017,10596.5993310698
1321,18531.180782485,26473.8722993505,10588.4892656195
1322,18524.3974474176,26469.7290460577,10579.0658487774
1323,18523.0637810839,26469.0409442104,10577.0866179574
1324,18527.0248409479,26473.5308213406,10580.5188605552
1325,18497.3108920203,26417.8146541523,10576.8071298882
1326,18462.4408644744,26363.5870277859,10561.294701163
1327,18466.9103933865,26365.5711576399,10568.249629133
1328,18460.8852380251,26356.3385091355,10565.4319669146
1329,18465.7944966982,26360.6687442388,10570.9202491576
1330,18469.5973322399,26363.820525407,10575.3741390728
1331,18477.5258247503,26368.986895414,10586.0647540865
1332,18494.7763468707,26398.8260463246,10590.7266474167
1333,18489.6585825003,26395.9802234987,10583.3369415019
1334,18487.0342285639,26394.5255659139,10579.5428912139
1335,18490.4560717134,26396.5876411251,10584.3245023018
1336,18508.7914861592,26396.6751400616,10620.9078322568
1337,18525.537989516,26394.9869385732,10656.0890404587
1338,18535.1288628499,26404.1231959557,10666.1345297441
1339,18544.4881860207,26415.5565567316,10673.4198153098
1340,18560.073386367,26419.2200705537,10700.9267021803
1341,18569.3868977316,26417.658076672,10721.1157187912
1342,18580.5581137983,26436.9937943496,10724.1224332471
1343,18606.7472101698,26467.3027815833,10746.1916387562
1344,18592.6757653388,26460.1587967712,10725.1927339064
1345,18607.168832245,26467.3601082845,10746.9775562055
1346,18609.9269525027,26466.6631320302,10753.1907729752
1347,18614.7901220782,26470.133605159,10759.4466389974
1348,18616.7600146842,26471.3870830099,10762.1329463585
1349,18615.5952669971,26470.225241245,10760.9652927492
1350.5,18614.9374248392,26467.6438725209,10762.2309771576
1350.5,18614.2795826814,26465.0619773893,10763.4971879735
1352,18618.2799134308,26468.417738806,10768.1420880557
1353,18628.1027995545,26469.4108633925,10786.7947357165
1354,18626.9980531686,26468.5753948235,10785.4207115138
1355,18647.7675181665,26475.0945616225,10820.4404747104
1356,18648.0460056988,26475.2902425326,10820.801768865
1357,18636.0489588684,26444.1599670938,10827.9379506429
1358,18640.7551733186,26447.5314203836,10833.9789262535
1359,18647.7030134332,26454.8774698276,10840.5285570387
1360,18661.1029551756,26461.4121177402,10860.793792611
1361,18671.2482156833,26466.112291655,10876.3841397116
1362,18680.2493214473,26476.784277472,10883.7143654226
1363,18660.725768077,26427.1374758338,10894.3140603202
1364,18635.3306498929,26371.9721008504,10898.6891989353
1365,18636.4559079536,26374.1053284132,10898.8064874941
1366,18638.6509039128,26375.3038999871,10901.9979078384
1367,18631.5437389363,26373.28470692,10889.8027709526
1368,18624.8087023311,26369.0626985594,10880.5547061028
1369,18614.8042875557,26368.8043231115,10860.8042519999
1370,18628.0611060314,26368.6052843561,10887.5169277066
1371,18641.839878843,26368.8157876798,10914.8639700063
1372,18631.766219893,26359.3236245404,10904.2088152455
1373,18638.2559819411,26364.3824610981,10912.1295027841
1374,18631.9379095573,26360.7178015786,10903.1580175359
1375,18625.8413953951,26360.7813346956,10890.9014560946
1376,18639.2154444225,26362.9125158423,10915.5183730027
1377,18649.1562682214,26362.2544516387,10936.0580848042
1378.5,18634.4836903963,26359.1280291722,10909.8393516204
1378.5,18633.732781091,26359.6447443241,10907.8208178578
1380,18630.0863188514,26356.0943931597,10904.0782445432
1381,18624.8697632656,26354.4101661136,10895.3293604175
1382,18636.0777238642,26367.8632842775,10904.2921634508
1383,18641.1395613229,26370.8483156707,10911.4308069751
1384,18651.7516536443,26384.1352286072,10919.3680786814
1385,18643.5471938152,26385.2004379005,10901.8939497299
1386,18652.1905138518,26393.1423423583,10911.2386853453
1387,18665.0525826082,26418.5866035674,10911.5185616489
1388,18654.0224688929,26403.5198158348,10904.525121951
1389,18651.2375838839,26399.618801967,10902.8563658008
1390,18646.1530251624,26393.2496570162,10899.0563933086
1391,18647.6357707749,26393.8485816868,10901.422959863
1392,18660.3802713895,26407.776443797,10912.9840989819
1393,18676.0214706606,26424.9494850277,10927.0934562935
1394,18658.7134051703,26418.609116109,10898.8176942315
1395,18649.2755880834,26390.1419809045,10908.4091952622
1396,18670.667462247,26397.1861920346,10944.1487324595
1397,18688.8860903179,26422.4780968147,10955.2940838211
1398,18673.3055487728,26389.1784705165,10957.4326270291
1399,18677.521755318,26391.8428922038,10963.2006184323
1400.5,18694.4007217221,26423.5370753827,10965.2643680615
1400.5,18711.8764942212,26455.6085331922,10968.1444552502
1402,18719.7184571448,26458.0022263525,10981.4346879372
1403,18716.3562156763,26456.9593723752,10975.7530589774
1404,18710.1491643211,26451.1275465684,10969.1707820738
1405,18710.4009252505,26451.2305957885,10969.5712547126
1406,18702.8808600749,26444.9242615013,10960.8374586485
1407,18711.4468869899,26453.3626716045,10969.5311023753
1408,18716.7451307378,26457.4915892909,10975.9986721848
1409,18712.9218890927,26453.4436671295,10972.4001110559
1410,18709.7898424922,26451.2453875754,10968.3342974091
1411,18725.32398994,26460.3963430168,10990.2516368632
1412,18725.6856918594,26460.8277752527,10990.5436084661
1413,18721.7152718232,26457.817393188,10985.6131504583
1414,18712.6023680725,26444.3209381122,10980.8837980328
1415,18707.9604962095,26443.7278635275,10972.1931288915
1416,18731.1596075489,26457.510029492,11004.8091856058
1417,18731.2055588949,26457.5342030378,11004.876914752
1418,18741.8521046556,26464.3724687384,11019.3317405729
1419,18757.032010936,26488.0238700315,11026.0401518405
1420,18744.7505852431,26474.8997079785,11014.6014625078
1421,18734.3053064732,26473.4216473615,10995.1889655849
1422,18745.8173185086,26488.00521084,11003.6294261771
1423,18741.552816257,26484.8493472674,10998.2562852465
1424,18721.1806775606,26441.3630317698,11000.9983233513
1425.5,18688.8555027354,26397.2619379842,10980.4490674866
1425.5,18676.6147567837,26396.4932954678,10956.7362180995
1427,18677.3312786665,26397.0573723376,10957.6051849954
1428,18666.5058446676,26374.8073112314,10958.2043781037
1429,18675.9634547775,26382.5759388367,10969.3509707184
1430,18677.753872325,26384.5075822684,10971.0001623816
1431,18658.8694721302,26341.3284654833,10976.410478777
1432,18637.3533828969,26295.6864062502,10979.0203595436
1433,18630.1672426463,26294.17436907,10966.1601162225
1434,18637.2483524915,26300.424486423,10974.0722185601
1435,18644.8259302753,26310.6984667592,10978.9533937913
1436,18658.6110061673,26337.3955268208,10979.8264855137
1437,18629.8159700688,26281.6088098814,10978.0231302562
1438,18595.0219882229,26227.6401714697,10962.4038049761
1439,18590.0646950979,26225.1133300284,10955.0160601674
1440,18582.2776507015,26219.3241804334,10945.2311209696
1441,18600.8576811567,26259.6580139011,10942.0573484124
1442,18608.8736336469,26272.4341767766,10945.3130905173
1443,18624.0484259208,26291.7888820108,10956.3079698309
1444.5,18614.1521652633,26288.7440367947,10939.5602937318
1444.5,18603.8796255233,26285.3113676955,10922.4478833511
1446,18601.3752781252,26284.8794511498,10917.8711051007
1447,18596.2344057623,26283.4522905947,10909.0165209298
1448,18601.3125226122,26287.9751754055,10914.649869819
1449,18601.9605752366,26288.4929951055,10915.4281553676
1450,18587.6828993046,26275.7773202928,10899.5884783164
1451,18579.3745901019,26265.1333843643,10893.6157958395
1452,18575.5796359484,26262.3987376054,10888.7605342915
1453,18575.8205320293,26262.6351712113,10889.0058928473
1454,18567.6692730964,26259.6014535922,10875.7370926007
1455,18556.3801135988,26242.1944048765,10870.565822321
1456,18553.7764625492,26242.4891573518,10865.0637677467
1457,18548.1719212544,26232.62423848,10863.7196040288
1458,18533.7954241956,26218.3158413372,10849.2750070539
1459,18520.6170044433,26197.0368561459,10844.1971527407
1460,18522.4263868859,26199.4922653328,10845.3605084391
1461,18525.9289424223,26199.9157490231,10851.9421358215
1462,18539.1099236373,26202.7182229699,10875.5016243047
1463,18538.1517494343,26201.9097760344,10874.3937228341
1464,18516.8493133696,26145.4035398681,10888.2950868711
1465,18492.2887701358,26085.2597930185,10899.317747253
1466,18497.2741441114,26093.3451178357,10901.2031703872
1467,18486.4103323468,26069.500125216,10903.3205394777
1468,18483.9834426302,26068.8523611355,10899.114524125
1469,18511.0389428974,26128.2046368888,10893.8732489059
1470,18515.7486802539,26131.6196969164,10899.8776635914
1471,18518.4427366157,26133.8642719082,10903.0212013231
1472,18530.1017787246,26130.6172257115,10929.5863317377
1473,18546.8318197901,26162.9485385466,10930.7151010337
1474,18545.2979644325,26161.6202685796,10928.9756602854
1475,18561.7919704265,26189.0813741764,10934.5025666766
1476,18564.7109954186,26191.4545949166,10937.9673959206
1477,18559.7197667087,26189.9925933174,10929.4469401001
1478,18548.6938181478,26182.7257440732,10914.6618922224
1479,18548.9464593294,26182.8977931993,10914.9951254594
1480,18556.6666182702,26185.8901503865,10927.443086154
1481,18554.3197741592,26184.3502647397,10924.2892835787
1482,18544.9717923875,26177.9291770259,10912.0144077492
1483,18545.8094547252,26178.832529909,10912.7863795414
1484,18540.3559295441,26174.5276419711,10906.184217117
1485,18541.4487147795,26175.7901630657,10907.1072664932
1486.5,18551.3274735585,26189.0371052628,10913.6178418542
1486.5,18554.8897577969,26195.2860556357,10914.4934599581
1488,18534.0207021467,26147.4568245029,10920.5845797906
1489.5,18530.1075575033,26134.1010090514,10926.1141059553
1489.5,18549.3853969998,26170.4317928214,10928.3390011781
1491,18543.1944159301,26167.7788007319,10918.6100311284
1492,18546.0095564046,26169.9523521552,10922.066760654
1493,18541.2757380201,26168.5167334188,10914.0347426214
1494,18540.7493151369,26168.4411658846,10913.0574643892
1495.5,18539.5217962467,26165.6287806642,10913.4148118293
1495.5,18554.2854692846,26183.932134985,10924.6388035842
1497,18566.6355525619,26186.4766297367,10946.7944753871
1498,18568.5772357747,26187.8121583361,10949.3423132133
1499,18551.3014541406,26146.1094481538,10956.4934601273
1500,18530.5304125568,26100.619061325,10960.4417637885
1501,18521.8645664092,26097.6238933892,10946.1052394292
1502,18525.0815085397,26101.8259655834,10948.337051496
1503,18538.3412487797,26115.3426645048,10961.3398330547
1504,18538.7258808021,26115.5960405995,10961.8557210047
1505,18556.3121879833,26149.4753753601,10963.1490006064
1506,18558.9004869229,26148.4717042819,10969.3292695638
1507,18565.5707129198,26147.6725650945,10983.4688607452
1508,18570.5231479891,26152.8683791851,10988.177916793
1509,18551.8944093689,26137.7866166662,10966.0022020716
1510,18560.0269488801,26145.531417622,10974.5224801382
1511,18554.7435048131,26142.1604635398,10967.3265460863
1512,18532.3436692714,26099.0996141708,10965.587724372
1513,18514.5649478856,26059.3811665567,10969.7487292144
1514.5,18520.4296678408,26065.6465998725,10975.2127358091
1514.5,18526.3628320422,26071.9535309832,10980.7721331013
1516,18541.7295123149,26067.8013381442,11015.6576864856
1517,18563.7468644892,26071.4864686822,11056.0072602963
1518,18534.4392745058,26008.9848893712,11059.8936596405
