trackName;COLOR;StandardizedName;FNAME;GROUP;Target;Auto Use Train (Core)  94;TYPE;Cell_TissueType;PrimaryImmuneCells;Brain; Tcells;Bcells ;NK;Monocytes;Hematop;thymus;CD4 ;CD8 ;Th17;T-reg;Th1 ;Th2;Primary;ImmuneCells
wgEncodeAwgDnaseUwHrgecUniPk.narrowPeak;.;.;.;.;.;.;.;HRGEC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseUwHrpepicUniPk.narrowPeak;.;.;.;.;.;.;.;HRPEpiC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseUwHvmfUniPk.narrowPeak;.;.;.;.;.;.;.;HVMF.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseUwJurkatUniPk.narrowPeak;.;.;.;.;.;.;.;Jurkat.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseUwMonocytescd14ro01746UniPk.narrowPeak;.;.;.;.;.;.;.;Monocytes-CD14+_RO01746.;.;.;.;.;.;x;.;.;.;.;.;.;.;.;.;x
wgEncodeAwgDnaseUwNb4UniPk.narrowPeak;.;.;.;.;.;.;.;NB4.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseUwNhaUniPk.narrowPeak;.;.;.;.;.;.;.;NH-A.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseUwNhdfadUniPk.narrowPeak;.;.;.;.;.;.;.;NHDF-Ad.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseUwNhdfneoUniPk.narrowPeak;.;.;.;.;.;.;.;NHDF-neo.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseUwNhlfUniPk.narrowPeak;.;.;.;.;.;.;.;NHLF.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseUwNt2d1UniPk.narrowPeak;.;.;.;.;.;.;.;NT2-D1.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseUwPanc1UniPk.narrowPeak;.;.;.;.;.;.;.;PANC-1.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseUwPrecUniPk.narrowPeak;.;.;.;.;.;.;.;PrEC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseUwRptecUniPk.narrowPeak;.;.;.;.;.;.;.;RPTEC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseUwSaecUniPk.narrowPeak;.;.;.;.;.;.;.;SAEC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseUwSkmcUniPk.narrowPeak;.;.;.;.;.;.;.;SKMC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseUwSknmcUniPk.narrowPeak;.;.;.;.;.;.;.;SK-N-MC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseUwSknshraUniPk.narrowPeak;.;.;.;.;.;.;.;SK-N-SH_RA.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseUwTh2UniPk.narrowPeak;.;.;.;.;.;.;.;Th2.;x;.;x;.;.;.;.;.;x;.;.;.;.;x;x;x
wgEncodeAwgDnaseUwWerirb1UniPk.narrowPeak;.;.;.;.;.;.;.;WERI-Rb-1.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseUwWi38UniPk.narrowPeak;.;.;.;.;.;.;.;WI-38.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseUwWi38tamoxifentamoxifenUniPk.narrowPeak;.;.;.;.;.;.;.;WI-38.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseUwdukeA549UniPk.narrowPeak;.;.;.;.;.;.;.;A549.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseUwdukeGm12878UniPk.narrowPeak;.;.;.;.;.;.;.;GM12878.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseUwdukeH1hescUniPk.narrowPeak;.;.;.;.;.;.;.;H1-hESC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseUwdukeHelas3UniPk.narrowPeak;.;.;.;.;.;.;.;HeLa-S3.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseUwdukeHepg2UniPk.narrowPeak;.;.;.;.;.;.;.;HepG2.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseUwdukeHmecUniPk.narrowPeak;.;.;.;.;.;.;.;HMEC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseUwdukeHsmmUniPk.narrowPeak;.;.;.;.;.;.;.;HSMM.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseUwdukeHsmmtubeUniPk.narrowPeak;.;.;.;.;.;.;.;HSMMtube.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseUwdukeHuvecUniPk.narrowPeak;.;.;.;.;.;.;.;HUVEC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseUwdukeK562UniPk.narrowPeak;.;.;.;.;.;.;.;K562.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseUwdukeLncapUniPk.narrowPeak;.;.;.;.;.;.;.;LNCaP.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseUwdukeMcf7UniPk.narrowPeak;.;.;.;.;.;.;.;MCF-7.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseUwdukeNhekUniPk.narrowPeak;.;.;.;.;.;.;.;NHEK.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeAwgDnaseUwdukeTh1UniPk.narrowPeak;.;.;.;.;.;.;.;Th1.;x;.;x;.;.;.;.;.;x;.;.;.;x;.;x;x
wgEncodeOpenChromDnase8988tPk.narrowPeak;.;.;.;.;.;.;.;8988T.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseA549Pk.narrowPeak;.;.;.;.;.;.;.;A549.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseAdultcd4th0Pk.narrowPeak;.;.;.;.;.;.;.;Adult_CD4_Th0.;x;.;x;.;.;.;.;.;x;.;.;.;.;.;x;x
wgEncodeOpenChromDnaseAdultcd4th1Pk.narrowPeak;.;.;.;.;.;.;.;Adult_CD4_Th1.;x;.;x;.;.;.;.;.;x;.;.;.;x;.;x;x
wgEncodeOpenChromDnaseAosmcSerumfreePk.narrowPeak;.;.;.;.;.;.;.;AoSMC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseCd20ro01794Pk.narrowPeak;.;.;.;.;.;.;.;CD20+_RO01794.;x;.;.;x;.;.;.;.;.;.;.;.;.;.;x;x
wgEncodeOpenChromDnaseCerebellumocPk.narrowPeak;.;.;.;.;.;.;.;Cerebellum_OC.;.;x;.;.;.;.;.;.;.;.;.;.;.;.;x;.
wgEncodeOpenChromDnaseCerebrumfrontalocPk.narrowPeak;.;.;.;.;.;.;.;Cerebrum_frontal_OC.;.;x;.;.;.;.;.;.;.;.;.;.;.;.;x;.
wgEncodeOpenChromDnaseChorionPk.narrowPeak;.;.;.;.;.;.;.;Chorion.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseCllPk.narrowPeak;.;.;.;.;.;.;.;CLL.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseColo829Pk.narrowPeak;.;.;.;.;.;.;.;Colo829.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseEcc1Dm002p1hPk.narrowPeak;.;.;.;.;.;.;.;ECC-1.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseEcc1Est10nm30mPk.narrowPeak;.;.;.;.;.;.;.;ECC-1.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseFibroblPk.narrowPeak;.;.;.;.;.;.;.;Fibrobl.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseFibroblgm03348LenticonPk.narrowPeak;.;.;.;.;.;.;.;Fibrobl_GM03348.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseFibroblgm03348LentimyodPk.narrowPeak;.;.;.;.;.;.;.;Fibrobl_GM03348.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseFibroblgm03348Pk.narrowPeak;.;.;.;.;.;.;.;Fibrobl_GM03348.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseFibropPk.narrowPeak;.;.;.;.;.;.;.;FibroP.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseFibropag08395Pk.narrowPeak;.;.;.;.;.;.;.;FibroP_AG08395.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseFibropag08396Pk.narrowPeak;.;.;.;.;.;.;.;FibroP_AG08396.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseFibropag20443Pk.narrowPeak;.;.;.;.;.;.;.;FibroP_AG20443.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseFrontalcortexocPk.narrowPeak;.;.;.;.;.;.;.;Frontal_cortex_OC.;.;x;.;.;.;.;.;.;.;.;.;.;.;.;x;.
wgEncodeOpenChromDnaseGcbcellPk.narrowPeak;.;.;.;.;.;.;.;GC_B_cell.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseGlioblaPk.narrowPeak;.;.;.;.;.;.;.;Gliobla.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseGm10248Pk.narrowPeak;.;.;.;.;.;.;.;GM10248.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseGm10266Pk.narrowPeak;.;.;.;.;.;.;.;GM10266.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseGm12878Pk.narrowPeak;.;.;.;.;.;.;.;GM12878.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseGm12891Pk.narrowPeak;.;.;.;.;.;.;.;GM12891.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseGm12892Pk.narrowPeak;.;.;.;.;.;.;.;GM12892.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseGm13976Pk.narrowPeak;.;.;.;.;.;.;.;GM13976.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseGm13977Pk.narrowPeak;.;.;.;.;.;.;.;GM13977.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseGm18507Pk.narrowPeak;.;.;.;.;.;.;.;GM18507.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseGm19238Pk.narrowPeak;.;.;.;.;.;.;.;GM19238.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseGm19239Pk.narrowPeak;.;.;.;.;.;.;.;GM19239.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseGm19240Pk.narrowPeak;.;.;.;.;.;.;.;GM19240.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseGm20000Pk.narrowPeak;.;.;.;.;.;.;.;GM20000.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseH1hescPk.narrowPeak;.;.;.;.;.;.;.;H1-hESC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseH7esPk.narrowPeak;.;.;.;.;.;.;.;H7-hESC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseH9esPk.narrowPeak;.;.;.;.;.;.;.;H9ES.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseHeartocPk.narrowPeak;.;.;.;.;.;.;.;Heart_OC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseHek293tPk.narrowPeak;.;.;.;.;.;.;.;HEK293T.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseHelas3Ifna4hPk.narrowPeak;.;.;.;.;.;.;.;HeLa-S3.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseHelas3Pk.narrowPeak;.;.;.;.;.;.;.;HeLa-S3.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseHepatocytesPk.narrowPeak;.;.;.;.;.;.;.;Hepatocytes.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseHepg2Pk.narrowPeak;.;.;.;.;.;.;.;HepG2.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseHmecPk.narrowPeak;.;.;.;.;.;.;.;HMEC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseHpde6e6e7Pk.narrowPeak;.;.;.;.;.;.;.;HPDE6-E6E7.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseHsmmPk.narrowPeak;.;.;.;.;.;.;.;HSMM.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseHsmmembPk.narrowPeak;.;.;.;.;.;.;.;HSMM_emb.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseHsmmfshdPk.narrowPeak;.;.;.;.;.;.;.;HSMM_FSHD.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseHsmmtPk.narrowPeak;.;.;.;.;.;.;.;HSMMtube.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseHtr8Pk.narrowPeak;.;.;.;.;.;.;.;HTR8svn.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseHuh75Pk.narrowPeak;.;.;.;.;.;.;.;Huh-7.5.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseHuh7Pk.narrowPeak;.;.;.;.;.;.;.;Huh-7.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseHuvecPk.narrowPeak;.;.;.;.;.;.;.;HUVEC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseImr90Pk.narrowPeak;.;.;.;.;.;.;.;IMR90.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseIpsPk.narrowPeak;.;.;.;.;.;.;.;iPS.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseIpscwru1Pk.narrowPeak;.;.;.;.;.;.;.;iPS_CWRU1.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseIpsnihi11Pk.narrowPeak;.;.;.;.;.;.;.;iPS_NIHi11.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseIpsnihi7Pk.narrowPeak;.;.;.;.;.;.;.;iPS_NIHi7.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseIshikawaEst10nm30mPk.narrowPeak;.;.;.;.;.;.;.;Ishikawa.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseIshikawaTam10030Pk.narrowPeak;.;.;.;.;.;.;.;Ishikawa.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseK562G1phasePk.narrowPeak;.;.;.;.;.;.;.;K562.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseK562G2mphasePk.narrowPeak;.;.;.;.;.;.;.;K562.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseK562NabutPk.narrowPeak;.;.;.;.;.;.;.;K562.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseK562Pk.narrowPeak;.;.;.;.;.;.;.;K562.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseK562PkV2.narrowPeak;.;.;.;.;.;.;.;K562.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseK562Saha1u72hrPk.narrowPeak;.;.;.;.;.;.;.;K562.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseK562SahactrlPk.narrowPeak;.;.;.;.;.;.;.;K562.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseLncapAndroPk.narrowPeak;.;.;.;.;.;.;.;LNCaP.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseLncapPk.narrowPeak;.;.;.;.;.;.;.;LNCaP.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseMcf7CtcfshrnaPk.narrowPeak;.;.;.;.;.;.;.;MCF-7.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseMcf7HypoxlacPk.narrowPeak;.;.;.;.;.;.;.;MCF-7.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseMcf7HypoxlacconPk.narrowPeak;.;.;.;.;.;.;.;MCF-7.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseMcf7Pk.narrowPeak;.;.;.;.;.;.;.;MCF-7.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseMcf7RandshrnaPk.narrowPeak;.;.;.;.;.;.;.;MCF-7.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseMedulloPk.narrowPeak;.;.;.;.;.;.;.;Medullo.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseMedullod341Pk.narrowPeak;.;.;.;.;.;.;.;Medullo_D341.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseMel2183Pk.narrowPeak;.;.;.;.;.;.;.;Mel_2183.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseMelanoPk.narrowPeak;.;.;.;.;.;.;.;Melano.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseMonocd14Pk.narrowPeak;.;.;.;.;.;.;.;Monocytes-CD14+.;x;.;.;.;.;x;.;.;.;.;.;.;.;.;x;x
wgEncodeOpenChromDnaseMyometrPk.narrowPeak;.;.;.;.;.;.;.;Myometr.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseNaivebcellPk.narrowPeak;.;.;.;.;.;.;.;Naive_B_cell.;x;.;.;x;.;.;.;.;.;.;.;.;.;.;x;x
wgEncodeOpenChromDnaseNhekPk.narrowPeak;.;.;.;.;.;.;.;NHEK.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseOlfneurospherePk.narrowPeak;.;.;.;.;.;.;.;Olf_neurosphere.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseOsteoblPk.narrowPeak;.;.;.;.;.;.;.;Osteobl.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnasePanisdPk.narrowPeak;.;.;.;.;.;.;.;PanIsletD.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnasePanisletsPk.narrowPeak;.;.;.;.;.;.;.;PanIslets.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnasePhtePk.narrowPeak;.;.;.;.;.;.;.;pHTE.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseProgfibPk.narrowPeak;.;.;.;.;.;.;.;ProgFib.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnasePsoasmuscleocPk.narrowPeak;.;.;.;.;.;.;.;Psoas_muscle_OC.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseRwpe1Pk.narrowPeak;.;.;.;.;.;.;.;RWPE1.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseSknshPk.narrowPeak;.;.;.;.;.;.;.;SK-N-SH.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseStellatePk.narrowPeak;.;.;.;.;.;.;.;Stellate.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseT47dEst10nm30mPk.narrowPeak;.;.;.;.;.;.;.;T-47D.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseT47dPk.narrowPeak;.;.;.;.;.;.;.;T-47D.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseUrothelPkV2.narrowPeak;.;.;.;.;.;.;.;Urothelia.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseUrothelUt189PkV2.narrowPeak;.;.;.;.;.;.;.;Urothelia.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseUrotsaPk.narrowPeak;.;.;.;.;.;.;.;Urothelia.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeOpenChromDnaseUrotsaUt189Pk.narrowPeak;.;.;.;.;.;.;.;Urothelia.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseA549HotspotsRep1.broadPeak;.;.;.;.;.;.;.;A549.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseA549HotspotsRep2.broadPeak;.;.;.;.;.;.;.;A549.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseA549PkRep1.narrowPeak;.;.;.;.;.;.;.;A549.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseA549PkRep2.narrowPeak;.;.;.;.;.;.;.;A549.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseAg04449HotspotsRep1.broadPeak;.;.;.;.;.;.;.;AG04449.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseAg04449HotspotsRep2.broadPeak;.;.;.;.;.;.;.;AG04449.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseAg04449PkRep1.narrowPeak;.;.;.;.;.;.;.;AG04449.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseAg04449PkRep2.narrowPeak;.;.;.;.;.;.;.;AG04449.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseAg04450HotspotsRep1.broadPeak;.;.;.;.;.;.;.;AG04450.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseAg04450HotspotsRep2.broadPeak;.;.;.;.;.;.;.;AG04450.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseAg04450PkRep1.narrowPeak;.;.;.;.;.;.;.;AG04450.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseAg04450PkRep2.narrowPeak;.;.;.;.;.;.;.;AG04450.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseAg09309HotspotsRep1.broadPeak;.;.;.;.;.;.;.;AG09309.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseAg09309HotspotsRep2.broadPeak;.;.;.;.;.;.;.;AG09309.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseAg09309PkRep1.narrowPeak;.;.;.;.;.;.;.;AG09309.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseAg09309PkRep2.narrowPeak;.;.;.;.;.;.;.;AG09309.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseAg09319HotspotsRep1.broadPeak;.;.;.;.;.;.;.;AG09319.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseAg09319HotspotsRep2.broadPeak;.;.;.;.;.;.;.;AG09319.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseAg09319PkRep1V2.narrowPeak;.;.;.;.;.;.;.;AG09319.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseAg09319PkRep2.narrowPeak;.;.;.;.;.;.;.;AG09319.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseAg10803HotspotsRep1.broadPeak;.;.;.;.;.;.;.;AG10803.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseAg10803HotspotsRep2.broadPeak;.;.;.;.;.;.;.;AG10803.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseAg10803PkRep1.narrowPeak;.;.;.;.;.;.;.;AG10803.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseAg10803PkRep2.narrowPeak;.;.;.;.;.;.;.;AG10803.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseAoafHotspotsRep1.broadPeak;.;.;.;.;.;.;.;AoAF.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseAoafHotspotsRep2.broadPeak;.;.;.;.;.;.;.;AoAF.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseAoafPkRep1.narrowPeak;.;.;.;.;.;.;.;AoAF.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
wgEncodeUwDnaseAoafPkRep2.narrowPeak;.;.;.;.;.;.;.;AoAF.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
